d,path,useCase,transactional,tran_length,total_degree, TL, DETs, TD, arch_diff
7,stl#User:Private Event Name and Password Input->User:Private Event Name and Password Input->Private Event Name and Password Input:Check the presence of the event->Check the presence of the event:Create the private event->Create the private event:event->event:Check the presence of the event->Check the presence of the event:Warning information of duplicate,Create Private Event,CTRL,7,2.5,7,12,2.5,17.5
8,stl#User:Private Event Name and Password Input->User:Private Event Name and Password Input->Private Event Name and Password Input:Check the presence of the event->Check the presence of the event:Warning information of duplicate,Create Private Event,CTRL,4,5,4,14,5,20
1,stl#User:Public Event Name Field->User:Public Event Name Field->Public Event Name Field:Create the public event->Create the public event:Public Event,Create Public Events,CTRL,4,5,4,18,5,20
2,stl#User:Public Event Name Field->User:Public Event Name Field->Public Event Name Field:Check presence of the event->Check presence of the event:Warning Information of Duplicate,Create Public Events,CTRL,4,5,4,12,5,20
3,stl#User:Warning Information of Duplicate->User:Warning Information of Duplicate,Create Public Events,CTRL,2,15,2,1,15,30
1,stl#User:Delete Event Button->User:Delete Event Button->Delete Event Button:Show warning of deletion->Show warning of deletion:Delete Event Button->Delete Event Button:Show warning of deletion,Delete Event,CTRL,5,3.75,5,4,3.75,18.75
2,stl#User:Delete Event Button->User:Delete Event Button->Delete Event Button:Show warning of deletion->Show warning of deletion:Confirm Box->Confirm Box:Close warning and delete event->Close warning and delete event:Delete Picture->Delete Picture:Picture,Delete Event,CTRL,7,2.5,7,8,2.5,17.5
3,stl#User:Delete Event Button->User:Delete Event Button->Delete Event Button:Show warning of deletion->Show warning of deletion:Confirm Box->Confirm Box:Close warning and delete event->Close warning and delete event:Event,Delete Event,CTRL,6,3,6,18,3,18
4,stl#User:Confirm Box->User:Confirm Box->Confirm Box:Close warning and delete event->Close warning and delete event:Delete Picture->Delete Picture:Picture,Delete Event,CTRL,5,3.75,5,7,3.75,18.75
5,stl#User:Confirm Box->User:Confirm Box->Confirm Box:Close warning and delete event->Close warning and delete event:Event,Delete Event,CTRL,4,5,4,7,5,20
1,stl#User:Delete Button->User:Delete Button->Delete Button:Shows confirm prompt->Shows confirm prompt:Confirm Box->Confirm Box:close the prompt and delete the picture->close the prompt and delete the picture:Picture,Delete Picture,CTRL,6,3,6,13,3,18
2,stl#User:Delete Button->User:Delete Button->Delete Button:Shows confirm prompt->Shows confirm prompt:Confirm Box->Confirm Box:close the prompt and delete the picture->close the prompt and delete the picture:Confirm Box->Confirm Box:close the prompt and delete the picture,Delete Picture,CTRL,7,2.5,7,16,2.5,17.5
3,stl#User:Confirm Box->User:Confirm Box->Confirm Box:close the prompt and delete the picture->close the prompt and delete the picture:Picture,Delete Picture,CTRL,4,5,4,11,5,20
4,stl#User:Confirm Box->User:Confirm Box->Confirm Box:close the prompt and delete the picture->close the prompt and delete the picture:Confirm Box->Confirm Box:close the prompt and delete the picture,Delete Picture,CTRL,5,3.75,5,12,3.75,18.75
1,stl#Admin:The number of pictures per month->Admin:The number of pictures per month,Generate Statistics Report,CTRL,2,15,2,6,15,30
2,stl#Admin:Click the number of pictures posted per month->Admin:Click the number of pictures posted per month->Click the number of pictures posted per month:Search pictures posted in the month->Search pictures posted in the month:The number of pictures per month,Generate Statistics Report,CTRL,4,5,4,16,5,20
3,stl#Admin:Click the number of pictures posted per month->Admin:Click the number of pictures posted per month->Click the number of pictures posted per month:Search pictures posted in the month->Search pictures posted in the month:Pictures,Generate Statistics Report,CTRL,4,5,4,10,5,20
1,stl#User:Heart Icon on a picture->User:Heart Icon on a picture->Heart Icon on a picture:Store the like information->Store the like information:The total number of likes,Like Picture,CTRL,4,5,4,18,5,20
2,stl#User:Heart Icon on a picture->User:Heart Icon on a picture->Heart Icon on a picture:Store the like information->Store the like information:Like Information,Like Picture,CTRL,4,5,4,16,5,20
3,stl#User:The total number of likes->User:The total number of likes,Like Picture,CTRL,2,15,2,10,15,30
1,stl#User:Login Page->User:Login Page->Login Page:Check username and password->Check username and password:Facebook Service,Login,CTRL,4,5,4,10,5,20
2,stl#User:Login Page->User:Login Page->Login Page:Check username and password->Check username and password:Login Page->Login Page:Check username and password,Login,CTRL,5,3.75,5,15,3.75,18.75
3,stl#User:Login Page->User:Login Page->Login Page:Check username and password->Check username and password:User,Login,CTRL,4,5,4,8,5,20
4,stl#User:Login Page->User:Login Page->Login Page:Check username and password->Check username and password:App Main Page,Login,CTRL,4,5,4,6,5,20
5,stl#User:App Main Page->User:App Main Page,Login,CTRL,2,15,2,11,15,30
1,stl#User:Logout Button->User:Logout Button->Logout Button:Clear Local Storage and Exit->Clear Local Storage and Exit:Local Storage,Logout,CTRL,4,5,4,14,5,20
1,stl#User:Camera App->User:Camera App->Camera App:show picture and options to post nearby or to an event->show picture and options to post nearby or to an event:Options to post->Options to post:retrive user's location and posts the picture at location->retrive user's location and posts the picture at location:Picture,Post Picture,CTRL,6,3,6,6,3,18
2,stl#User:Camera App->User:Camera App->Camera App:Event and caption Input->Event and caption Input:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,5,3.75,5,7,3.75,18.75
3,stl#User:Camera App->User:Camera App->Camera App:Event and caption Input->Event and caption Input:show a text box for user to input event name->show a text box for user to input event name:text box for user to input name->text box for user to input name:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,7,2.5,7,15,2.5,17.5
4,stl#User:Camera App->User:Camera App->Camera App:opens up the gallery application->opens up the gallery application:gallery application->gallery application:shows the picture and text box for caption->shows the picture and text box for caption:Event and caption Input->Event and caption Input:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,8,2.142857143,8,11,2.142857143,17.14285714
5,stl#User:Camera App->User:Camera App->Camera App:opens up the gallery application->opens up the gallery application:gallery application->gallery application:shows the picture and text box for caption->shows the picture and text box for caption:Event and caption Input->Event and caption Input:show a text box for user to input event name->show a text box for user to input event name:text box for user to input name->text box for user to input name:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,10,1.666666667,10,17,1.666666667,16.66666667
6,stl#User:gallery application->User:gallery application->gallery application:shows the picture and text box for caption->shows the picture and text box for caption:Event and caption Input->Event and caption Input:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,6,3,6,13,3,18
7,stl#User:gallery application->User:gallery application->gallery application:shows the picture and text box for caption->shows the picture and text box for caption:Event and caption Input->Event and caption Input:show a text box for user to input event name->show a text box for user to input event name:text box for user to input name->text box for user to input name:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,8,2.142857143,8,6,2.142857143,17.14285714
8,stl#User:Camera Icon->User:Camera Icon->Camera Icon:Launch Camera Application->Launch Camera Application:Camera App->Camera App:show picture and options to post nearby or to an event->show picture and options to post nearby or to an event:Options to post->Options to post:retrive user's location and posts the picture at location->retrive user's location and posts the picture at location:Picture,Post Picture,CTRL,8,2.142857143,8,4,2.142857143,17.14285714
9,stl#User:Camera Icon->User:Camera Icon->Camera Icon:Launch Camera Application->Launch Camera Application:Camera App->Camera App:Event and caption Input->Event and caption Input:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,7,2.5,7,8,2.5,17.5
10,stl#User:Camera Icon->User:Camera Icon->Camera Icon:Launch Camera Application->Launch Camera Application:Camera App->Camera App:Event and caption Input->Event and caption Input:show a text box for user to input event name->show a text box for user to input event name:text box for user to input name->text box for user to input name:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,9,1.875,9,13,1.875,16.875
11,stl#User:Camera Icon->User:Camera Icon->Camera Icon:Launch Camera Application->Launch Camera Application:Camera App->Camera App:opens up the gallery application->opens up the gallery application:gallery application->gallery application:shows the picture and text box for caption->shows the picture and text box for caption:Event and caption Input->Event and caption Input:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,10,1.666666667,10,12,1.666666667,16.66666667
12,stl#User:Camera Icon->User:Camera Icon->Camera Icon:Launch Camera Application->Launch Camera Application:Camera App->Camera App:opens up the gallery application->opens up the gallery application:gallery application->gallery application:shows the picture and text box for caption->shows the picture and text box for caption:Event and caption Input->Event and caption Input:show a text box for user to input event name->show a text box for user to input event name:text box for user to input name->text box for user to input name:store picture in the event->store picture in the event:Picture,Post Picture,CTRL,12,1.363636364,12,12,1.363636364,16.36363636
13,stl#User:Options to post->User:Options to post->Options to post:retrive user's location and posts the picture at location->retrive user's location and posts the picture at location:Picture,Post Picture,CTRL,4,5,4,11,5,20
1,stl#User:Warning Invalid Information->User:Warning Invalid Information,Register,CTRL,2,15,2,12,15,30
2,stl#User:Register Page->User:Register Page->Register Page:Check User Information->Check User Information:User,Register,CTRL,4,5,4,17,5,20
3,stl#User:Register Page->User:Register Page->Register Page:Check User Information->Check User Information:Warning Invalid Information,Register,CTRL,4,5,4,8,5,20
1,stl#User:report confirm dialog->User:report confirm dialog->report confirm dialog:store report information->store report information:report information,Report Picture - Submit,CTRL,4,5,4,4,5,20
2,stl#User:Report icon on the picture->User:Report icon on the picture->Report icon on the picture:prompot confirm->prompot confirm:report confirm dialog->report confirm dialog:store report information->store report information:report information,Report Picture - Submit,CTRL,6,3,6,10,3,18
3,stl#User:Report icon on the picture->User:Report icon on the picture->Report icon on the picture:prompot confirm->prompot confirm:Report icon on the picture->Report icon on the picture:prompot confirm,Report Picture - Submit,CTRL,5,3.75,5,10,3.75,18.75
1,stl#User:Picture restore button->User:Picture restore button->Picture restore button:Restore reported picture->Restore reported picture:Report,Restore Reported Picture,CTRL,4,5,4,1,5,20
1,stl#User:Download button->User:Download button->Download button:download to phone->download to phone:Picture->Picture:download to phone->download to phone:Picture,Save Picture to Device,CTRL,6,3,6,10,3,18
2,stl#User:Download button->User:Download button->Download button:download to phone->download to phone:Picture->Picture:download to phone->download to phone:Local Storage,Save Picture to Device,CTRL,6,3,6,12,3,18
3,stl#User:Download button->User:Download button->Download button:download to phone->download to phone:Local Storage,Save Picture to Device,CTRL,4,5,4,20,5,20
1,stl#User:Search box of events->User:Search box of events->Search box of events:Search events by name->Search events by name:List of Events,Search Events,CTRL,4,5,4,7,5,20
2,stl#User:Search box of events->User:Search box of events->Search box of events:Search events by name->Search events by name:Event,Search Events,CTRL,4,5,4,12,5,20
3,stl#User:List of Events->User:List of Events,Search Events,CTRL,2,15,2,10,15,30
1,stl#User:List of pictures->User:List of pictures,Search Pictures,CTRL,2,15,2,16,15,30
2,stl#User:Query Picture List->User:Query Picture List->Query Picture List:retrive the list of picture->retrive the list of picture:Picture,Search Pictures,CTRL,4,5,4,9,5,20
3,stl#User:Query Picture List->User:Query Picture List->Query Picture List:retrive the list of picture->retrive the list of picture:Image Filter Box->Image Filter Box:Filter Pictures->Filter Pictures:List of pictures,Search Pictures,CTRL,6,3,6,8,3,18
4,stl#User:Image Filter Box->User:Image Filter Box->Image Filter Box:Filter Pictures->Filter Pictures:List of pictures,Search Pictures,CTRL,4,5,4,-2,5,20
1,stl#User:Sorting options->User:Sorting options,Sort Pictures,CTRL,2,15,2,3,15,30
2,stl#User:Filter Icon->User:Filter Icon->Filter Icon:Display sorting options->Display sorting options:Sorting options,Sort Pictures,CTRL,4,5,4,7,5,20
3,stl#User:Filter Icon->User:Filter Icon->Filter Icon:Display sorting options->Display sorting options:Sorting options->Sorting options:sort the picture->sort the picture:Sorted List of Pictures,Sort Pictures,CTRL,6,3,6,9,3,18
4,stl#User:Sorted List of Pictures->User:Sorted List of Pictures,Sort Pictures,CTRL,2,15,2,12,15,30
5,stl#User:Sorting options->User:Sorting options->Sorting options:sort the picture->sort the picture:Sorted List of Pictures,Sort Pictures,CTRL,4,5,4,10,5,20
1,stl#User:Click user suspend button->User:Click user suspend button->Click user suspend button:Prompt confirm dialog->Prompt confirm dialog:Confirm Dialog->Confirm Dialog:Suspend User->Suspend User:User List,Suspend User - Confirm,CTRL,6,3,6,4,3,18
2,stl#User:Click user suspend button->User:Click user suspend button->Click user suspend button:Prompt confirm dialog->Prompt confirm dialog:Confirm Dialog->Confirm Dialog:Suspend User->Suspend User:User,Suspend User - Confirm,CTRL,6,3,6,10,3,18
3,stl#User:User List->User:User List,Suspend User - Confirm,CTRL,2,15,2,6,15,30
4,stl#User:Confirm Dialog->User:Confirm Dialog->Confirm Dialog:Suspend User->Suspend User:User List,Suspend User - Confirm,CTRL,4,5,4,4,5,20
5,stl#User:Confirm Dialog->User:Confirm Dialog->Confirm Dialog:Suspend User->Suspend User:User,Suspend User - Confirm,CTRL,4,5,4,10,5,20
1,stl#User:Total Number of Likes->User:Total Number of Likes,Unlike Picture,CTRL,2,15,2,12,15,30
2,stl#User:The heart icon on picture->User:The heart icon on picture->The heart icon on picture:remove the user liking information->remove the user liking information:Total Number of Likes,Unlike Picture,CTRL,4,5,4,5,5,20
3,stl#User:The heart icon on picture->User:The heart icon on picture->The heart icon on picture:remove the user liking information->remove the user liking information:Like Information,Unlike Picture,CTRL,4,5,4,12,5,20
1,stl#Admin:Event Update Button->Admin:Event Update Button->Event Update Button:retrieve events->retrieve events:Event List->Event List:Prompt Event Update Dialog->Prompt Event Update Dialog:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event Information Update Page->Event Information Update Page:Update Event Information,Update Event,CTRL,9,1.875,9,10,1.875,16.875
2,stl#Admin:Event Update Button->Admin:Event Update Button->Event Update Button:retrieve events->retrieve events:Event List->Event List:Prompt Event Update Dialog->Prompt Event Update Dialog:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event,Update Event,CTRL,8,2.142857143,8,16,2.142857143,17.14285714
3,stl#Admin:Event Update Button->Admin:Event Update Button->Event Update Button:retrieve events->retrieve events:Event,Update Event,CTRL,4,5,4,13,5,20
4,stl#Admin:Event List->Admin:Event List->Event List:Prompt Event Update Dialog->Prompt Event Update Dialog:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event Information Update Page->Event Information Update Page:Update Event Information,Update Event,CTRL,7,2.5,7,10,2.5,17.5
5,stl#Admin:Event List->Admin:Event List->Event List:Prompt Event Update Dialog->Prompt Event Update Dialog:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event,Update Event,CTRL,6,3,6,9,3,18
6,stl#Admin:Event Information Update Page->Admin:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event Information Update Page->Event Information Update Page:Update Event Information,Update Event,CTRL,5,3.75,5,8,3.75,18.75
7,stl#Admin:Event Information Update Page->Admin:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event,Update Event,CTRL,4,5,4,10,5,20
1,stl#User:Radius Setting Button->User:Radius Setting Button->Radius Setting Button:Search pictures by radius->Search pictures by radius:Pictures,View Nearby Pictures,CTRL,4,5,4,9,5,20
1,stl#User:Picture Gallery->User:Picture Gallery->Picture Gallery:retrieve picture details->retrieve picture details:Picture,View Specific Picture,CTRL,4,5,4,13,5,20
