id,element,useCase,type,outboundDegree,inboundDegree
53,Move Army Closer:Battle,Fight Battle,0,undefined,undefined
54,Battle Scene:Check if weapon hit the army,Fight Battle,0,undefined,undefined
55,Destroy armyMan:Calculate Score,Fight Battle,0,undefined,undefined
56,Check if weapon hit the army:Destroy armyMan,Fight Battle,0,undefined,undefined
57,Check if weapon hit the army:Update Minimap,Fight Battle,0,undefined,undefined
58,Check if weapon hit the army:Move Army Closer,Fight Battle,0,undefined,undefined
59,Minimap:Update Minimap,Fight Battle,0,undefined,undefined
60,stl#User:Battle Scene,Fight Battle,0,undefined,undefined
61,stl#User:Minimap,Fight Battle,0,undefined,undefined
62,User:ScoreCards,Get Score,0,undefined,undefined
63,Retrieve Score:Battle,Get Score,0,undefined,undefined
64,Retrieve Score:USer Master,Get Score,0,undefined,undefined
65,ScoreCards:Retrieve Score,Get Score,0,undefined,undefined
66,stl#User:ScoreCards,Get Score,0,undefined,undefined
67,User:Battle Scene,Increase Difficulty accordingly,0,undefined,undefined
68,Increase Number of Army:Achievements,Increase Difficulty accordingly,0,undefined,undefined
69,Increase Number of Army:Battle,Increase Difficulty accordingly,0,undefined,undefined
70,Battle Scene:Increase Opponenent Weapons,Increase Difficulty accordingly,0,undefined,undefined
71,Battle Scene:Increase Number of Army,Increase Difficulty accordingly,0,undefined,undefined
72,Battle Scene:Increase Closing-in speed,Increase Difficulty accordingly,0,undefined,undefined
73,Increase Closing-in speed:Increase Opponenent Weapons,Increase Difficulty accordingly,0,undefined,undefined
74,Increase Number of Army:Increase Closing-in speed,Increase Difficulty accordingly,0,undefined,undefined
75,Increase Number of Army:User Master,Increase Difficulty accordingly,0,undefined,undefined
76,stl#User:Battle Scene,Increase Difficulty accordingly,0,undefined,undefined
77,User:Army Men,Increase difficulty ,0,undefined,undefined
78,Algorithm:Make Difficult to hit,Increase difficulty ,0,undefined,undefined
79,Algorithm:Increase Number of spawn,Increase difficulty ,0,undefined,undefined
80,Algorithm:Time Elapsed,Increase difficulty ,0,undefined,undefined
81,Algorithm:Get level,Increase difficulty ,0,undefined,undefined
82,Algorithm:Get Number of tikimen killed in that round,Increase difficulty ,0,undefined,undefined
83,Increase Speed:Algorithm,Increase difficulty ,0,undefined,undefined
84,Army Men:Increase Number of spawn,Increase difficulty ,0,undefined,undefined
85,Army Men:Increase Speed,Increase difficulty ,0,undefined,undefined
86,Make Difficult to hit:Army Men,Increase difficulty ,0,undefined,undefined
87,Get level:User Account,Increase difficulty ,0,undefined,undefined
88,stl#User:Army Men,Increase difficulty ,0,undefined,undefined
89,User:Doug's E-book,Link the tourist spot to Doug's E-book,0,undefined,undefined
90,Check Location:Location,Link the tourist spot to Doug's E-book,0,undefined,undefined
91,Check Location:Render the e-cook link,Link the tourist spot to Doug's E-book,0,undefined,undefined
92,Doug's E-book:Render the e-cook link,Link the tourist spot to Doug's E-book,0,undefined,undefined
93,E-book:Render the e-cook link,Link the tourist spot to Doug's E-book,0,undefined,undefined
94,stl#User:Doug's E-book,Link the tourist spot to Doug's E-book,0,undefined,undefined
95,User:Login Page,Login,0,undefined,undefined
96,Check Password:DIsplay error ,Login,0,undefined,undefined
97,Enter Username and Password:Check Password,Login,0,undefined,undefined
98,DIsplay error :Login Page,Login,0,undefined,undefined
99,Login Page:Enter Username and Password,Login,0,undefined,undefined
100,stl#User:Login Page,Login,0,undefined,undefined
101,User:Map,Navigate in AR Mode,0,undefined,undefined
102,Check if the location is inside a geofence:Places,Navigate in AR Mode,0,undefined,undefined
103,Map:Check if the location is inside a geofence,Navigate in AR Mode,0,undefined,undefined
104,Get Location:Check if the location is inside a geofence,Navigate in AR Mode,0,undefined,undefined
105,Get Location:Location,Navigate in AR Mode,0,undefined,undefined
106,Map:Get Location,Navigate in AR Mode,0,undefined,undefined
107,stl#User:Map,Navigate in AR Mode,0,undefined,undefined
108,User:VR Map,Navigate in VR Mode,0,undefined,undefined
109,VR Map:Select battle location,Navigate in VR Mode,0,undefined,undefined
110,VR scene library:Select battle location,Navigate in VR Mode,0,undefined,undefined
111,stl#User:VR Map,Navigate in VR Mode,0,undefined,undefined
112,User:GPS,Play Ar mode,0,undefined,undefined
113,Fetch Lat Lon:Location,Play Ar mode,0,undefined,undefined
114,Fetch Lat Lon:Update Database,Play Ar mode,0,undefined,undefined
115,GPS:Fetch Lat Lon,Play Ar mode,0,undefined,undefined
116,stl#User:GPS,Play Ar mode,0,undefined,undefined
117,Army men :User,Render Army,0,undefined,undefined
118,Army men :Get army information,Render Army,0,undefined,undefined
119,Get army information:Enemy,Render Army,0,undefined,undefined
120,User:Battle Scene,Render Battle Scene,0,undefined,undefined
121,Render Army around 360:Army,Render Battle Scene,0,undefined,undefined
122,Battle Scene:Render Background of the location,Render Battle Scene,0,undefined,undefined
123,Check Location
:Location,Render Battle Scene,0,undefined,undefined
124,Check Location
:Render Background of the location,Render Battle Scene,0,undefined,undefined
125,Render Army around 360:Render Background of the location,Render Battle Scene,0,undefined,undefined
126,stl#User:Battle Scene,Render Battle Scene,0,undefined,undefined
127,User:VR mode,Render Battle scene,0,undefined,undefined
128,User:Ar Mode,Render Battle scene,0,undefined,undefined
129,Ar Mode:if in Hawaii,Render Battle scene,0,undefined,undefined
130,Check Location:If not in Hawaii,Render Battle scene,0,undefined,undefined
131,Location:Check Location,Render Battle scene,0,undefined,undefined
132,if in Hawaii:Check Location,Render Battle scene,0,undefined,undefined
133,VR mode:If not in Hawaii,Render Battle scene,0,undefined,undefined
134,stl#User:VR mode,Render Battle scene,0,undefined,undefined
135,stl#User:Ar Mode,Render Battle scene,0,undefined,undefined
136,User:In Hawaii Mode,Render Intial Mode,0,undefined,undefined
137,User:Not In Hawaii Mode,Render Intial Mode,0,undefined,undefined
138,Check if in Hawaii or not:Get Location,Render Intial Mode,0,undefined,undefined
139,Not In Hawaii Mode:Check if in Hawaii or not,Render Intial Mode,0,undefined,undefined
140,In Hawaii Mode:Check if in Hawaii or not,Render Intial Mode,0,undefined,undefined
141,Location:Get Location,Render Intial Mode,0,undefined,undefined
142,stl#User:In Hawaii Mode,Render Intial Mode,0,undefined,undefined
143,stl#User:Not In Hawaii Mode,Render Intial Mode,0,undefined,undefined
144,User:Minimap ,Render Minimap,0,undefined,undefined
145,Minimap :Check if the enemy is hit with the balll,Render Minimap,0,undefined,undefined
146,Minimap :Update Minimap,Render Minimap,0,undefined,undefined
147,stl#User:Minimap ,Render Minimap,0,undefined,undefined
148,User:Map view,Update Database,0,undefined,undefined
149,Update the Database with all values:Achivements,Update Database,0,undefined,undefined
150,Update the Database with all values:Battle,Update Database,0,undefined,undefined
151,Map view:Update the Database with all values,Update Database,0,undefined,undefined
152,Update the Database with all values:User Master,Update Database,0,undefined,undefined
153,stl#User:Map view,Update Database,0,undefined,undefined
154,User:Updated Army,Update Screen,0,undefined,undefined
155,User:Updated Minimap,Update Screen,0,undefined,undefined
156,Check for the number of tikimen killed:Updated Army,Update Screen,0,undefined,undefined
157,Check for the number of tikimen killed:Destroy Enemy,Update Screen,0,undefined,undefined
158,Check for the number of tikimen killed:Updated Minimap,Update Screen,0,undefined,undefined
159,stl#User:Updated Army,Update Screen,0,undefined,undefined
160,stl#User:Updated Minimap,Update Screen,0,undefined,undefined
161,User:Single Weapon ,Use Weapon,0,undefined,undefined
162,Check if weapon availble:Weapons Inventory,Use Weapon,0,undefined,undefined
163,Flick Weapon:Check if weapon availble,Use Weapon,0,undefined,undefined
164,Decrease inventory count:Weapons Inventory,Use Weapon,0,undefined,undefined
165,Flick Weapon:Decrease inventory count,Use Weapon,0,undefined,undefined
166,Single Weapon :Flick Weapon,Use Weapon,0,undefined,undefined
167,stl#User:Single Weapon ,Use Weapon,0,undefined,undefined
168,User:Battle Scene,Use Weapon,0,undefined,undefined
169,Battle Scene:Flick Weapon,Use Weapon,0,undefined,undefined
170,Flick Weapon:Reduce Weapon Count,Use Weapon,0,undefined,undefined
171,Flick Weapon:Show in-App purchases,Use Weapon,0,undefined,undefined
172,Flick Weapon:Weapon,Use Weapon,0,undefined,undefined
173,stl#User:Battle Scene,Use Weapon,0,undefined,undefined
