id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
4,stl#Case Manager:list of cases->Case Manager:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,9,42,9,8,81,34
5,stl#Case Manager:list of cases->Case Manager:list of cases->list of cases:query detail of a case->query detail of a case:case,Edit case,TRAN_NA,4,27,3.6666666666666665,3,14.666666666666666,34
8,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,10,7.333333333333333,3,29.333333333333332,34
9,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:role,Edit case,TRAN_NA,4,8,10.666666666666666,3,42.666666666666664,34
10,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,48,9.142857142857142,7,73.14285714285714,34
11,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,29,10.5,6,73.5,34
12,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,7,8,3,32,34
13,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,5,11.333333333333334,3,45.333333333333336,34
14,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,45,9.428571428571429,7,75.42857142857143,34
15,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,26,10.833333333333334,6,75.83333333333334,34
16,stl#Case Manager:case information edit page->Case Manager:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,5,31,9.75,4,48.75,34
17,stl#Case Manager:case information edit page->Case Manager:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,4,12,12.666666666666666,3,50.666666666666664,34
18,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,7,8,3,32,34
19,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,5,11.333333333333334,3,45.333333333333336,34
20,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,45,9.428571428571429,7,75.42857142857143,34
21,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,26,10.833333333333334,6,75.83333333333334,34
22,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,6,23,6.2,5,37.2,34
23,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,6,21,8.2,5,49.199999999999996,34
24,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,10,61,8.11111111111111,9,81.11111111111111,34
25,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,9,42,9,8,81,34
26,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case,Edit case,TRAN_NA,4,27,3.6666666666666665,3,14.666666666666666,34
27,stl#Administrator:case information edit page->Administrator:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,5,31,9.75,4,48.75,34
28,stl#Administrator:case information edit page->Administrator:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,4,12,12.666666666666666,3,50.666666666666664,34
34,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,10,7.333333333333333,3,29.333333333333332,34
35,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:role,Edit case,TRAN_NA,4,8,10.666666666666666,3,42.666666666666664,34
36,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,48,9.142857142857142,7,73.14285714285714,34
37,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,29,10.5,6,73.5,34
3,stl#Administrator:user edit page->Administrator:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:Case,Edit user,TRAN_NA,5,25,3.75,4,18.75,34
5,stl#Administrator:User Management Button->Administrator:User Management Button->User Management Button:validate role of user->validate role of user:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:display user information->display user information:user information page->user information page:display user edit page,Edit user,TRAN_NA,13,54,4.833333333333333,12,62.83333333333333,34
6,stl#Administrator:User Management Button->Administrator:User Management Button->User Management Button:validate role of user->validate role of user:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:User,Edit user,TRAN_NA,11,57,4.8,10,52.8,34
7,stl#Administrator:User Management Button->Administrator:User Management Button->User Management Button:validate role of user->validate role of user:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:Case,Edit user,TRAN_NA,11,48,4.7,10,51.7,34
8,stl#Administrator:User Management Button->Administrator:User Management Button->User Management Button:validate role of user->validate role of user:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:invalid input information error,Edit user,TRAN_NA,10,29,5.444444444444445,9,54.44444444444444,34
9,stl#Administrator:User Management Button->Administrator:User Management Button->User Management Button:validate role of user->validate role of user:user management page->user management page:query user information->query user information:User,Edit user,TRAN_NA,6,36,4.6,5,27.599999999999998,34
15,stl#Administrator:user information page->Administrator:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:Case,Edit user,TRAN_NA,7,32,4.333333333333333,6,30.333333333333332,34
18,stl#Administrator:user management page->Administrator:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:display user information->display user information:user information page->user information page:display user edit page,Edit user,TRAN_NA,11,50,4.6,10,50.599999999999994,34
19,stl#Administrator:user management page->Administrator:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:User,Edit user,TRAN_NA,9,53,4.5,8,40.5,34
20,stl#Administrator:user management page->Administrator:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:save input user information->save input user information:Case,Edit user,TRAN_NA,9,44,4.375,8,39.375,34
21,stl#Administrator:user management page->Administrator:user management page->user management page:query user information->query user information:user information page->user information page:display user edit page->display user edit page:user edit page->user edit page:validate input user information->validate input user information:invalid input information error,Edit user,TRAN_NA,8,25,5.285714285714286,7,42.285714285714285,34
22,stl#Administrator:user management page->Administrator:user management page->user management page:query user information->query user information:User,Edit user,TRAN_NA,4,32,3.6666666666666665,3,14.666666666666666,34
1,stl#Administrator:user management page->Administrator:user management page->user management page:check the status of user->check the status of user:user is already inactivated error,Inactivate user,TRAN_NA,4,5,3.3333333333333335,3,13.333333333333334,34
2,stl#Administrator:user management page->Administrator:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:activation success message,Inactivate user,TRAN_NA,5,20,3,4,15,34
3,stl#Administrator:user management page->Administrator:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:User,Inactivate user,TRAN_NA,5,32,3,4,15,34
7,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:user management page->user management page:check the status of user->check the status of user:user is already inactivated error,Inactivate user,TRAN_NA,6,9,3.4,5,20.4,34
8,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:activation success message,Inactivate user,TRAN_NA,7,24,3.1666666666666665,6,22.166666666666664,34
9,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:User,Inactivate user,TRAN_NA,7,36,3.1666666666666665,6,22.166666666666664,34
2,stl#General staff:activity description page->General staff:activity description page->activity description page:validate activity description->validate activity description:role,Log an activity,TRAN_NA,4,11,11.666666666666666,3,46.666666666666664,34
3,stl#General staff:activity description page->General staff:activity description page->activity description page:validate activity description->validate activity description:insert activity into case->insert activity into case:case information,Log an activity,TRAN_NA,5,28,9,4,45,34
4,stl#General staff:activity description page->General staff:activity description page->activity description page:validate activity description->validate activity description:blank description error,Log an activity,TRAN_NA,4,19,13.333333333333334,3,53.333333333333336,34
5,stl#General staff:Add new button->General staff:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:role,Log an activity,TRAN_NA,6,17,11.4,5,68.4,34
6,stl#General staff:Add new button->General staff:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:insert activity into case->insert activity into case:case information,Log an activity,TRAN_NA,7,34,9.666666666666666,6,67.66666666666666,34
7,stl#General staff:Add new button->General staff:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:blank description error,Log an activity,TRAN_NA,6,25,12.4,5,74.4,34
16,stl#Case Manager:Add new button->Case Manager:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:role,Log an activity,TRAN_NA,6,17,11.4,5,68.4,34
17,stl#Case Manager:Add new button->Case Manager:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:insert activity into case->insert activity into case:case information,Log an activity,TRAN_NA,7,34,9.666666666666666,6,67.66666666666666,34
18,stl#Case Manager:Add new button->Case Manager:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:blank description error,Log an activity,TRAN_NA,6,25,12.4,5,74.4,34
19,stl#Case Manager:activity description page->Case Manager:activity description page->activity description page:validate activity description->validate activity description:role,Log an activity,TRAN_NA,4,11,11.666666666666666,3,46.666666666666664,34
20,stl#Case Manager:activity description page->Case Manager:activity description page->activity description page:validate activity description->validate activity description:insert activity into case->insert activity into case:case information,Log an activity,TRAN_NA,5,28,9,4,45,34
21,stl#Case Manager:activity description page->Case Manager:activity description page->activity description page:validate activity description->validate activity description:blank description error,Log an activity,TRAN_NA,4,19,13.333333333333334,3,53.333333333333336,34
23,stl#Administrator:Add new button->Administrator:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:role,Log an activity,TRAN_NA,6,17,11.4,5,68.4,34
24,stl#Administrator:Add new button->Administrator:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:insert activity into case->insert activity into case:case information,Log an activity,TRAN_NA,7,34,9.666666666666666,6,67.66666666666666,34
25,stl#Administrator:Add new button->Administrator:Add new button->Add new button:display activity description page->display activity description page:activity description page->activity description page:validate activity description->validate activity description:blank description error,Log an activity,TRAN_NA,6,25,12.4,5,74.4,34
26,stl#Administrator:activity description page->Administrator:activity description page->activity description page:validate activity description->validate activity description:role,Log an activity,TRAN_NA,4,11,11.666666666666666,3,46.666666666666664,34
27,stl#Administrator:activity description page->Administrator:activity description page->activity description page:validate activity description->validate activity description:insert activity into case->insert activity into case:case information,Log an activity,TRAN_NA,5,28,9,4,45,34
28,stl#Administrator:activity description page->Administrator:activity description page->activity description page:validate activity description->validate activity description:blank description error,Log an activity,TRAN_NA,4,19,13.333333333333334,3,53.333333333333336,34
1,stl#User:validation failed message->User:validation failed message->validation failed message:redirect to home page->redirect to home page:home page,Login,TRAN_NA,4,3,4.666666666666667,3,18.666666666666668,34
2,stl#User:home page->User:home page,Login,CTRL;EXTCLL;DM;EI,2,3,6,1,12,34
3,stl#User:Login Page->User:Login Page->Login Page:validate input information->validate input information:user information,Login,TRAN_NA,4,13,4.333333333333333,3,17.333333333333332,34
4,stl#User:Login Page->User:Login Page->Login Page:validate input information->validate input information:send verification code,Login,TRAN_NA,4,8,4.666666666666667,3,18.666666666666668,34
6,stl#User:verification code input field->User:verification code input field->verification code input field:validate password->validate password:validation failed message->validation failed message:redirect to home page->redirect to home page:home page,Login,TRAN_NA,6,11,3.8,5,22.799999999999997,34
7,stl#User:verification code input field->User:verification code input field->verification code input field:validate password->validate password:user information,Login,TRAN_NA,4,17,2.3333333333333335,3,9.333333333333334,34
8,stl#User:verification code input field->User:verification code input field->verification code input field:validate password->validate password:save case information->save case information:success message,Login,TRAN_NA,5,27,2.25,4,11.25,34
9,stl#User:verification code input field->User:verification code input field->verification code input field:validate password->validate password:save case information->save case information:case,Login,TRAN_NA,5,29,1.75,4,8.75,34
10,stl#User:verification code input field->User:verification code input field->verification code input field:validate password->validate password:home page,Login,TRAN_NA,4,9,3.6666666666666665,3,14.666666666666666,34
12,stl#Administrator:home page->Administrator:home page,Login,CTRL;EXTCLL;DM;EI,2,1,6,1,12,34
13,stl#Administrator:verification code input field->Administrator:verification code input field->verification code input field:validate password->validate password:validation failed message->validation failed message:redirect to home page->redirect to home page:home page,Login,TRAN_NA,6,11,3.8,5,22.799999999999997,34
14,stl#Administrator:verification code input field->Administrator:verification code input field->verification code input field:validate password->validate password:user information,Login,TRAN_NA,4,17,2.3333333333333335,3,9.333333333333334,34
15,stl#Administrator:verification code input field->Administrator:verification code input field->verification code input field:validate password->validate password:save case information->save case information:success message,Login,TRAN_NA,5,27,2.25,4,11.25,34
16,stl#Administrator:verification code input field->Administrator:verification code input field->verification code input field:validate password->validate password:save case information->save case information:case,Login,TRAN_NA,5,29,1.75,4,8.75,34
17,stl#Administrator:verification code input field->Administrator:verification code input field->verification code input field:validate password->validate password:home page,Login,TRAN_NA,4,9,3.6666666666666665,3,14.666666666666666,34
18,stl#Administrator:Login Page->Administrator:Login Page->Login Page:validate input information->validate input information:user information,Login,TRAN_NA,4,11,4.333333333333333,3,17.333333333333332,34
19,stl#Administrator:Login Page->Administrator:Login Page->Login Page:validate input information->validate input information:send verification code,Login,TRAN_NA,4,6,4.666666666666667,3,18.666666666666668,34
20,stl#Administrator:validation failed message->Administrator:validation failed message->validation failed message:redirect to home page->redirect to home page:home page,Login,TRAN_NA,4,3,4.666666666666667,3,18.666666666666668,34
4,stl#General staff:User group list->General staff:User group list->User group list:validate role of user->validate role of user:unauthorized error message,Mass Email,TRAN_NA,4,6,3.3333333333333335,3,13.333333333333334,34
5,stl#General staff:User group list->General staff:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:unauthorized access error,Mass Email,TRAN_NA,9,45,4.75,8,42.75,34
6,stl#General staff:User group list->General staff:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Email sent success message,Mass Email,TRAN_NA,9,49,5.75,8,51.75,34
7,stl#General staff:User group list->General staff:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Case,Mass Email,TRAN_NA,9,55,4.375,8,39.375,34
8,stl#General staff:User group list->General staff:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:email template,Mass Email,TRAN_NA,6,38,2.2,5,13.200000000000001,34
9,stl#General staff:User group list->General staff:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:user,Mass Email,TRAN_NA,5,15,2,4,10,34
10,stl#General staff:send email page->General staff:send email page->send email page:send email->send email:Add activities to case->Add activities to case:unauthorized access error,Mass Email,CTRL;EXTCLL;INT,5,19,7.25,4,36.25,34
11,stl#General staff:send email page->General staff:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Email sent success message,Mass Email,CTRL,5,23,9.25,4,46.25,34
12,stl#General staff:send email page->General staff:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Case,Mass Email,CTRL;EXTCLL;DM;EI,5,29,6.5,4,32.5,34
13,stl#Case manager:User group list->Case manager:User group list->User group list:validate role of user->validate role of user:unauthorized error message,Mass Email,TRAN_NA,4,6,3.3333333333333335,3,13.333333333333334,34
14,stl#Case manager:User group list->Case manager:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:unauthorized access error,Mass Email,TRAN_NA,9,45,4.75,8,42.75,34
15,stl#Case manager:User group list->Case manager:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Email sent success message,Mass Email,TRAN_NA,9,49,5.75,8,51.75,34
16,stl#Case manager:User group list->Case manager:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Case,Mass Email,TRAN_NA,9,55,4.375,8,39.375,34
17,stl#Case manager:User group list->Case manager:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:email template,Mass Email,TRAN_NA,6,38,2.2,5,13.200000000000001,34
18,stl#Case manager:User group list->Case manager:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:user,Mass Email,TRAN_NA,5,15,2,4,10,34
20,stl#Case manager:send email page->Case manager:send email page->send email page:send email->send email:Add activities to case->Add activities to case:unauthorized access error,Mass Email,CTRL;EXTCLL;INT,5,19,7.25,4,36.25,34
21,stl#Case manager:send email page->Case manager:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Email sent success message,Mass Email,CTRL,5,23,9.25,4,46.25,34
22,stl#Case manager:send email page->Case manager:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Case,Mass Email,CTRL;EXTCLL;DM;EI,5,29,6.5,4,32.5,34
26,stl#Administrator:User group list->Administrator:User group list->User group list:validate role of user->validate role of user:unauthorized error message,Mass Email,TRAN_NA,4,6,3.3333333333333335,3,13.333333333333334,34
27,stl#Administrator:User group list->Administrator:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:unauthorized access error,Mass Email,TRAN_NA,9,45,4.75,8,42.75,34
28,stl#Administrator:User group list->Administrator:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Email sent success message,Mass Email,TRAN_NA,9,49,5.75,8,51.75,34
29,stl#Administrator:User group list->Administrator:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Case,Mass Email,TRAN_NA,9,55,4.375,8,39.375,34
30,stl#Administrator:User group list->Administrator:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:load email template->load email template:email template,Mass Email,TRAN_NA,6,38,2.2,5,13.200000000000001,34
31,stl#Administrator:User group list->Administrator:User group list->User group list:validate role of user->validate role of user:find email address of the selected youth->find email address of the selected youth:user,Mass Email,TRAN_NA,5,15,2,4,10,34
32,stl#Administrator:send email page->Administrator:send email page->send email page:send email->send email:Add activities to case->Add activities to case:unauthorized access error,Mass Email,CTRL;EXTCLL;INT,5,19,7.25,4,36.25,34
33,stl#Administrator:send email page->Administrator:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Email sent success message,Mass Email,CTRL,5,23,9.25,4,46.25,34
34,stl#Administrator:send email page->Administrator:send email page->send email page:send email->send email:Add activities to case->Add activities to case:Case,Mass Email,CTRL;EXTCLL;DM;EI,5,29,6.5,4,32.5,34
2,stl#General staff:Report button->General staff:Report button->Report button:validate role of user->validate role of user:unauthorized error message,Report generation,TRAN_NA,4,3,9,3,36,34
3,stl#General staff:Report button->General staff:Report button->Report button:validate role of user->validate role of user:role,Report generation,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,34
4,stl#General staff:Report button->General staff:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:user,Report generation,TRAN_NA,8,26,10.142857142857142,7,81.14285714285714,34
5,stl#General staff:Report button->General staff:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:report detail page->report detail page:print,Report generation,TRAN_NA,9,8,10.625,8,95.625,34
6,stl#General staff:Report button->General staff:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:document,Report generation,TRAN_NA,8,12,10.142857142857142,7,81.14285714285714,34
7,stl#General staff:Report button->General staff:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:case,Report generation,TRAN_NA,8,17,10.142857142857142,7,81.14285714285714,34
8,stl#General staff:Report button->General staff:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:input information invalid message,Report generation,TRAN_NA,7,6,11.5,6,80.5,34
9,stl#General staff:report generation page->General staff:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:user,Report generation,TRAN_NA,5,23,9,4,45,34
10,stl#General staff:report generation page->General staff:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:report detail page->report detail page:print,Report generation,TRAN_NA,6,5,10,5,60,34
11,stl#General staff:report generation page->General staff:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:document,Report generation,TRAN_NA,5,9,9,4,45,34
12,stl#General staff:report generation page->General staff:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:case,Report generation,TRAN_NA,5,14,9,4,45,34
13,stl#General staff:report generation page->General staff:report generation page->report generation page:validate input information for the report->validate input information for the report:input information invalid message,Report generation,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,34
14,stl#Case Manager:Report button->Case Manager:Report button->Report button:validate role of user->validate role of user:unauthorized error message,Report generation,TRAN_NA,4,3,9,3,36,34
15,stl#Case Manager:Report button->Case Manager:Report button->Report button:validate role of user->validate role of user:role,Report generation,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,34
16,stl#Case Manager:Report button->Case Manager:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:user,Report generation,TRAN_NA,8,26,10.142857142857142,7,81.14285714285714,34
17,stl#Case Manager:Report button->Case Manager:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:report detail page->report detail page:print,Report generation,TRAN_NA,9,8,10.625,8,95.625,34
18,stl#Case Manager:Report button->Case Manager:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:document,Report generation,TRAN_NA,8,12,10.142857142857142,7,81.14285714285714,34
19,stl#Case Manager:Report button->Case Manager:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:case,Report generation,TRAN_NA,8,17,10.142857142857142,7,81.14285714285714,34
20,stl#Case Manager:Report button->Case Manager:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:input information invalid message,Report generation,TRAN_NA,7,6,11.5,6,80.5,34
21,stl#Case Manager:report detail page->Case Manager:report detail page->report detail page:print,Report generation,CTRL,3,2,7.5,2,22.5,34
22,stl#Case Manager:report generation page->Case Manager:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:user,Report generation,TRAN_NA,5,23,9,4,45,34
23,stl#Case Manager:report generation page->Case Manager:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:report detail page->report detail page:print,Report generation,TRAN_NA,6,5,10,5,60,34
24,stl#Case Manager:report generation page->Case Manager:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:document,Report generation,TRAN_NA,5,9,9,4,45,34
25,stl#Case Manager:report generation page->Case Manager:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:case,Report generation,TRAN_NA,5,14,9,4,45,34
26,stl#Case Manager:report generation page->Case Manager:report generation page->report generation page:validate input information for the report->validate input information for the report:input information invalid message,Report generation,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,34
29,stl#Administrator:report generation page->Administrator:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:user,Report generation,TRAN_NA,5,23,9,4,45,34
30,stl#Administrator:report generation page->Administrator:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:report detail page->report detail page:print,Report generation,TRAN_NA,6,5,10,5,60,34
31,stl#Administrator:report generation page->Administrator:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:document,Report generation,TRAN_NA,5,9,9,4,45,34
32,stl#Administrator:report generation page->Administrator:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:case,Report generation,TRAN_NA,5,14,9,4,45,34
33,stl#Administrator:report generation page->Administrator:report generation page->report generation page:validate input information for the report->validate input information for the report:input information invalid message,Report generation,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,34
35,stl#Administrator:report detail page->Administrator:report detail page->report detail page:print,Report generation,CTRL,3,2,7.5,2,22.5,34
37,stl#Administrator:Report button->Administrator:Report button->Report button:validate role of user->validate role of user:unauthorized error message,Report generation,TRAN_NA,4,3,9,3,36,34
38,stl#Administrator:Report button->Administrator:Report button->Report button:validate role of user->validate role of user:role,Report generation,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,34
39,stl#Administrator:Report button->Administrator:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:user,Report generation,TRAN_NA,8,26,10.142857142857142,7,81.14285714285714,34
40,stl#Administrator:Report button->Administrator:Report button->Report button:validate role of user->validate role of user:display report generation page->display report generation page:report generation page->report generation page:validate input information for the report->validate input information for the report:save report to db->save report to db:report detail page->report detail page:print,Report generation,TRAN_NA,9,8,10.625,8,95.625,34
