NUM,Project,Tran_Num,UseCase_Num,KSLOC,Personnel,Type,Priori_COCOMO_Estimate,COCOMO_Estimate,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,DET,RET,ILF,EIF,EI,EO,EQ,FN,FP,Effort_Norm,Norm_Factor,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,F13a_Yanomamo Interactive CDROM,31,18,4.965,7,Tool,574,485,79,0,0,47,16,13,55,10,7,13,13,0,0,0,0,0,0,0,0,7,4,0.538461538,0.769230769,0,0,0,0,0.769230769,0.9,0,0,0,14,0,18,0,14,13,18,5.333333333,4.057142857,21.63809524,Unknown,10,13,78,24,0,0,124,31,226,NA,NA,84.56,0,1,1,5,3,1,0,0,70,70,95,93,88,95,93,88,0,10,0,7,7,0,9,0.9,0.538461538,0,0,0,0.769230769,0,0,0,0,13,0.069230769,0,0,0,0,0,0,2,13,0,0,9,0,0,0,0,13,0,0,0,7,0,10,0,0.538461538,0,0.769230769,0,0,13,0.769230769,0,0,0,0,0,7,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\F13a_Yanomamo Interactive CDROM_2018-8-13@1536883073385_analysis\filteredTransactionEvaluation.csv
1,F14a_black_professionals_net,488,52,9.202,8,Website,842,193,499,0,0,130,320,46,381,98,78,46,46,0,0,0,0,97,0,0,0,78,4,1.695652174,2.130434783,2.108695652,0,0,0,2.130434783,7.2,0,21,0,26,21,105,0,47,383,105,32.99047619,7.779874987,256.6617805,Unknown,98,46,294,58,0,0,1952,488,2304,NA,NA,2146.5,0,1,1,0,6,20,0,0,360,360,350,378,364,350,378,364,0,98,0,78,78,0,26,7.2,1.695652174,0,0,0,2.130434783,0,0,0,0,46,0.156521739,0,0,0,0,0,0,18,46,0,0,26,0,0,0,0,46,0,0,0,78,97,98,0,1.695652174,2.108695652,2.130434783,0,0,46,2.130434783,0,0,0,0,2.108695652,78,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_black_professionals_net_2018-8-13@1536885427872_analysis\filteredTransactionEvaluation.csv
1,f14a_cash_doctor,58,20,2.95,7,Mobile App,1997.28,870.0085849,131,0,0,88,10,17,100,35,0,17,17,0,0,0,0,0,0,0,0,0,5,0,2.058823529,0,0,0,0,2.058823529,0,0,0,0,6,0,6,0,6,52,6,26,4.523271081,117.6050481,Unknown,35,17,54,71,0,0,232,58,357,NA,NA,724,0,1,1,1,4,5,0,0,120,120,155,158,177,155,158,177,0,35,0,0,0,0,10,0,0,0,0,0,2.058823529,0,0,0,0,17,0,0,0,0,0,0,0,5,17,0,0,10,0,0,0,0,17,0,0,0,0,0,35,0,0,0,2.058823529,0,0,17,2.058823529,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\f14a_cash_doctor_2018-8-13@1536885427877_analysis\filteredTransactionEvaluation.csv
1,f14a_e_lock_box,450,32,1.1,7,Website,283,291,519,0,0,128,220,42,351,161,0,42,42,0,0,0,0,0,0,0,0,0,32,0,3.833333333,0,0,0,0,3.833333333,0,0,42,0,44,42,106,0,86,344,106,21.54716981,5.877137264,126.6356746,Unknown,161,42,258,47,0,0,1800,450,2105,NA,NA,1525,0,1,1,0,0,16,0,0,240,240,240,268,270,240,268,270,0,161,0,0,0,0,16,0,0,0,0,0,3.833333333,0,0,0,0,42,0,0,0,0,0,0,0,39,42,0,0,16,0,0,0,0,42,0,0,0,0,0,161,0,0,0,3.833333333,0,0,42,3.833333333,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\f14a_e_lock_box_2018-8-13@1536885427877_analysis\filteredTransactionEvaluation.csv
1,f14a_gotrla,112,20,6.569,7,Mobile App,292,1190.514821,175,0,0,32,134,21,133,80,0,21,21,0,0,0,0,0,0,0,0,0,10,0,3.80952381,0,0,0,0,3.80952381,0,0,1,0,13,1,35,0,14,77,35,15.74285714,7.191956489,113.2219436,Unknown,80,21,156,17,0,0,448,112,621,NA,NA,482,0,1,1,0,0,10,0,0,150,150,135,141,158,135,141,158,0,80,0,0,0,0,10,0,0,0,0,0,3.80952381,0,0,0,0,21,0,0,0,0,0,0,0,9,21,0,0,10,0,0,0,0,21,0,0,0,0,0,80,0,0,0,3.80952381,0,0,21,3.80952381,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\f14a_gotrla_2018-8-13@1536885427878_analysis\filteredTransactionEvaluation.csv
1,F14a_mobile_application_for_mobile_controlled_lighting,27,10,1.5,7,Mobile App,1945.6,279.4200785,59,0,0,15,38,8,45,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,5,24.2,4.633333333,112.1266667,Unknown,0,8,60,14,0,0,108,27,182,NA,NA,57.5,0,1,1,1,0,4,0,0,65,65,70,73,61,70,73,61,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,8,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_mobile_application_for_mobile_controlled_lighting_2018-8-13@1536885427878_analysis\filteredTransactionEvaluation.csv
1,F14a_REFERsy,62,20,7.25,3,Website,965.2,227.6687403,137,0,0,44,94,18,100,13,0,18,18,0,0,0,0,0,0,0,0,0,6,0,0.722222222,0,0,0,0,0.722222222,0,0,2,0,22,2,36,0,24,26,36,6.388888889,3.416091641,21.82502993,Unknown,13,18,135,19,0,0,248,62,402,NA,NA,63,0,1,1,1,2,7,0,0,130,130,125,124,118,125,124,118,0,13,0,0,0,0,10,0,0,0,0,0,0.722222222,0,0,0,0,18,0,0,0,0,0,0,0,1,18,0,0,10,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0.722222222,0,0,18,0.722222222,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_REFERsy_2018-8-13@1536885427878_analysis\filteredTransactionEvaluation.csv
1,F14a_sharethetraining_com,91,26,8.116,6,Website,2055.04,3150.960666,191,0,0,59,154,32,143,99,31,32,32,0,0,0,0,31,0,0,0,31,8,0.96875,3.09375,0.96875,0,0,0,3.09375,4.5,0,3,0,23,3,53,0,26,38,53,7.245283019,5.554806168,40.2461428,Unknown,99,32,181,50,0,0,364,91,595,NA,NA,571,0,1,1,1,3,9,0,0,170,170,150,151,159,150,151,159,0,99,0,31,31,0,13,4.5,0.96875,0,0,0,3.09375,0,0,0,0,32,0.140625,0,0,0,0,0,0,9,32,0,0,13,0,0,0,0,32,0,0,0,31,31,99,0,0.96875,0.96875,3.09375,0,0,32,3.09375,0,0,0,0,0.96875,31,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_sharethetraining_com_2018-8-13@1536885427878_analysis\filteredTransactionEvaluation.csv
1,F14a_snapp_voice_communication_system,55,16,2.218,6,Information System,1734,2938,131,0,0,18,64,18,91,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,18,0,6,37,18,11.38888889,4.095065562,46.63824668,Unknown,0,18,150,21,0,0,220,55,391,NA,NA,103,0,1,1,2,2,4,0,0,90,90,105,101,85,105,101,85,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,10,18,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_snapp_voice_communication_system_2018-8-13@1536885427879_analysis\filteredTransactionEvaluation.csv
1,F14a_soccer_data_web_crawler,45,16,2.258,4,Tool,321.12,235.1289748,103,0,0,0,104,12,82,1,0,12,12,0,0,0,0,0,0,0,0,0,1,0,0.083333333,0,0,0,0,0.083333333,0,0,4,0,0,4,23,0,4,22,23,8.391304348,10.76043602,90.29409357,Unknown,1,12,117,0,0,0,180,45,297,NA,NA,268.5,0,1,1,1,0,7,0,0,110,110,115,137,120,115,137,120,0,1,0,0,0,0,8,0,0,0,0,0,0.083333333,0,0,0,0,12,0,0,0,0,0,0,0,9,12,0,0,8,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0.083333333,0,0,12,0.083333333,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_soccer_data_web_crawler_2018-8-13@1536885427879_analysis\filteredTransactionEvaluation.csv
1,F14a_tipsure_com,80,16,0.73,5,Website,2076.32,161.7772311,185,0,0,19,222,17,144,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,43,0,4,37,43,9.279069767,12.6491189,117.3720568,Unknown,0,17,140,21,0,0,320,80,481,NA,NA,266,0,1,1,1,0,7,0,0,110,110,125,155,143,125,155,143,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,14,17,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_tipsure_com_2018-8-13@1536885427879_analysis\filteredTransactionEvaluation.csv
1,F14a_women_at_work_website_redesign,39,16,3.2,8,Website,430.16,304.5192094,102,0,0,20,106,18,78,27,0,18,18,0,0,0,0,0,0,0,0,0,6,0,1.5,0,0,0,0,1.5,0,0,4,0,0,4,30,0,4,9,30,5,5.736204868,28.68102434,Unknown,27,18,145,12,0,0,156,39,313,NA,NA,140.5,0,1,1,4,1,3,0,0,75,75,120,126,124,120,126,124,0,27,0,0,0,0,8,0,0,0,0,0,1.5,0,0,0,0,18,0,0,0,0,0,0,0,3,18,0,0,8,0,0,0,0,18,0,0,0,0,0,27,0,0,0,1.5,0,0,18,1.5,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_women_at_work_website_redesign_2018-8-13@1536885427879_analysis\filteredTransactionEvaluation.csv
1,F15a_combat_conflict,35,14,7.593,8,Mobile App,1626.4,3452.692154,76,0,0,43,28,14,57,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,9,25,10,12.2,3.778998779,46.1037851,Unknown,0,14,70,49,0,0,140,35,259,NA,NA,181,0,1,1,4,0,3,0,0,65,65,90,86,73,90,86,73,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,14,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F15a_combat_conflict_2018-8-13@1536885427879_analysis\filteredTransactionEvaluation.csv
1,f15a_CombatConflict,37,18,8.31,9,Mobile App,1626.4,3452.692154,121,0,0,37,96,20,86,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,8,26,11,12.90909091,4.066981503,52.50103395,Unknown,0,20,150,35,0,0,148,37,333,NA,NA,169,0,1,1,2,5,2,0,0,90,90,115,112,100,115,112,100,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2015-2016\f15a_CombatConflict_2018-8-13@1536887179731_analysis\filteredTransactionEvaluation.csv
1,F15a_construction_meeting_minutes_application,143,36,1.386,7,Mobile App,1444,1395.77636,250,0,0,22,226,19,191,5,0,19,19,0,0,0,0,0,0,0,0,0,4,0,0.263157895,0,0,0,0,0.263157895,0,0,10,0,4,10,53,0,14,90,53,12.33962264,5.884942685,72.617972,Unknown,5,19,151,19,0,0,572,143,742,NA,NA,482.5,0,1,1,1,4,13,0,0,240,240,245,258,239,245,258,239,0,5,0,0,0,0,18,0,0,0,0,0,0.263157895,0,0,0,0,19,0,0,0,0,0,0,0,5,19,0,0,18,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0.263157895,0,0,19,0.263157895,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F15a_construction_meeting_minutes_application_2018-8-13@1536885963431_analysis\filteredTransactionEvaluation.csv
1,f15a_ConstructionMeeting_MinutesApp,76,40,1.386,7,Mobile App,1444,1395.77636,217,0,0,66,178,30,158,8,39,30,30,0,0,0,0,39,0,0,0,39,1,1.3,0.266666667,1.3,0,0,0,0.266666667,2.4,0,0,0,32,0,36,0,32,40,36,8.75,2.716560876,23.76990767,Unknown,8,30,217,56,0,0,304,76,577,NA,NA,62,0,1,1,10,8,2,0,0,160,160,295,277,261,295,277,261,0,8,0,39,39,0,20,2.4,1.3,0,0,0,0.266666667,0,0,0,0,30,0.08,0,0,0,0,0,0,3,30,0,0,20,0,0,0,0,30,0,0,0,39,39,8,0,1.3,1.3,0.266666667,0,0,30,0.266666667,0,0,0,0,1.3,39,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2015-2016\f15a_ConstructionMeeting_MinutesApp_2018-8-13@1536887179736_analysis\filteredTransactionEvaluation.csv
1,f15a_Lingggo,30,16,3.81,5,Mobile App,1291,2918,71,0,0,18,70,26,54,41,34,26,26,0,0,0,0,37,0,1,0,34,0,1.307692308,1.576923077,1.423076923,0,0.038461538,0,1.576923077,3.3,0,0,0,13,0,14,0,13,16,14,12.07142857,3.885413721,46.9024942,Unknown,41,26,216,12,0,0,120,30,348,NA,NA,172,0,1,1,5,2,1,0,0,60,60,85,85,90,85,85,90,0,41,1,34,34,0,8,3.3,1.307692308,0,0,0,1.576923077,0,0,0,0,26,0.126923077,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,26,0,0,1,34,37,41,0,1.307692308,1.423076923,1.576923077,0,0,26,1.576923077,0,0,0,0,1.423076923,34,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2015-2016\f15a_Lingggo_2018-8-13@1536887179737_analysis\filteredTransactionEvaluation.csv
1,F15a_linggo,37,12,2.93,3,Mobile App,2983,1828,114,4,0,50,42,14,88,28,20,14,14,0,0,0,0,51,0,0,0,20,1,1.428571429,2,3.642857143,0,0,0,2,1.8,0,0,0,13,0,16,0,13,21,16,9.625,7.994961665,76.95150603,Unknown,28,14,81,31,0,0,148,37,260,NA,NA,172,0,1,1,2,1,3,0,0,65,65,100,113,107,100,113,107,0,28,0,20,20,0,6,1.8,1.428571429,0,0,0,2,0,0,0,0,14,0.128571429,0,0,0,0,0,0,5,14,0,0,6,1,0.166666667,0.166666667,0,14,0,0,0,20,51,28,0,1.428571429,3.642857143,2,0,0,14,2,0,0,0,0,3.642857143,20,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F15a_linggo_2018-8-13@1536885963435_analysis\filteredTransactionEvaluation.csv
