NUM,Project,KSLOC,Personnel,Type,Priori_COCOMO_Estimate,COCOMO_Estimate,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,Type,Effort_Norm,Norm_Factor,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,F13a_Surgery_Assist_2018-11-22@1545550013352,4.965,7,Tool,574,485,227,73,144,42,285,0,0,150,58,33,212,71,144,25,23,0.08,0.086956522,2,1,16,0,0,233,84,0,5.76,2.84,0.64,0,0,9.32,2.84,7.5,0,5,0,25,5,33,0,30,96,33,16.72727273,61.06060606,1021.37741,71,25,150,39,0,0,553,143,742,143,143,326.82,143,143,143,143,572,Unknown,NA,NA,84.56,0,1,1,2,6,13,0,0,265,265,145.1164,321.1282,242.1249,145.1164,321.1282,242.1249,25,71,235,84,84,233,21,7.5,5.76,1,2.84,0,0,23,0.3,1,0.086956522,0,0,0,0,5,25,233,233,21,0,0,0,0,25,2,0,0,144,16,71,233,5.76,0.64,2.84,18.64,18.64,25,2.84,25,25,233,233,0.64,144,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_Surgery_Assist_2018-11-22@1545550013352_analysis\filteredTransactionEvaluation.csv
1,F13a_Yanomamo Interactive CDROM_2018-11-22@1545550013352,9.202,8,Website,842,193,54,24,32,18,80,0,0,48,16,0,56,10,28,13,13,0,0,0,0,0,0,0,58,17,0,2.153846154,0.769230769,0,0,0,4.461538462,0.769230769,3.9,0,0,0,5,0,9,0,5,13,9,8.666666667,28.77777778,249.4074074,10,13,78,24,0,0,114,32,216,32,32,75.06,32,32,32,32,128,Unknown,NA,NA,2146.5,0,1,1,5,3,1,0,0,70,70,32.4736,53.605,46.8171,32.4736,53.605,46.8171,13,10,58,17,17,58,9,3.9,2.153846154,0,0.769230769,0,0,13,0.3,0,0,0,0,0,0,2,13,58,58,9,0,0,0,0,13,0,0,0,28,0,10,58,2.153846154,0,0.769230769,8.923076923,8.923076923,13,0.769230769,13,13,58,58,0,28,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_Yanomamo Interactive CDROM_2018-11-22@1545550013352_analysis\filteredTransactionEvaluation.csv
1,F14a_black_professionals_net_2018-11-22@1545550013354,2.95,7,Mobile App,1997.28,870.0085849,488,118,503,52,508,9,0,132,316,91,390,98,192,42,42,0,0,0,0,97,0,0,422,96,0,4.571428571,2.333333333,2.30952381,0,0,10.04761905,2.333333333,12.6,0,20,0,23,20,99,6,43,396,99,37.67676768,256.5050505,9664.281196,98,42,264,51,0,0,2245,503,2560,503,503,1137.64,503,503,503,503,2012,Unknown,NA,NA,724,0,1,1,0,5,21,0,0,365,365,510.4444,2775.7412,1756.7954,510.4444,2775.7412,1756.7954,42,98,422,96,96,422,26,12.6,4.571428571,0,2.333333333,0,0,42,0.3,0,0,0,0,0,0,19,42,422,422,26,1,0.038461538,0.038461538,0,42,0,0,0,192,97,98,422,4.571428571,2.30952381,2.333333333,20.0952381,20.0952381,42,2.333333333,42,42,422,422,2.30952381,192,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_black_professionals_net_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,f14a_cash_doctor_2018-11-22@1545550013354,1.1,7,Website,283,291,119,31,58,20,133,8,0,89,10,0,102,35,39,11,11,0,0,0,0,0,0,0,106,11,0,3.545454545,3.181818182,0,0,0,9.636363636,3.181818182,3.3,0,0,0,6,0,6,0,6,51,6,49.16666667,206.3333333,10144.72222,35,11,44,36,0,0,220,58,300,58,58,132.78,58,58,58,58,232,Unknown,NA,NA,1525,0,1,1,1,4,5,0,0,120,120,58.8584,201.7178,117.9809,58.8584,201.7178,117.9809,11,35,106,11,11,106,10,3.3,3.545454545,0,3.181818182,0,0,11,0.3,0,0,0,0,0,0,5,11,106,106,10,1,0.1,0.1,0,11,0,0,0,39,0,35,106,3.545454545,0,3.181818182,19.27272727,19.27272727,11,3.181818182,11,11,106,106,0,39,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f14a_cash_doctor_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,f14a_e_lock_box_2018-11-22@1545550013354,6.569,7,Mobile App,292,1190.514821,442,168,472,32,529,4,0,125,248,108,361,161,81,40,40,0,0,0,0,2,0,0,384,40,0,2.025,4.025,0.05,0,0,9.6,4.025,12,0,64,0,50,64,154,7,114,248,154,13.98701299,73.79220779,1032.132569,161,40,262,30,0,0,1847,472,2139,472,472,1067.68,472,472,472,472,1888,Unknown,NA,NA,482,0,1,1,0,0,16,0,0,240,240,478.9856,1840.4614,1133.8761,478.9856,1840.4614,1133.8761,40,161,384,40,40,384,16,12,2.025,0,4.025,0,0,40,0.3,0,0,0,0,0,0,51,40,384,384,16,1,0.0625,0.0625,0,40,0,0,0,81,2,161,384,2.025,0.05,4.025,19.2,19.2,40,4.025,40,40,384,384,0.05,81,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f14a_e_lock_box_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,f14a_gotrla_2018-11-22@1545550013354,1.5,7,Mobile App,1945.6,279.4200785,150,42,112,20,177,0,0,32,138,34,135,80,48,18,17,0.055555556,0.058823529,1,1,8,0,0,135,18,0,2.666666667,4.444444444,0.444444444,0,0,7.5,4.444444444,5.4,0,1,0,13,1,33,0,14,76,33,16.57575758,82.39393939,1365.741965,80,18,126,17,0,0,440,112,583,112,112,255.56,112,112,112,112,448,Unknown,NA,NA,57.5,0,1,1,0,0,10,0,0,150,150,113.6576,423.5809,264.4251,113.6576,423.5809,264.4251,18,80,136,18,18,135,10,5.4,2.666666667,1,4.444444444,0,0,17,0.3,0.555555556,0.058823529,0,0,0,0,9,18,135,135,10,0,0,0,0,18,1,0,0,48,8,80,135,2.666666667,0.444444444,4.444444444,15,15,18,4.444444444,18,18,135,135,0.444444444,48,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f14a_gotrla_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,F14a_mobile_application_for_mobile_controlled_lighting_2018-11-22@1545551707451,7.25,3,Website,965.2,227.6687403,49,14,27,10,59,0,0,11,54,7,45,0,7,4,4,0,0,0,0,0,0,0,46,4,0,1.75,0,0,0,0,11.5,0,1.2,0,0,0,0,0,12,0,0,15,12,10.08333333,46,463.8333333,0,4,30,7,0,0,102,27,139,27,27,61.52,27,27,27,27,108,Unknown,NA,NA,63,0,1,1,1,0,4,0,0,65,65,27.3996,91.2168,56.1676,27.3996,91.2168,56.1676,4,0,46,4,4,46,5,1.2,1.75,0,0,0,0,4,0.3,0,0,0,0,0,0,6,4,46,46,5,0,0,0,0,4,0,0,0,7,0,0,46,1.75,0,0,23,23,4,0,4,4,46,46,0,7,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_mobile_application_for_mobile_controlled_lighting_2018-11-22@1545551707451_analysis\filteredTransactionEvaluation.csv
1,F14a_REFERsy_2018-11-22@1545551707456,8.116,6,Website,2055.04,3150.960666,116,37,65,20,142,3,0,48,70,19,105,13,39,16,16,0,0,0,0,0,0,0,111,16,0,2.4375,0.8125,0,0,0,6.9375,0.8125,4.8,0,0,0,15,0,19,0,15,39,19,12.52631579,38.36842105,480.6149584,13,16,115,19,0,0,233,65,367,65,65,149.76,65,65,65,65,260,Unknown,NA,NA,571,0,1,1,1,2,7,0,0,130,130,65.962,124.4907,97.275,65.962,124.4907,97.275,16,13,111,16,16,111,10,4.8,2.4375,0,0.8125,0,0,16,0.3,0,0,0,0,0,0,1,16,111,111,10,0,0,0,0,16,0,0,0,39,0,13,111,2.4375,0,0.8125,13.875,13.875,16,0.8125,16,16,111,111,0,39,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_REFERsy_2018-11-22@1545551707456_analysis\filteredTransactionEvaluation.csv
1,F14a_sharethetraining_com_2018-11-22@1545551707457,2.218,6,Information System,1734,2938,178,48,99,26,201,0,0,61,170,7,153,99,79,29,29,0,0,0,0,31,0,0,171,45,0,2.724137931,3.413793103,1.068965517,0,0,5.896551724,3.413793103,8.7,0,3,0,14,3,49,0,17,43,49,8.469387755,36.57142857,309.7376093,99,29,151,50,0,0,359,99,560,99,99,229.3,99,99,99,99,396,Unknown,NA,NA,103,0,1,1,1,2,10,0,0,175,175,100.4652,248.9939,178.0352,100.4652,248.9939,178.0352,29,99,171,45,45,171,13,8.7,2.724137931,0,3.413793103,0,0,29,0.3,0,0,0,0,0,0,9,29,171,171,13,0,0,0,0,29,0,0,0,79,31,99,171,2.724137931,1.068965517,3.413793103,11.79310345,11.79310345,29,3.413793103,29,29,171,171,1.068965517,79,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_sharethetraining_com_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_snapp_voice_communication_system_2018-11-22@1545551707457,2.258,4,Tool,321.12,235.1289748,136,40,66,16,143,0,0,19,82,43,103,0,54,18,18,0,0,0,0,0,0,0,103,18,0,3,0,0,0,0,5.722222222,0,5.4,0,5,0,1,5,18,0,6,48,18,16.83333333,79,1329.833333,0,18,150,21,0,0,253,66,424,66,66,152.52,66,66,66,66,264,Unknown,NA,NA,268.5,0,1,1,2,0,6,0,0,100,100,66.9768,188.0798,131.8028,66.9768,188.0798,131.8028,18,0,103,18,18,103,8,5.4,3,0,0,0,0,18,0.3,0,0,0,0,0,0,10,18,103,103,8,0,0,0,0,18,0,0,0,54,0,0,103,3,0,0,11.44444444,11.44444444,18,0,18,18,103,103,0,54,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_snapp_voice_communication_system_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_soccer_data_web_crawler_2018-11-22@1545551707457,0.73,5,Website,2076.32,161.7772311,97,21,45,16,103,0,0,3,110,24,82,1,16,12,11,0.083333333,0.090909091,1,1,0,0,0,82,12,0,1.333333333,0.083333333,0,0,0,6.833333333,0.083333333,3.6,0,3,0,0,3,23,0,3,16,23,9.52173913,85.17391304,811.0037807,1,12,107,7,0,0,179,45,293,45,45,103.92,45,45,45,45,180,Unknown,NA,NA,266,0,1,1,1,0,7,0,0,110,110,45.666,246.6828,133.4185,45.666,246.6828,133.4185,12,1,83,12,12,82,8,3.6,1.333333333,1,0.083333333,0,0,11,0.3,0.583333333,0.090909091,0,0,0,0,9,12,82,82,8,0,0,0,0,12,1,0,0,16,0,1,82,1.333333333,0,0.083333333,13.66666667,13.66666667,12,0.083333333,12,12,82,82,0,16,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_soccer_data_web_crawler_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_tipsure_com_2018-11-22@1545551707457,3.2,8,Website,430.16,304.5192094,172,41,84,16,187,3,0,19,220,14,146,0,44,15,15,0,0,0,0,0,0,0,152,15,0,2.933333333,0,0,0,0,10.13333333,0,4.5,0,4,0,0,4,44,4,4,37,44,10.29545455,94.04545455,968.2407025,0,15,130,14,0,0,322,84,466,84,84,192.06,84,84,84,84,336,Unknown,NA,NA,140.5,0,1,1,0,1,7,0,0,115,115,85.2432,417.0042,235.6407,85.2432,417.0042,235.6407,15,0,152,15,15,152,8,4.5,2.933333333,0,0,0,0,15,0.3,0,0,0,0,0,0,14,15,152,152,8,0,0,0,0,15,0,0,0,44,0,0,152,2.933333333,0,0,20.26666667,20.26666667,15,0,15,15,152,152,0,44,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_tipsure_com_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_women_at_work_website_redesign_2018-11-22@1545551707458,7.593,8,Mobile App,1626.4,3452.692154,102,24,61,16,113,2,0,20,116,9,89,27,29,15,15,0,0,0,0,26,0,0,84,15,0,1.933333333,1.8,1.733333333,0,0,5.6,1.8,4.5,0,4,0,0,4,34,0,4,23,34,8.823529412,45.76470588,403.8062284,27,15,115,12,0,0,265,61,392,61,61,140.54,61,61,61,61,244,Unknown,NA,NA,181,0,1,1,0,2,6,0,0,110,110,61.9028,232.3108,201.9157,61.9028,232.3108,201.9157,15,27,84,15,15,84,8,4.5,1.933333333,0,1.8,0,0,15,0.3,0,0,0,0,0,0,9,15,84,84,8,1,0.125,0.125,0,15,0,0,0,29,26,27,84,1.933333333,1.733333333,1.8,11.2,11.2,15,1.8,15,15,84,84,1.733333333,29,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F14a_women_at_work_website_redesign_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,F15a_combat_conflict_2018-11-22@1545551707458,8.31,9,Mobile App,1626.4,3452.692154,61,19,35,14,76,0,0,27,58,1,57,0,20,11,11,0,0,0,0,0,0,0,59,11,0,1.818181818,0,0,0,0,5.363636364,0,3.3,0,0,0,13,0,22,0,13,13,22,6.409090909,23.13636364,148.2830579,0,11,70,28,0,0,131,35,229,35,35,81.26,35,35,35,35,140,Unknown,NA,NA,169,0,1,1,4,0,3,0,0,65,65,35.518,85.5318,60.6465,35.518,85.5318,60.6465,11,0,59,11,11,59,7,3.3,1.818181818,0,0,0,0,11,0.3,0,0,0,0,0,0,3,11,59,59,7,0,0,0,0,11,0,0,0,20,0,0,59,1.818181818,0,0,10.72727273,10.72727273,11,0,11,11,59,59,0,20,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F15a_combat_conflict_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
