id,element,useCase,type,component
183,stl#Trainer:schedule info page,Update schedule,Stimulus,undefined
184,stl#Trainer:Invalid input schedule info,Update schedule,Stimulus,undefined
185,stl#Trainer:load schedule button,Update schedule,Stimulus,undefined
186,Admin:course information is no t valid message,Verify new course,control,savetheacceptanceinformation
187,Admin:course list,Verify new course,control,Course
188,Admin:course informaton,Verify new course,control,Course
189,send email to trianer:Email protocol,Verify new course,control,Trainer profile page
190,save the acceptance information:acceptance,Verify new course,control,savetheacceptanceinformation
191,save course info:course,Verify new course,control,Course
192,load course information:course,Verify new course,control,Course
193,save the acceptance information:course information is no t valid message,Verify new course,control,savetheacceptanceinformation
194,course informaton:save the acceptance information,Verify new course,control,savetheacceptanceinformation
195,load course information:course informaton,Verify new course,control,Course
196,course list:load course information,Verify new course,control,savetheacceptanceinformation
197,load course information:save course info,Verify new course,control,Course
198,save the acceptance information:send email to trianer,Verify new course,control,Trainer profile page
199,stl#Admin:course information is no t valid message,Verify new course,Stimulus,undefined
200,stl#Admin:course list,Verify new course,Stimulus,undefined
201,stl#Admin:course informaton,Verify new course,Stimulus,undefined
