id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
2,stl#User:Login in page->User:Login in page->Login in page:input usename and password->input usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Login in page->Login in page:input usename and password,Login,TRAN_NA,7,13,NaN,undefined,NaN,12
3,stl#User:Login in page->User:Login in page->Login in page:input usename and password->input usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Login,TRAN_NA,6,19,NaN,undefined,NaN,14
4,stl#User:confirm logout button->User:confirm logout button->confirm logout button:validate usename and password->validate usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,6,12,NaN,undefined,NaN,6
5,stl#User:confirm logout button->User:confirm logout button->confirm logout button:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,5,11,NaN,undefined,NaN,7
6,stl#User:Logout page->User:Logout page->Logout page:validate usename and password->validate usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,6,12,NaN,undefined,NaN,2
7,stl#User:Logout page->User:Logout page->Logout page:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,5,11,NaN,undefined,NaN,10
8,stl#User:chooses desired to learn language ->User:chooses desired to learn language ->chooses desired to learn language :checks language preferences for each language learner ->checks language preferences for each language learner :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,8,18,NaN,undefined,NaN,12
9,stl#User:chooses desired to learn language ->User:chooses desired to learn language ->chooses desired to learn language :checks language preferences for each language learner ->checks language preferences for each language learner :Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,6,16,NaN,undefined,NaN,6
10,stl#User:clicks match button->User:clicks match button->clicks match button:checks language preferences for each language learner ->checks language preferences for each language learner :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,TRAN_NA,8,14,NaN,undefined,NaN,14
11,stl#User:clicks match button->User:clicks match button->clicks match button:checks language preferences for each language learner ->checks language preferences for each language learner :Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,TRAN_NA,6,12,NaN,undefined,NaN,8
12,stl#User:Click send message button->User:Click send message button->Click send message button:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,8,14,NaN,undefined,NaN,5
13,stl#User:Click send message button->User:Click send message button->Click send message button:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,6,5,NaN,undefined,NaN,6
14,stl#User:Click send message button->User:Click send message button->Click send message button:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,13,NaN,undefined,NaN,5
15,stl#User:Type message content->User:Type message content->Type message content:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,27,NaN,undefined,NaN,1
16,stl#User:Type message content->User:Type message content->Type message content:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,5,18,NaN,undefined,NaN,4
17,stl#User:Type message content->User:Type message content->Type message content:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,6,26,NaN,undefined,NaN,3
18,stl#User:Go to the profile of other language learner->User:Go to the profile of other language learner->Go to the profile of other language learner:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,8,18,NaN,undefined,NaN,6
19,stl#User:Go to the profile of other language learner->User:Go to the profile of other language learner->Go to the profile of other language learner:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,6,9,NaN,undefined,NaN,14
20,stl#User:Go to the profile of other language learner->User:Go to the profile of other language learner->Go to the profile of other language learner:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,17,NaN,undefined,NaN,4
21,stl#User:Click send button->User:Click send button->Click send button:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,20,NaN,undefined,NaN,13
22,stl#User:Click send button->User:Click send button->Click send button:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,5,11,NaN,undefined,NaN,6
23,stl#User:Click send button->User:Click send button->Click send button:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,6,19,NaN,undefined,NaN,12
24,stl#User:clicks submit button->User:clicks submit button->clicks submit button:checks whether username/email already exist ->checks whether username/email already exist :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Signup,CTRL;EXTCLL;INT,8,14,NaN,undefined,NaN,2
25,stl#User:inputs all required fields->User:inputs all required fields->inputs all required fields:checks whether username/email already exist ->checks whether username/email already exist :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Signup,CTRL;EXTCLL;INT,8,14,NaN,undefined,NaN,15
1,stl#User:Homepage->User:Homepage,UC10: Create blog,CTRL,2,1,NaN,undefined,NaN,9
2,stl#User:Click post blog->User:Click post blog->Click post blog:Redirect to write blog page->Redirect to write blog page:New blog is posted on website ->New blog is posted on website :added into database->added into database:blog db,UC10: Create blog,CTRL,6,5,NaN,undefined,NaN,10
3,stl#User:Click post blog->User:Click post blog->Click post blog:Redirect to write blog page->Redirect to write blog page:New blog is posted on website ->New blog is posted on website :added into database->added into database:Homepage,UC10: Create blog,CTRL,6,5,NaN,undefined,NaN,8
4,stl#User:Write new blog and click post->User:Write new blog and click post->Write new blog and click post:New blog is posted on website ->New blog is posted on website :added into database->added into database:blog db,UC10: Create blog,CTRL,5,4,NaN,undefined,NaN,9
5,stl#User:Write new blog and click post->User:Write new blog and click post->Write new blog and click post:New blog is posted on website ->New blog is posted on website :added into database->added into database:Homepage,UC10: Create blog,CTRL,5,4,NaN,undefined,NaN,2
6,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:show confirmation page->show confirmation page:comment db,UC11: write comments,CTRL,5,4,NaN,undefined,NaN,16
7,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:show confirmation page->show confirmation page:Homepage,UC11: write comments,CTRL,5,4,NaN,undefined,NaN,14
8,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:comment db,UC11: write comments,CTRL,6,5,NaN,undefined,NaN,1
9,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:Homepage,UC11: write comments,CTRL,6,5,NaN,undefined,NaN,10
10,stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:comment db,UC11: write comments,CTRL,5,4,NaN,undefined,NaN,15
11,stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:Homepage,UC11: write comments,CTRL,5,4,NaN,undefined,NaN,9
12,"stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC12: Search product,CTRL,5,4,NaN,undefined,NaN,2
13,"stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC12: Search product,CTRL,5,4,NaN,undefined,NaN,2
14,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC12: Search product,TRAN_NA,5,4,NaN,undefined,NaN,13
15,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC12: Search product,TRAN_NA,5,4,NaN,undefined,NaN,8
16,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC12: Search product,TRAN_NA,6,5,NaN,undefined,NaN,13
17,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC12: Search product,TRAN_NA,6,5,NaN,undefined,NaN,13
18,stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:Homepage,UC12: Search product,TRAN_NA,4,3,NaN,undefined,NaN,11
19,"stl#User:Vendor click Create button ->User:Vendor click Create button ->Vendor click Create button :Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC13: Check Information,CTRL,6,5,NaN,undefined,NaN,15
20,"stl#User:Vendor click Create button ->User:Vendor click Create button ->Vendor click Create button :Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC13: Check Information,CTRL,6,5,NaN,undefined,NaN,5
21,"stl#User:Click ��unshipped orders��	->User:Click ��unshipped orders��	->Click ��unshipped orders��	:Redirect to main page with a list of unshipped orders->Redirect to main page with a list of unshipped orders:Homepage",UC13: Check Information,TRAN_NA,4,3,NaN,undefined,NaN,10
22,stl#User:Assign a unique code vendor��s email address and Click ��add vendor��->User:Assign a unique code vendor��s email address and Click ��add vendor��->Assign a unique code vendor��s email address and Click ��add vendor��:Vendor��s email will get the unique code for registration and the vendor will be added in vendor list->Vendor��s email will get the unique code for registration and the vendor will be added in vendor list:Homepage,UC14: Approve new venders,TRAN_NA,4,3,NaN,undefined,NaN,6
23,stl#User:Change the role in detail page from vendor and click update user->User:Change the role in detail page from vendor and click update user->Change the role in detail page from vendor and click update user:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage,UC15: Manage venders,TRAN_NA,4,3,NaN,undefined,NaN,14
24,"stl#User:	Click Edit	->User:	Click Edit	->	Click Edit	:Redirect to a page shows vendor details->Redirect to a page shows vendor details:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage",UC15: Manage venders,TRAN_NA,5,4,NaN,undefined,NaN,15
25,"stl#User:Click Users all users tab->User:Click Users all users tab->Click Users all users tab:Redirect user to a user page listed with all users->Redirect user to a user page listed with all users:	Edit and remove button appears->	Edit and remove button appears:Redirect to a page shows vendor details->Redirect to a page shows vendor details:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage",UC15: Manage venders,TRAN_NA,7,6,NaN,undefined,NaN,15
26,"stl#User:Move mouse on the vendor��s name->User:Move mouse on the vendor��s name->Move mouse on the vendor��s name:	Edit and remove button appears->	Edit and remove button appears:Redirect to a page shows vendor details->Redirect to a page shows vendor details:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage",UC15: Manage venders,TRAN_NA,6,5,NaN,undefined,NaN,12
27,stl#User:Change the information and click save->User:Change the information and click save->Change the information and click save:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:blog db,UC16: Manage account setting,CTRL,5,4,NaN,undefined,NaN,13
28,stl#User:Change the information and click save->User:Change the information and click save->Change the information and click save:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:Homepage,UC16: Manage account setting,CTRL,5,4,NaN,undefined,NaN,8
29,stl#User:Change the information and click save->User:Change the information and click save->Change the information and click save:Notify user the new setting has been saved.->Notify user the new setting has been saved.:Homepage,UC16: Manage account setting,CTRL,4,3,NaN,undefined,NaN,10
30,"stl#User:Click edit button for changing specific setting->User:Click edit button for changing specific setting->Click edit button for changing specific setting:	Redirect user to a page for filling the new information of the specific account information.->	Redirect user to a page for filling the new information of the specific account information.:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:blog db",UC16: Manage account setting,CTRL,6,5,NaN,undefined,NaN,10
31,"stl#User:Click edit button for changing specific setting->User:Click edit button for changing specific setting->Click edit button for changing specific setting:	Redirect user to a page for filling the new information of the specific account information.->	Redirect user to a page for filling the new information of the specific account information.:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:Homepage",UC16: Manage account setting,CTRL,6,5,NaN,undefined,NaN,11
32,"stl#User:Click edit button for changing specific setting->User:Click edit button for changing specific setting->Click edit button for changing specific setting:	Redirect user to a page for filling the new information of the specific account information.->	Redirect user to a page for filling the new information of the specific account information.:Notify user the new setting has been saved.->Notify user the new setting has been saved.:Homepage",UC16: Manage account setting,CTRL,5,4,NaN,undefined,NaN,8
33,"stl#User:Fill all information required and click send through proceed to edit	->User:Fill all information required and click send through proceed to edit	->Fill all information required and click send through proceed to edit	:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage",UC17: Newsletter,CTRL,4,3,NaN,undefined,NaN,3
34,stl#User:Click Newsletter tag->User:Click Newsletter tag->Click Newsletter tag:Redirect admin to newsletter main page->Redirect admin to newsletter main page:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:newsletter ,UC17: Newsletter,TRAN_NA,6,5,NaN,undefined,NaN,11
35,stl#User:Click Newsletter tag->User:Click Newsletter tag->Click Newsletter tag:Redirect admin to newsletter main page->Redirect admin to newsletter main page:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage,UC17: Newsletter,TRAN_NA,7,6,NaN,undefined,NaN,9
36,stl#User:Click +new->User:Click +new->Click +new:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:newsletter ,UC17: Newsletter,TRAN_NA,5,4,NaN,undefined,NaN,10
37,stl#User:Click +new->User:Click +new->Click +new:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage,UC17: Newsletter,TRAN_NA,6,5,NaN,undefined,NaN,2
38,stl#User:Select a theme->User:Select a theme->Select a theme:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:newsletter ,UC17: Newsletter,TRAN_NA,4,3,NaN,undefined,NaN,14
39,stl#User:Select a theme->User:Select a theme->Select a theme:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage,UC17: Newsletter,TRAN_NA,5,4,NaN,undefined,NaN,16
40,stl#User:Move mouse on the product and click quick edit->User:Move mouse on the product and click quick edit->Move mouse on the product and click quick edit:Shows product details->Shows product details:newsletter ,UC18: Apprive pending products,TRAN_NA,4,3,NaN,undefined,NaN,4
41,stl#User:Move mouse on the product and click quick edit->User:Move mouse on the product and click quick edit->Move mouse on the product and click quick edit:Shows product details->Shows product details:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage,UC18: Apprive pending products,TRAN_NA,5,4,NaN,undefined,NaN,2
42,"stl#User:Change the status from pending review to publish and click update	->User:Change the status from pending review to publish and click update	->Change the status from pending review to publish and click update	:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage",UC18: Apprive pending products,TRAN_NA,4,3,NaN,undefined,NaN,2
43,stl#User:Click Products products tab->User:Click Products products tab->Click Products products tab:Redirect to all product list->Redirect to all product list:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:newsletter ,UC18: Apprive pending products,TRAN_NA,6,5,NaN,undefined,NaN,6
44,stl#User:Click Products products tab->User:Click Products products tab->Click Products products tab:Redirect to all product list->Redirect to all product list:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage,UC18: Apprive pending products,TRAN_NA,7,6,NaN,undefined,NaN,9
45,stl#User:Click pending->User:Click pending->Click pending:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:newsletter ,UC18: Apprive pending products,TRAN_NA,5,4,NaN,undefined,NaN,9
46,stl#User:Click pending->User:Click pending->Click pending:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage,UC18: Apprive pending products,TRAN_NA,6,5,NaN,undefined,NaN,2
47,stl#User:Check email information for the customer and send the email manually->User:Check email information for the customer and send the email manually->Check email information for the customer and send the email manually:show confirmation page->show confirmation page:Homepage,UC19: Email,CTRL,4,3,NaN,undefined,NaN,1
48,stl#User:enter username and password and click enter->User:enter username and password and click enter->enter username and password and click enter:Check whether username and password is true.->Check whether username and password is true.:Redirect user to user��s main page->Redirect user to user��s main page:Homepage,UC1:Login,TRAN_NA,5,4,NaN,undefined,NaN,10
49,stl#User:Fill in all required data click submit->User:Fill in all required data click submit->Fill in all required data click submit:Add new user record into database->Add new user record into database:Redirect user to main page->Redirect user to main page:Homepage,UC4: Vender Registratoin,TRAN_NA,5,4,NaN,undefined,NaN,7
