id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
14,stl#User:Maintain  blog   page->User:Maintain  blog   page->Maintain  blog   page:Manage a  blog->Manage a  blog:Show confirmation page ->Show confirmation page :Maintain  blog   page->Maintain  blog   page:Manage a  blog,Maintain blog,TRAN_NA,6,13,4.2,5,25.2,14
15,stl#User:Maintain  blog   page->User:Maintain  blog   page->Maintain  blog   page:Manage a  blog->Manage a  blog:Show confirmation page ->Show confirmation page :Homepage,Maintain blog,TRAN_NA,5,8,3.25,4,16.25,10
16,stl#User:Maintain  blog   page->User:Maintain  blog   page->Maintain  blog   page:Manage a  blog->Manage a  blog:Blog db,Maintain blog,TRAN_NA,4,9,5,3,20,14
17,stl#User:Updated by social media  page->User:Updated by social media  page->Updated by social media  page:Update social media->Update social media:Social media db,Updated via Social Media,CTRL,4,3,5,3,20,14
18,stl#User:Updated by social media  page->User:Updated by social media  page->Updated by social media  page:Update social media->Update social media:Show confirmation page ->Show confirmation page :Updated by social media  page->Updated by social media  page:Update social media,Updated via Social Media,CTRL,6,5,4.2,5,25.2,3
19,stl#User:Updated by social media  page->User:Updated by social media  page->Updated by social media  page:Update social media->Update social media:Show confirmation page ->Show confirmation page :Homepage,Updated via Social Media,CTRL;EXTCLL;INT,5,4,3.25,4,16.25,2
20,stl#User:Product web page->User:Product web page->Product web page:Purchase a product->Purchase a product:Show confirmation page ->Show confirmation page :Product web page->Product web page:Purchase a product,Use website to Purchase product,TRAN_NA,6,17,3.4,5,20.4,16
21,stl#User:Product web page->User:Product web page->Product web page:Purchase a product->Purchase a product:Show confirmation page ->Show confirmation page :Homepage,Use website to Purchase product,TRAN_NA,5,10,2.75,4,13.75,11
22,stl#User:Product web page->User:Product web page->Product web page:Purchase a product->Purchase a product:Social media db,Use website to Purchase product,TRAN_NA,4,9,3,3,12,10
23,stl#User:View Product page->User:View Product page->View Product page:Choose one of products->Choose one of products:Show confirmation page ->Show confirmation page :View Product page->View Product page:Choose one of products,View Product,TRAN_NA,6,17,3.4,5,20.4,1
24,stl#User:View Product page->User:View Product page->View Product page:Choose one of products->Choose one of products:Show confirmation page ->Show confirmation page :Homepage,View Product,TRAN_NA,5,10,2.75,4,13.75,15
25,stl#User:Write a blog commnet page->User:Write a blog commnet page->Write a blog commnet page:Enters name email and comment ->Enters name email and comment :Show confirmation page ->Show confirmation page :Write a blog commnet page->Write a blog commnet page:Enters name email and comment ,Write a blog comment,TRAN_NA,6,9,3.4,5,20.4,11
26,stl#User:Write a blog commnet page->User:Write a blog commnet page->Write a blog commnet page:Enters name email and comment ->Enters name email and comment :Show confirmation page ->Show confirmation page :Homepage,Write a blog comment,TRAN_NA,5,6,2.75,4,13.75,13
1,stl#User:Apply for jobs page->User:Apply for jobs page->Apply for jobs page:Fill information and apply a job->Fill information and apply a job:Show confirmation page->Show confirmation page:Homepage,Apply for jobs,CTRL,5,10,4.25,4,21.25,16
2,stl#User:Apply for jobs page->User:Apply for jobs page->Apply for jobs page:Fill information and apply a job->Fill information and apply a job:Show confirmation page->Show confirmation page:Apply for jobs page->Apply for jobs page:Fill information and apply a job,Apply for jobs,CTRL,6,15,5,5,30,15
3,stl#User:Homepage->User:Homepage,Apply for jobs,CTRL,2,1,2,1,4,1
4,stl#User:Apply fovolunteer page->User:Apply fovolunteer page->Apply fovolunteer page:Fill information and apply a volunteer->Fill information and apply a volunteer:Show confirmation page->Show confirmation page:Homepage,Apply to volunteer,CTRL,5,10,4.25,4,21.25,15
5,stl#User:Apply fovolunteer page->User:Apply fovolunteer page->Apply fovolunteer page:Fill information and apply a volunteer->Fill information and apply a volunteer:Show confirmation page->Show confirmation page:Apply fovolunteer page->Apply fovolunteer page:Fill information and apply a volunteer,Apply to volunteer,CTRL,6,15,5,5,30,16
6,stl#User:Donating money page->User:Donating money page->Donating money page:choose  method for donation->choose  method for donation:Show confirmation page->Show confirmation page:Homepage,Donate money to CSC,CTRL,5,8,4.25,4,21.25,4
7,stl#User:Donating money page->User:Donating money page->Donating money page:choose  method for donation->choose  method for donation:Show confirmation page->Show confirmation page:Donating money page->Donating money page:choose  method for donation,Donate money to CSC,CTRL,6,13,5,5,30,5
8,stl#User:Forward artifact to department page->User:Forward artifact to department page->Forward artifact to department page:Forward artifact to department->Forward artifact to department:Show confirmation page->Show confirmation page:Homepage,Forward artifact to department,TRAN_NA,5,6,2.75,4,13.75,10
9,stl#User:Forward artifact to department page->User:Forward artifact to department page->Forward artifact to department page:Forward artifact to department->Forward artifact to department:Show confirmation page->Show confirmation page:Forward artifact to department page->Forward artifact to department page:Forward artifact to department,Forward artifact to department,TRAN_NA,6,7,3.4,5,20.4,14
10,stl#User:Maintain social network page->User:Maintain social network page->Maintain social network page:Maintain social network->Maintain social network:Show confirmation page->Show confirmation page:Maintain social network page->Maintain social network page:Maintain social network,Maintain social network,TRAN_NA,6,12,2.6,5,15.6,16
11,stl#User:Maintain social network page->User:Maintain social network page->Maintain social network page:Maintain social network->Maintain social network:Show confirmation page->Show confirmation page:Homepage,Maintain social network,TRAN_NA,5,9,2.75,4,13.75,16
12,stl#User:Post on social newwork  page->User:Post on social newwork  page->Post on social newwork  page:Post on social networks ->Post on social networks :Show confirmation page->Show confirmation page:Post on social newwork  page->Post on social newwork  page:Post on social networks ,Post on social networks,TRAN_NA,6,15,3.4,5,20.4,2
13,stl#User:Post on social newwork  page->User:Post on social newwork  page->Post on social newwork  page:Post on social networks ->Post on social networks :Show confirmation page->Show confirmation page:Homepage,Post on social networks,TRAN_NA,5,10,2.75,4,13.75,11
14,stl#User:Maintainer manages website page->User:Maintainer manages website page->Maintainer manages website page:logs into administrator panel  and updates the data ->logs into administrator panel  and updates the data :Show confirmation page->Show confirmation page:Maintainer manages website page->Maintainer manages website page:logs into administrator panel  and updates the data ,Update & Maintain website,TRAN_NA,6,5,3.4,5,20.4,13
15,stl#User:Maintainer manages website page->User:Maintainer manages website page->Maintainer manages website page:logs into administrator panel  and updates the data ->logs into administrator panel  and updates the data :Show confirmation page->Show confirmation page:Homepage,Update & Maintain website,TRAN_NA,5,4,2.75,4,13.75,3
16,stl#User:View joblist page->User:View joblist page->View joblist page:select a  job list->select a  job list:Show confirmation page->Show confirmation page:View joblist page->View joblist page:select a  job list,View Joblist,CTRL,6,23,3.4,5,20.4,16
17,stl#User:View joblist page->User:View joblist page->View joblist page:select a  job list->select a  job list:Show confirmation page->Show confirmation page:Homepage,View Joblist,CTRL,5,14,2.75,4,13.75,14
18,stl#User:View and RSVP for events page->User:View and RSVP for events page->View and RSVP for events page:select pages of upcoming events->select pages of upcoming events:Show confirmation page->Show confirmation page:View and RSVP for events page->View and RSVP for events page:select pages of upcoming events,View and RSVP for events,CTRL,6,9,5,5,30,16
19,stl#User:View and RSVP for events page->User:View and RSVP for events page->View and RSVP for events page:select pages of upcoming events->select pages of upcoming events:Show confirmation page->Show confirmation page:Homepage,View and RSVP for events,CTRL,5,6,4.75,4,23.75,2
1,stl#User:Search  page->User:Search  page->Search  page:Select Country and State item and click Search Button->Select Country and State item and click Search Button:Confirmation page->Confirmation page:Search  page->Search  page:Select Country and State item and click Search Button,Advanced search,TRAN_NA,6,11,1.8,5,10.8,3
2,stl#User:Search  page->User:Search  page->Search  page:Select Country and State item and click Search Button->Select Country and State item and click Search Button:Confirmation page->Confirmation page:Homepage,Advanced search,TRAN_NA,5,12,1.75,4,8.75,3
3,stl#User:Homepage->User:Homepage,Advanced search,CTRL,2,6,2,1,4,2
4,stl#User:Comment  page->User:Comment  page->Comment  page:Compose the comment and click post button->Compose the comment and click post button:Confirmation page->Confirmation page:Homepage,Comment on post,TRAN_NA,5,13,1.75,4,8.75,15
5,stl#User:Comment  page->User:Comment  page->Comment  page:Compose the comment and click post button->Compose the comment and click post button:Confirmation page->Confirmation page:Comment  page->Comment  page:Compose the comment and click post button,Comment on post,TRAN_NA,6,13,1.8,5,10.8,14
6,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Homepage,Login,TRAN_NA,5,11,1.75,4,8.75,5
7,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Login page->Login page:Validate username and password,Login,TRAN_NA,6,7,1.8,5,10.8,9
8,stl#User:Logout  page->User:Logout  page->Logout  page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Logout  page->Logout  page:Validate username and password,Logout,TRAN_NA,6,7,2.6,5,15.6,9
9,stl#User:Logout  page->User:Logout  page->Logout  page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Homepage,Logout,TRAN_NA,5,6,2.75,4,13.75,12
10,stl#User:post page->User:post page->post page:Compose the message the user wants to post->Compose the message the user wants to post:Confirmation page->Confirmation page:post page->post page:Compose the message the user wants to post,Post,TRAN_NA,6,15,1.8,5,10.8,15
11,stl#User:post page->User:post page->post page:Compose the message the user wants to post->Compose the message the user wants to post:Confirmation page->Confirmation page:Homepage,Post,TRAN_NA,5,9,1.75,4,8.75,12
12,stl#User:Receivr  private message page->User:Receivr  private message page->Receivr  private message page:input a message->input a message:Confirmation page->Confirmation page:Receivr  private message page->Receivr  private message page:input a message,Receive private message,TRAN_NA,6,17,1.8,5,10.8,5
13,stl#User:Receivr  private message page->User:Receivr  private message page->Receivr  private message page:input a message->input a message:Confirmation page->Confirmation page:Homepage,Receive private message,TRAN_NA,5,11,1.75,4,8.75,16
14,stl#User:Search page->User:Search page->Search page:Input a word->Input a word:Confirmation page->Confirmation page:Search page->Search page:Input a word,Search,TRAN_NA,6,13,1.8,5,10.8,6
15,stl#User:Search page->User:Search page->Search page:Input a word->Input a word:Confirmation page->Confirmation page:Homepage,Search,TRAN_NA,5,9,1.75,4,8.75,6
16,stl#User:Search keyword page->User:Search keyword page->Search keyword page:Input a keyword->Input a keyword:Confirmation page->Confirmation page:Homepage,Search by keywords,TRAN_NA,5,6,1.75,4,8.75,7
17,stl#User:Search keyword page->User:Search keyword page->Search keyword page:Input a keyword->Input a keyword:Confirmation page->Confirmation page:Search keyword page->Search keyword page:Input a keyword,Search by keywords,TRAN_NA,6,7,1.8,5,10.8,3
18,stl#User:Search name page->User:Search name page->Search name page:Input a name->Input a name:Confirmation page->Confirmation page:Search name page->Search name page:Input a name,Search by names,TRAN_NA,6,7,1.8,5,10.8,3
19,stl#User:Search name page->User:Search name page->Search name page:Input a name->Input a name:Confirmation page->Confirmation page:Homepage,Search by names,TRAN_NA,5,6,1.75,4,8.75,2
20,stl#User:Send private  page->User:Send private  page->Send private  page:Compose the message designate the receiver ->Compose the message designate the receiver :Confirmation page->Confirmation page:Homepage,Send private message,TRAN_NA,5,4,2.75,4,13.75,15
21,stl#User:Send private  page->User:Send private  page->Send private  page:Compose the message designate the receiver ->Compose the message designate the receiver :Confirmation page->Confirmation page:Send private  page->Send private  page:Compose the message designate the receiver ,Send private message,TRAN_NA,6,5,3.4,5,20.4,13
22,stl#User:Upload cv page->User:Upload cv page->Upload cv page:Click the Browse button locate the CV ->Click the Browse button locate the CV :Confirmation page->Confirmation page:Homepage,Upload CV,TRAN_NA,5,4,1.75,4,8.75,1
23,stl#User:Upload cv page->User:Upload cv page->Upload cv page:Click the Browse button locate the CV ->Click the Browse button locate the CV :Confirmation page->Confirmation page:Upload cv page->Upload cv page:Click the Browse button locate the CV ,Upload CV,TRAN_NA,6,5,1.8,5,10.8,15
24,stl#User:View ariticles page->User:View ariticles page->View ariticles page:Choose one of articles and Click the View button->Choose one of articles and Click the View button:Confirmation page->Confirmation page:Homepage,View articles,TRAN_NA,5,4,2.75,4,13.75,9
25,stl#User:View ariticles page->User:View ariticles page->View ariticles page:Choose one of articles and Click the View button->Choose one of articles and Click the View button:Confirmation page->Confirmation page:View ariticles page->View ariticles page:Choose one of articles and Click the View button,View articles,TRAN_NA,6,5,3.4,5,20.4,10
26,stl#User:View collaboration graph page->User:View collaboration graph page->View collaboration graph page:Choose one of graph and Click the View button->Choose one of graph and Click the View button:Confirmation page->Confirmation page:Homepage,View collaboration graph,CTRL;EXTCLL;INT,5,8,2.5,4,12.5,5
27,stl#User:View collaboration graph page->User:View collaboration graph page->View collaboration graph page:Choose one of graph and Click the View button->Choose one of graph and Click the View button:Confirmation page->Confirmation page:View collaboration graph page->View collaboration graph page:Choose one of graph and Click the View button,View collaboration graph,CTRL,6,11,2.6,5,15.6,6
28,stl#User:View message history->User:View message history->View message history:Choose one of message and Click the View button->Choose one of message and Click the View button:Confirmation page->Confirmation page:View message history->View message history:Choose one of message and Click the View button,View message history,TRAN_NA,6,9,1.8,5,10.8,4
29,stl#User:View message history->User:View message history->View message history:Choose one of message and Click the View button->Choose one of message and Click the View button:Confirmation page->Confirmation page:Homepage,View message history,TRAN_NA,5,6,1.75,4,8.75,1
1,stl#User:Cancel Client Appointment->User:Cancel Client Appointment->Cancel Client Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Homepage,Cancel Client Appointment,TRAN_NA,6,20,4.2,5,25.2,3
2,stl#User:Cancel Client Appointment->User:Cancel Client Appointment->Cancel Client Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Cancel Client Appointment->Cancel Client Appointment:Choose one of existing appointments,Cancel Client Appointment,TRAN_NA,7,31,4.666666667,6,32.66666667,16
3,stl#User:Homepage->User:Homepage,Cancel Client Appointment,CTRL;EXTCLL;INT,2,1,3,1,6,14
4,stl#User:Cancel Volunteer Appointment->User:Cancel Volunteer Appointment->Cancel Volunteer Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Homepage,Cancel Volunteer Appointment,TRAN_NA,6,20,4.2,5,25.2,10
5,stl#User:Cancel Volunteer Appointment->User:Cancel Volunteer Appointment->Cancel Volunteer Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Cancel Volunteer Appointment->Cancel Volunteer Appointment:Choose one of existing appointments,Cancel Volunteer Appointment,TRAN_NA,7,31,4.666666667,6,32.66666667,7
6,stl#User:Make new client appointment page->User:Make new client appointment page->Make new client appointment page:Enter required information  for new client appointment->Enter required information  for new client appointment:Check the require information->Check the require information:Show confirmation page->Show confirmation page:Make new client appointment page->Make new client appointment page:Enter required information  for new client appointment,Make New Client Appointment,CTRL,7,16,3.333333333,6,23.33333333,6
7,stl#User:Make new client appointment page->User:Make new client appointment page->Make new client appointment page:Enter required information  for new client appointment->Enter required information  for new client appointment:Check the require information->Check the require information:Show confirmation page->Show confirmation page:Homepage,Make New Client Appointment,CTRL;EXTCLL;INT,6,10,3.2,5,19.2,10
8,stl#User:Make new volunteer appointment page->User:Make new volunteer appointment page->Make new volunteer appointment page:Choose one of available time slots ->Choose one of available time slots :Check chosen time slot ->Check chosen time slot :Show confirmation page->Show confirmation page:Make new volunteer appointment page->Make new volunteer appointment page:Choose one of available time slots ,Make Volunteer Appointment,CTRL,7,16,2.333333333,6,16.33333333,7
9,stl#User:Make new volunteer appointment page->User:Make new volunteer appointment page->Make new volunteer appointment page:Choose one of available time slots ->Choose one of available time slots :Check chosen time slot ->Check chosen time slot :Show confirmation page->Show confirmation page:Homepage,Make Volunteer Appointment,CTRL;EXTCLL;INT,6,10,2.2,5,13.2,2
10,stl#User:volunteer submission page->User:volunteer submission page->volunteer submission page:Fill out required information ->Fill out required information :Check all required information ->Check all required information :Show confirmation page->Show confirmation page:volunteer submission page->volunteer submission page:Fill out required information ,Submit New Volunteer Application,TRAN_NA,7,14,3.333333333,6,23.33333333,5
11,stl#User:volunteer submission page->User:volunteer submission page->volunteer submission page:Fill out required information ->Fill out required information :Check all required information ->Check all required information :Show confirmation page->Show confirmation page:Homepage,Submit New Volunteer Application,TRAN_NA,6,9,3.2,5,19.2,6
12,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet,View Client Schedule,TRAN_NA,7,29,2.833333333,6,19.83333333,13
13,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Homepage,View Client Schedule,TRAN_NA,6,19,2.8,5,16.8,5
14,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Show confirmation page->Show confirmation page:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet,View Client Schedule,TRAN_NA,6,23,2.8,5,16.8,2
15,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Show confirmation page->Show confirmation page:Homepage,View Client Schedule,TRAN_NA,5,13,2.75,4,13.75,4
16,stl#User:View volunteer application  Page->User:View volunteer application  Page->View volunteer application  Page:Choose one of  volunteer application->Choose one of  volunteer application:Show confirmation page->Show confirmation page:View volunteer application  Page->View volunteer application  Page:Choose one of  volunteer application,View Volunteer Application,TRAN_NA,6,25,3.4,5,20.4,1
17,stl#User:View volunteer application  Page->User:View volunteer application  Page->View volunteer application  Page:Choose one of  volunteer application->Choose one of  volunteer application:Show confirmation page->Show confirmation page:Homepage,View Volunteer Application,TRAN_NA,5,14,2.75,4,13.75,6
18,stl#User:View volunteer list Page->User:View volunteer list Page->View volunteer list Page:Choose one of  volunteer list->Choose one of  volunteer list:Show confirmation page->Show confirmation page:View volunteer list Page->View volunteer list Page:Choose one of  volunteer list,View Volunteer List,TRAN_NA,6,21,3.4,5,20.4,11
19,stl#User:View volunteer list Page->User:View volunteer list Page->View volunteer list Page:Choose one of  volunteer list->Choose one of  volunteer list:Show confirmation page->Show confirmation page:Homepage,View Volunteer List,TRAN_NA,5,12,2.75,4,13.75,14
20,stl#User:View volunteer schedule  Page->User:View volunteer schedule  Page->View volunteer schedule  Page:Choose one of  volunteer schedule->Choose one of  volunteer schedule:Show confirmation page->Show confirmation page:View volunteer schedule  Page->View volunteer schedule  Page:Choose one of  volunteer schedule,View Volunteer Schedule,TRAN_NA,6,21,3.4,5,20.4,3
21,stl#User:View volunteer schedule  Page->User:View volunteer schedule  Page->View volunteer schedule  Page:Choose one of  volunteer schedule->Choose one of  volunteer schedule:Show confirmation page->Show confirmation page:Homepage,View Volunteer Schedule,TRAN_NA,5,12,2.75,4,13.75,16
1,stl#User:Adjust the Costs Distribution page->User:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Show confirmation->Show confirmation:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ,Adjust the Costs Distribution,CTRL,6,11,4,5,24,10
2,stl#User:Adjust the Costs Distribution page->User:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Cost distributions db,Adjust the Costs Distribution,CTRL,4,5,4,3,16,6
3,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Show confirmation->Show confirmation:Adjust the Costs Distribution page,Adjust the Costs Distribution,TRAN_NA,7,12,3.5,6,24.5,3
4,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Cost distributions db,Adjust the Costs Distribution,TRAN_NA,6,9,3.4,5,20.4,5
5,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Exceptional phases page->Exceptional phases page:Enters exceptional phases  into the GUI->Enters exceptional phases  into the GUI:Show confirmation->Show confirmation:Exceptional phases page,Allocate Sources of Funding,TRAN_NA,7,10,3,6,21,8
6,stl#User:Exceptional phases page->User:Exceptional phases page->Exceptional phases page:Enters exceptional phases  into the GUI->Enters exceptional phases  into the GUI:Show confirmation->Show confirmation:Exceptional phases page->Exceptional phases page:Enters exceptional phases  into the GUI,Allocate Sources of Funding,TRAN_NA,6,8,2.8,5,16.8,1
7,stl#User:Allocate sources of funding  page->User:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :sources of funding db,Allocate Sources of Funding,CTRL,4,3,6,3,24,15
8,stl#User:Allocate sources of funding  page->User:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :Show confirmation->Show confirmation:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ,Allocate Sources of Funding,CTRL,6,7,5.6,5,33.6,14
9,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :sources of funding db,Allocate Sources of Funding,TRAN_NA,6,7,4.8,5,28.8,5
10,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :Show confirmation->Show confirmation:Allocate sources of funding  page,Allocate Sources of Funding,TRAN_NA,7,10,4.666666667,6,32.66666667,10
11,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Enter Revenue Assumptions page->Enter Revenue Assumptions page:Enters Revenue Assumptions into the GUI->Enters Revenue Assumptions into the GUI:Show confirmation->Show confirmation:Enter Revenue Assumptions page,Enter Revenue Assumptions,TRAN_NA,7,13,3.333333333,6,23.33333333,1
12,stl#User:Enter Revenue Assumptions page->User:Enter Revenue Assumptions page->Enter Revenue Assumptions page:Enters Revenue Assumptions into the GUI->Enters Revenue Assumptions into the GUI:Show confirmation->Show confirmation:Enter Revenue Assumptions page->Enter Revenue Assumptions page:Enters Revenue Assumptions into the GUI,Enter Revenue Assumptions,TRAN_NA,6,11,4.4,5,26.4,12
13,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Show confirmation->Show confirmation:Generate budget reports  page,Generate Budget Reports,TRAN_NA,7,25,5.333333333,6,37.33333333,6
14,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Budget Report db,Generate Budget Reports,TRAN_NA,6,22,6,5,36,15
15,stl#User:Generate budget reports  page->User:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Show confirmation->Show confirmation:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model,Generate Budget Reports,TRAN_NA,6,27,6,5,36,9
16,stl#User:Generate budget reports  page->User:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Budget Report db,Generate Budget Reports,TRAN_NA,4,18,7,3,28,13
17,stl#User:Generate cash flow report  page->User:Generate cash flow report  page->Generate cash flow report  page:populates the model and  Requests a cash flow analysis report->populates the model and  Requests a cash flow analysis report:cash flow report  db,Generate Cash Flow Report,CTRL,4,15,6,3,24,6
18,stl#User:Generate cash flow report  page->User:Generate cash flow report  page->Generate cash flow report  page:populates the model and  Requests a cash flow analysis report->populates the model and  Requests a cash flow analysis report:Show confirmation->Show confirmation:Generate cash flow report  page->Generate cash flow report  page:populates the model and  Requests a cash flow analysis report,Generate Cash Flow Report,CTRL,6,23,5.2,5,31.2,1
19,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Generate cash flow report  page->Generate cash flow report  page:populates the model and  Requests a cash flow analysis report->populates the model and  Requests a cash flow analysis report:cash flow report  db,Generate Cash Flow Report,TRAN_NA,6,19,4.2,5,25.2,12
20,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Generate cash flow report  page->Generate cash flow report  page:populates the model and  Requests a cash flow analysis report->populates the model and  Requests a cash flow analysis report:Show confirmation->Show confirmation:Generate cash flow report  page,Generate Cash Flow Report,TRAN_NA,7,22,3.833333333,6,26.83333333,10
21,stl#User:Save Populated Model page->User:Save Populated Model page->Save Populated Model page:Save  the completed model->Save  the completed model:Show confirmation->Show confirmation:Save Populated Model page->Save Populated Model page:Save  the completed model,Save Populated Model,TRAN_NA,6,8,5.2,5,31.2,15
22,stl#User:Save Populated Model page->User:Save Populated Model page->Save Populated Model page:Save  the completed model->Save  the completed model:Model db,Save Populated Model,TRAN_NA,4,5,6,3,24,12
