id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
20,stl#User:Product web page->User:Product web page->Product web page:Purchase a product->Purchase a product:Show confirmation page ->Show confirmation page :Product web page->Product web page:Purchase a product,Use website to Purchase product,TRAN_NA,6,17,NaN,undefined,NaN,14
21,stl#User:Product web page->User:Product web page->Product web page:Purchase a product->Purchase a product:Show confirmation page ->Show confirmation page :Homepage,Use website to Purchase product,TRAN_NA,5,10,NaN,undefined,NaN,11
22,stl#User:Product web page->User:Product web page->Product web page:Purchase a product->Purchase a product:Social media db,Use website to Purchase product,TRAN_NA,4,9,NaN,undefined,NaN,4
23,stl#User:View Product page->User:View Product page->View Product page:Choose one of products->Choose one of products:Show confirmation page ->Show confirmation page :View Product page->View Product page:Choose one of products,View Product,TRAN_NA,6,17,NaN,undefined,NaN,15
24,stl#User:View Product page->User:View Product page->View Product page:Choose one of products->Choose one of products:Show confirmation page ->Show confirmation page :Homepage,View Product,TRAN_NA,5,10,NaN,undefined,NaN,15
25,stl#User:Write a blog commnet page->User:Write a blog commnet page->Write a blog commnet page:Enters name email and comment ->Enters name email and comment :Show confirmation page ->Show confirmation page :Write a blog commnet page->Write a blog commnet page:Enters name email and comment ,Write a blog comment,TRAN_NA,6,9,NaN,undefined,NaN,14
26,stl#User:Write a blog commnet page->User:Write a blog commnet page->Write a blog commnet page:Enters name email and comment ->Enters name email and comment :Show confirmation page ->Show confirmation page :Homepage,Write a blog comment,TRAN_NA,5,6,NaN,undefined,NaN,6
1,stl#User:Apply for jobs page->User:Apply for jobs page->Apply for jobs page:Fill information and apply a job->Fill information and apply a job:Show confirmation page->Show confirmation page:Homepage,Apply for jobs,CTRL,5,10,NaN,undefined,NaN,4
2,stl#User:Apply for jobs page->User:Apply for jobs page->Apply for jobs page:Fill information and apply a job->Fill information and apply a job:Show confirmation page->Show confirmation page:Apply for jobs page->Apply for jobs page:Fill information and apply a job,Apply for jobs,CTRL,6,15,NaN,undefined,NaN,1
3,stl#User:Homepage->User:Homepage,Apply for jobs,CTRL,2,1,NaN,undefined,NaN,15
4,stl#User:Apply fovolunteer page->User:Apply fovolunteer page->Apply fovolunteer page:Fill information and apply a volunteer->Fill information and apply a volunteer:Show confirmation page->Show confirmation page:Homepage,Apply to volunteer,CTRL,5,10,NaN,undefined,NaN,1
5,stl#User:Apply fovolunteer page->User:Apply fovolunteer page->Apply fovolunteer page:Fill information and apply a volunteer->Fill information and apply a volunteer:Show confirmation page->Show confirmation page:Apply fovolunteer page->Apply fovolunteer page:Fill information and apply a volunteer,Apply to volunteer,CTRL,6,15,NaN,undefined,NaN,6
6,stl#User:Donating money page->User:Donating money page->Donating money page:choose  method for donation->choose  method for donation:Show confirmation page->Show confirmation page:Homepage,Donate money to CSC,CTRL,5,8,NaN,undefined,NaN,5
7,stl#User:Donating money page->User:Donating money page->Donating money page:choose  method for donation->choose  method for donation:Show confirmation page->Show confirmation page:Donating money page->Donating money page:choose  method for donation,Donate money to CSC,CTRL,6,13,NaN,undefined,NaN,10
8,stl#User:Forward artifact to department page->User:Forward artifact to department page->Forward artifact to department page:Forward artifact to department->Forward artifact to department:Show confirmation page->Show confirmation page:Homepage,Forward artifact to department,TRAN_NA,5,6,NaN,undefined,NaN,15
9,stl#User:Forward artifact to department page->User:Forward artifact to department page->Forward artifact to department page:Forward artifact to department->Forward artifact to department:Show confirmation page->Show confirmation page:Forward artifact to department page->Forward artifact to department page:Forward artifact to department,Forward artifact to department,TRAN_NA,6,7,NaN,undefined,NaN,4
10,stl#User:Maintain social network page->User:Maintain social network page->Maintain social network page:Maintain social network->Maintain social network:Show confirmation page->Show confirmation page:Maintain social network page->Maintain social network page:Maintain social network,Maintain social network,TRAN_NA,6,12,NaN,undefined,NaN,4
11,stl#User:Maintain social network page->User:Maintain social network page->Maintain social network page:Maintain social network->Maintain social network:Show confirmation page->Show confirmation page:Homepage,Maintain social network,TRAN_NA,5,9,NaN,undefined,NaN,16
12,stl#User:Post on social newwork  page->User:Post on social newwork  page->Post on social newwork  page:Post on social networks ->Post on social networks :Show confirmation page->Show confirmation page:Post on social newwork  page->Post on social newwork  page:Post on social networks ,Post on social networks,TRAN_NA,6,15,NaN,undefined,NaN,16
13,stl#User:Post on social newwork  page->User:Post on social newwork  page->Post on social newwork  page:Post on social networks ->Post on social networks :Show confirmation page->Show confirmation page:Homepage,Post on social networks,TRAN_NA,5,10,NaN,undefined,NaN,15
14,stl#User:Maintainer manages website page->User:Maintainer manages website page->Maintainer manages website page:logs into administrator panel  and updates the data ->logs into administrator panel  and updates the data :Show confirmation page->Show confirmation page:Maintainer manages website page->Maintainer manages website page:logs into administrator panel  and updates the data ,Update & Maintain website,TRAN_NA,6,5,NaN,undefined,NaN,6
15,stl#User:Maintainer manages website page->User:Maintainer manages website page->Maintainer manages website page:logs into administrator panel  and updates the data ->logs into administrator panel  and updates the data :Show confirmation page->Show confirmation page:Homepage,Update & Maintain website,TRAN_NA,5,4,NaN,undefined,NaN,13
16,stl#User:View joblist page->User:View joblist page->View joblist page:select a  job list->select a  job list:Show confirmation page->Show confirmation page:View joblist page->View joblist page:select a  job list,View Joblist,CTRL,6,23,NaN,undefined,NaN,16
17,stl#User:View joblist page->User:View joblist page->View joblist page:select a  job list->select a  job list:Show confirmation page->Show confirmation page:Homepage,View Joblist,CTRL,5,14,NaN,undefined,NaN,1
18,stl#User:View and RSVP for events page->User:View and RSVP for events page->View and RSVP for events page:select pages of upcoming events->select pages of upcoming events:Show confirmation page->Show confirmation page:View and RSVP for events page->View and RSVP for events page:select pages of upcoming events,View and RSVP for events,CTRL,6,9,NaN,undefined,NaN,12
19,stl#User:View and RSVP for events page->User:View and RSVP for events page->View and RSVP for events page:select pages of upcoming events->select pages of upcoming events:Show confirmation page->Show confirmation page:Homepage,View and RSVP for events,CTRL,5,6,NaN,undefined,NaN,5
1,stl#User:Cancel Client Appointment->User:Cancel Client Appointment->Cancel Client Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Homepage,Cancel Client Appointment,TRAN_NA,6,20,NaN,undefined,NaN,8
2,stl#User:Cancel Client Appointment->User:Cancel Client Appointment->Cancel Client Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Cancel Client Appointment->Cancel Client Appointment:Choose one of existing appointments,Cancel Client Appointment,TRAN_NA,7,31,NaN,undefined,NaN,1
3,stl#User:Homepage->User:Homepage,Cancel Client Appointment,CTRL;EXTCLL;INT,2,1,NaN,undefined,NaN,16
4,stl#User:Cancel Volunteer Appointment->User:Cancel Volunteer Appointment->Cancel Volunteer Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Homepage,Cancel Volunteer Appointment,TRAN_NA,6,20,NaN,undefined,NaN,8
5,stl#User:Cancel Volunteer Appointment->User:Cancel Volunteer Appointment->Cancel Volunteer Appointment:Choose one of existing appointments->Choose one of existing appointments:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Cancel Volunteer Appointment->Cancel Volunteer Appointment:Choose one of existing appointments,Cancel Volunteer Appointment,TRAN_NA,7,31,NaN,undefined,NaN,15
6,stl#User:Make new client appointment page->User:Make new client appointment page->Make new client appointment page:Enter required information  for new client appointment->Enter required information  for new client appointment:Check the require information->Check the require information:Show confirmation page->Show confirmation page:Make new client appointment page->Make new client appointment page:Enter required information  for new client appointment,Make New Client Appointment,CTRL,7,16,NaN,undefined,NaN,9
7,stl#User:Make new client appointment page->User:Make new client appointment page->Make new client appointment page:Enter required information  for new client appointment->Enter required information  for new client appointment:Check the require information->Check the require information:Show confirmation page->Show confirmation page:Homepage,Make New Client Appointment,CTRL;EXTCLL;INT,6,10,NaN,undefined,NaN,14
8,stl#User:Make new volunteer appointment page->User:Make new volunteer appointment page->Make new volunteer appointment page:Choose one of available time slots ->Choose one of available time slots :Check chosen time slot ->Check chosen time slot :Show confirmation page->Show confirmation page:Make new volunteer appointment page->Make new volunteer appointment page:Choose one of available time slots ,Make Volunteer Appointment,CTRL,7,16,NaN,undefined,NaN,13
9,stl#User:Make new volunteer appointment page->User:Make new volunteer appointment page->Make new volunteer appointment page:Choose one of available time slots ->Choose one of available time slots :Check chosen time slot ->Check chosen time slot :Show confirmation page->Show confirmation page:Homepage,Make Volunteer Appointment,CTRL;EXTCLL;INT,6,10,NaN,undefined,NaN,5
10,stl#User:volunteer submission page->User:volunteer submission page->volunteer submission page:Fill out required information ->Fill out required information :Check all required information ->Check all required information :Show confirmation page->Show confirmation page:volunteer submission page->volunteer submission page:Fill out required information ,Submit New Volunteer Application,TRAN_NA,7,14,NaN,undefined,NaN,14
11,stl#User:volunteer submission page->User:volunteer submission page->volunteer submission page:Fill out required information ->Fill out required information :Check all required information ->Check all required information :Show confirmation page->Show confirmation page:Homepage,Submit New Volunteer Application,TRAN_NA,6,9,NaN,undefined,NaN,3
12,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet,View Client Schedule,TRAN_NA,7,29,NaN,undefined,NaN,10
13,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Remove chosen appointment->Remove chosen appointment:Show confirmation page->Show confirmation page:Homepage,View Client Schedule,TRAN_NA,6,19,NaN,undefined,NaN,5
14,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Show confirmation page->Show confirmation page:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet,View Client Schedule,TRAN_NA,6,23,NaN,undefined,NaN,3
15,stl#User:View Client Schedule Page->User:View Client Schedule Page->View Client Schedule Page:Choose one of  client appointment spreadsheet->Choose one of  client appointment spreadsheet:Show confirmation page->Show confirmation page:Homepage,View Client Schedule,TRAN_NA,5,13,NaN,undefined,NaN,6
16,stl#User:View volunteer application  Page->User:View volunteer application  Page->View volunteer application  Page:Choose one of  volunteer application->Choose one of  volunteer application:Show confirmation page->Show confirmation page:View volunteer application  Page->View volunteer application  Page:Choose one of  volunteer application,View Volunteer Application,TRAN_NA,6,25,NaN,undefined,NaN,1
17,stl#User:View volunteer application  Page->User:View volunteer application  Page->View volunteer application  Page:Choose one of  volunteer application->Choose one of  volunteer application:Show confirmation page->Show confirmation page:Homepage,View Volunteer Application,TRAN_NA,5,14,NaN,undefined,NaN,12
18,stl#User:View volunteer list Page->User:View volunteer list Page->View volunteer list Page:Choose one of  volunteer list->Choose one of  volunteer list:Show confirmation page->Show confirmation page:View volunteer list Page->View volunteer list Page:Choose one of  volunteer list,View Volunteer List,TRAN_NA,6,21,NaN,undefined,NaN,11
19,stl#User:View volunteer list Page->User:View volunteer list Page->View volunteer list Page:Choose one of  volunteer list->Choose one of  volunteer list:Show confirmation page->Show confirmation page:Homepage,View Volunteer List,TRAN_NA,5,12,NaN,undefined,NaN,1
20,stl#User:View volunteer schedule  Page->User:View volunteer schedule  Page->View volunteer schedule  Page:Choose one of  volunteer schedule->Choose one of  volunteer schedule:Show confirmation page->Show confirmation page:View volunteer schedule  Page->View volunteer schedule  Page:Choose one of  volunteer schedule,View Volunteer Schedule,TRAN_NA,6,21,NaN,undefined,NaN,7
21,stl#User:View volunteer schedule  Page->User:View volunteer schedule  Page->View volunteer schedule  Page:Choose one of  volunteer schedule->Choose one of  volunteer schedule:Show confirmation page->Show confirmation page:Homepage,View Volunteer Schedule,TRAN_NA,5,12,NaN,undefined,NaN,16
1,stl#User:Checkout  page->User:Checkout  page->Checkout  page:Checkout data->Checkout data:Confirmation page->Confirmation page:Homepage,Checkout,TRAN_NA,5,10,NaN,undefined,NaN,13
2,stl#User:Checkout  page->User:Checkout  page->Checkout  page:Checkout data->Checkout data:Confirmation page->Confirmation page:Checkout  page->Checkout  page:Checkout data,Checkout,TRAN_NA,6,11,NaN,undefined,NaN,15
3,stl#User:Homepage->User:Homepage,Checkout,CTRL;EXTCLL;INT,2,1,NaN,undefined,NaN,12
4,stl#User:Configure data service page->User:Configure data service page->Configure data service page: choose the service  to configure-> choose the service  to configure:Confirmation page->Confirmation page:Homepage,Configure Data Service,TRAN_NA,5,18,NaN,undefined,NaN,5
5,stl#User:Configure data service page->User:Configure data service page->Configure data service page: choose the service  to configure-> choose the service  to configure:Confirmation page->Confirmation page:Configure data service page->Configure data service page: choose the service  to configure,Configure Data Service,TRAN_NA,6,27,NaN,undefined,NaN,8
6,stl#User:Create account  page->User:Create account  page->Create account  page:Create  account information->Create  account information:validate account information ->validate account information :Confirmation page->Confirmation page:Create account  page->Create account  page:Create  account information,Create Account,TRAN_NA,7,34,NaN,undefined,NaN,8
7,stl#User:Create account  page->User:Create account  page->Create account  page:Create  account information->Create  account information:validate account information ->validate account information :Confirmation page->Confirmation page:Homepage,Create Account,TRAN_NA,6,24,NaN,undefined,NaN,9
8,stl#User:Customize  Data serivce page->User:Customize  Data serivce page->Customize  Data serivce page:Customize data->Customize data:Confirmation page->Confirmation page:Customize  Data serivce page->Customize  Data serivce page:Customize data,Customize Data Service Subscription Notification,TRAN_NA,6,11,NaN,undefined,NaN,14
9,stl#User:Customize  Data serivce page->User:Customize  Data serivce page->Customize  Data serivce page:Customize data->Customize data:Confirmation page->Confirmation page:Homepage,Customize Data Service Subscription Notification,TRAN_NA,5,10,NaN,undefined,NaN,7
10,stl#User:Export data file  page->User:Export data file  page->Export data file  page:source of information exported into a file.->source of information exported into a file.:Confirmation page->Confirmation page:Homepage,Export Data File,CTRL;EXTCLL;INT,5,18,NaN,undefined,NaN,6
11,stl#User:Export data file  page->User:Export data file  page->Export data file  page:source of information exported into a file.->source of information exported into a file.:Confirmation page->Confirmation page:Export data file  page->Export data file  page:source of information exported into a file.,Export Data File,CTRL,6,27,NaN,undefined,NaN,7
12,stl#User:Login page->User:Login page->Login page:Validate usename and password->Validate usename and password:Confirmation page ->Confirmation page :Login page->Login page:Validate usename and password,Login,TRAN_NA,6,19,NaN,undefined,NaN,7
13,stl#User:Login page->User:Login page->Login page:Validate usename and password->Validate usename and password:Confirmation page ->Confirmation page :Homepage,Login,TRAN_NA,5,14,NaN,undefined,NaN,4
14,stl#User:Logout page->User:Logout page->Logout page:Validate usename and password->Validate usename and password:Confirmation page ->Confirmation page :Homepage,Logout,TRAN_NA,5,14,NaN,undefined,NaN,10
15,stl#User:Logout page->User:Logout page->Logout page:Validate usename and password->Validate usename and password:Confirmation page ->Confirmation page :Logout page->Logout page:Validate usename and password,Logout,TRAN_NA,6,19,NaN,undefined,NaN,10
16,stl#User:Manage  data page->User:Manage  data page->Manage  data page:chooses the type of management for data->chooses the type of management for data:Confirmation page->Confirmation page:Manage  data page->Manage  data page:chooses the type of management for data,Manage Data,TRAN_NA,6,19,NaN,undefined,NaN,1
17,stl#User:Manage  data page->User:Manage  data page->Manage  data page:chooses the type of management for data->chooses the type of management for data:Confirmation page->Confirmation page:Homepage,Manage Data,TRAN_NA,5,14,NaN,undefined,NaN,9
18,stl#User:Receive notification  page->User:Receive notification  page->Receive notification  page:stores the data into the database->stores the data into the database:validate data services->validate data services:data services db,Receive Notification for Subscribed Data Service,TRAN_NA,5,16,NaN,undefined,NaN,6
19,stl#User:Receive notification  page->User:Receive notification  page->Receive notification  page:stores the data into the database->stores the data into the database:validate data services->validate data services:Confirmation page->Confirmation page:Homepage,Receive Notification for Subscribed Data Service,TRAN_NA,6,19,NaN,undefined,NaN,10
20,stl#User:Receive notification  page->User:Receive notification  page->Receive notification  page:stores the data into the database->stores the data into the database:validate data services->validate data services:Confirmation page->Confirmation page:Receive notification  page->Receive notification  page:stores the data into the database,Receive Notification for Subscribed Data Service,TRAN_NA,7,24,NaN,undefined,NaN,6
21,stl#User:Receive  Data  page->User:Receive  Data  page->Receive  Data  page:selects the way to receive notification an email or a text.->selects the way to receive notification an email or a text.:Confirmation page->Confirmation page:Receive  Data  page->Receive  Data  page:selects the way to receive notification an email or a text.,Receive Notification of Completion of Configuration by Email,TRAN_NA,6,11,NaN,undefined,NaN,5
22,stl#User:Receive  Data  page->User:Receive  Data  page->Receive  Data  page:selects the way to receive notification an email or a text.->selects the way to receive notification an email or a text.:Confirmation page->Confirmation page:Homepage,Receive Notification of Completion of Configuration by Email,TRAN_NA,5,10,NaN,undefined,NaN,10
23,stl#User:Send Data  page->User:Send Data  page->Send Data  page:Input data->Input data:validate authentication information and checks the validation of the sensor ->validate authentication information and checks the validation of the sensor :Confirmation page->Confirmation page:Homepage,Send Data Through Cellular Technologies,CTRL;EXTCLL;INT,6,19,NaN,undefined,NaN,15
24,stl#User:Send Data  page->User:Send Data  page->Send Data  page:Input data->Input data:validate authentication information and checks the validation of the sensor ->validate authentication information and checks the validation of the sensor :Confirmation page->Confirmation page:Send Data  page->Send Data  page:Input data,Send Data Through Cellular Technologies,CTRL,7,28,NaN,undefined,NaN,10
25,stl#User:Subscribe Data serivce page->User:Subscribe Data serivce page->Subscribe Data serivce page:Subscribe data->Subscribe data:Confirmation page->Confirmation page:Subscribe Data serivce page->Subscribe Data serivce page:Subscribe data,Subscribe Data Service,TRAN_NA,6,19,NaN,undefined,NaN,10
26,stl#User:Subscribe Data serivce page->User:Subscribe Data serivce page->Subscribe Data serivce page:Subscribe data->Subscribe data:Confirmation page->Confirmation page:Homepage,Subscribe Data Service,TRAN_NA,5,14,NaN,undefined,NaN,4
27,stl#User:Update content page->User:Update content page->Update content page:Choose content to update->Choose content to update:content db,Update Content,TRAN_NA,4,3,NaN,undefined,NaN,14
28,stl#User:Update content page->User:Update content page->Update content page:Choose content to update->Choose content to update:Confirmation page->Confirmation page:Update content page->Update content page:Choose content to update,Update Content,TRAN_NA,6,11,NaN,undefined,NaN,1
29,stl#User:Update content page->User:Update content page->Update content page:Choose content to update->Choose content to update:Confirmation page->Confirmation page:Homepage,Update Content,TRAN_NA,5,10,NaN,undefined,NaN,7
30,stl#User:View data  page->User:View data  page->View data  page:Choose data->Choose data:Confirmation page ->Confirmation page :View data  page->View data  page:Choose data,View Data,TRAN_NA,6,19,NaN,undefined,NaN,7
31,stl#User:View data  page->User:View data  page->View data  page:Choose data->Choose data:Confirmation page ->Confirmation page :Homepage,View Data,TRAN_NA,5,14,NaN,undefined,NaN,8
1,stl#User:Adjust the Costs Distribution page->User:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Show confirmation->Show confirmation:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ,Adjust the Costs Distribution,CTRL,6,11,NaN,undefined,NaN,12
2,stl#User:Adjust the Costs Distribution page->User:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Cost distributions db,Adjust the Costs Distribution,CTRL,4,5,NaN,undefined,NaN,5
3,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Show confirmation->Show confirmation:Adjust the Costs Distribution page,Adjust the Costs Distribution,TRAN_NA,7,12,NaN,undefined,NaN,11
4,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Adjust the Costs Distribution page->Adjust the Costs Distribution page:Enters the amount of the cost ->Enters the amount of the cost :Cost distributions db,Adjust the Costs Distribution,TRAN_NA,6,9,NaN,undefined,NaN,13
5,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Exceptional phases page->Exceptional phases page:Enters exceptional phases  into the GUI->Enters exceptional phases  into the GUI:Show confirmation->Show confirmation:Exceptional phases page,Allocate Sources of Funding,TRAN_NA,7,10,NaN,undefined,NaN,4
6,stl#User:Exceptional phases page->User:Exceptional phases page->Exceptional phases page:Enters exceptional phases  into the GUI->Enters exceptional phases  into the GUI:Show confirmation->Show confirmation:Exceptional phases page->Exceptional phases page:Enters exceptional phases  into the GUI,Allocate Sources of Funding,TRAN_NA,6,8,NaN,undefined,NaN,14
7,stl#User:Allocate sources of funding  page->User:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :sources of funding db,Allocate Sources of Funding,CTRL,4,3,NaN,undefined,NaN,2
8,stl#User:Allocate sources of funding  page->User:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :Show confirmation->Show confirmation:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ,Allocate Sources of Funding,CTRL,6,7,NaN,undefined,NaN,8
9,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :sources of funding db,Allocate Sources of Funding,TRAN_NA,6,7,NaN,undefined,NaN,4
10,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Allocate sources of funding  page->Allocate sources of funding  page:Specifies the sources of funding and the amount ->Specifies the sources of funding and the amount :Show confirmation->Show confirmation:Allocate sources of funding  page,Allocate Sources of Funding,TRAN_NA,7,10,NaN,undefined,NaN,7
11,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Enter Revenue Assumptions page->Enter Revenue Assumptions page:Enters Revenue Assumptions into the GUI->Enters Revenue Assumptions into the GUI:Show confirmation->Show confirmation:Enter Revenue Assumptions page,Enter Revenue Assumptions,TRAN_NA,7,13,NaN,undefined,NaN,7
12,stl#User:Enter Revenue Assumptions page->User:Enter Revenue Assumptions page->Enter Revenue Assumptions page:Enters Revenue Assumptions into the GUI->Enters Revenue Assumptions into the GUI:Show confirmation->Show confirmation:Enter Revenue Assumptions page->Enter Revenue Assumptions page:Enters Revenue Assumptions into the GUI,Enter Revenue Assumptions,TRAN_NA,6,11,NaN,undefined,NaN,16
13,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Show confirmation->Show confirmation:Generate budget reports  page,Generate Budget Reports,TRAN_NA,7,25,NaN,undefined,NaN,9
14,stl#User:Homepage->User:Homepage->Homepage:Show confirmation->Show confirmation:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Budget Report db,Generate Budget Reports,TRAN_NA,6,22,NaN,undefined,NaN,8
15,stl#User:Generate budget reports  page->User:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Show confirmation->Show confirmation:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model,Generate Budget Reports,TRAN_NA,6,27,NaN,undefined,NaN,16
16,stl#User:Generate budget reports  page->User:Generate budget reports  page->Generate budget reports  page:requests a budget report for a newly populated model->requests a budget report for a newly populated model:Budget Report db,Generate Budget Reports,TRAN_NA,4,18,NaN,undefined,NaN,13
