id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
20,stl#User:Enter key requirements in filter->User:Enter key requirements in filter->Enter key requirements in filter:Send the form to backend and call the function to fetch the suitable results.->Send the form to backend and call the function to fetch the suitable results.:Call Display Process->Call Display Process:Homepage,Search,TRAN_NA,5,4,2.25,4,11.25,11
21,stl#User:Click Search Button->User:Click Search Button->Click Search Button:Send the form to backend and call the function to fetch the suitable results.->Send the form to backend and call the function to fetch the suitable results.:Call Display Process->Call Display Process:Homepage,Search,TRAN_NA,5,4,2.25,4,11.25,1
22,stl#User:Receive results data->User:Receive results data->Receive results data:Call Display Process->Call Display Process:Homepage,Search,TRAN_NA,4,3,2.333333333,3,9.333333333,3
1,stl#User:clicks on specific chapter ->User:clicks on specific chapter ->clicks on specific chapter :Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video starts playing ->The video starts playing :The video is played faster or slowed down when forward and rewind button is clicked upon respectively,Forward/Rewind Video,CTRL,5,4,5.5,4,27.5,6
2,stl#User:The user clicks on the play button->User:The user clicks on the play button->The user clicks on the play button:The video starts playing ->The video starts playing :The video is played faster or slowed down when forward and rewind button is clicked upon respectively,Forward/Rewind Video,CTRL,4,3,6.333333333,3,25.33333333,13
3,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video starts playing ->The video starts playing :The video is played faster or slowed down when forward and rewind button is clicked upon respectively,Forward/Rewind Video,TRAN_NA,6,5,4.6,5,27.6,13
4,stl#User:opens Go Grrrls App ->User:opens Go Grrrls App ->opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video starts playing ->The video starts playing :The video is played faster or slowed down when forward and rewind button is clicked upon respectively,Forward/Rewind Video,TRAN_NA,7,6,4,6,28,10
5,stl#User:The user clicks on the Forward/Rewind button listed in the video window->User:The user clicks on the Forward/Rewind button listed in the video window->The user clicks on the Forward/Rewind button listed in the video window:The video is played faster or slowed down when forward and rewind button is clicked upon respectively,Forward/Rewind Video,CTRL,3,2,8,2,24,8
6,stl#User:opens Go Grrrls App ->User:opens Go Grrrls App ->opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:User is taken to login page of Twitter->User is taken to login page of Twitter:The video is posted on user��s Twitter account,Open and View a certain chapter unit,TRAN_NA,8,7,6.285714286,7,50.28571429,7
7,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:User is taken to login page of Twitter->User is taken to login page of Twitter:The video is posted on user��s Twitter account,Open and View a certain chapter unit,TRAN_NA,7,6,7,6,49,10
8,stl#User:clicks on Watch more link ->User:clicks on Watch more link ->clicks on Watch more link :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:User is taken to login page of Twitter->User is taken to login page of Twitter:The video is posted on user��s Twitter account,Open and View a certain chapter unit,TRAN_NA,5,4,9.25,4,46.25,1
9,stl#User:User enters her Twitter account credentials ->User:User enters her Twitter account credentials ->User enters her Twitter account credentials :The video is posted on user��s Twitter account,Open and View a certain chapter unit,TRAN_NA,3,2,7.5,2,22.5,15
10,stl#User:clicks on specific chapter ->User:clicks on specific chapter ->clicks on specific chapter :Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:User is taken to login page of Twitter->User is taken to login page of Twitter:The video is posted on user��s Twitter account,Open and View a certain chapter unit,TRAN_NA,6,5,8,5,48,6
11,stl#User:The user clicks on the Twitter option among the listed one ->User:The user clicks on the Twitter option among the listed one ->The user clicks on the Twitter option among the listed one :User is taken to login page of Twitter->User is taken to login page of Twitter:The video is posted on user��s Twitter account,Open and View a certain chapter unit,TRAN_NA,4,3,8.666666667,3,34.66666667,15
12,stl#User:Click on the chapter to view ->User:Click on the chapter to view ->Click on the chapter to view :Display all the chapter text and other links available to go to from that chapter ,Open and View a certain chapter unit,TRAN_NA,3,3,2,2,6,16
13,stl#User: opens Go Grrrls App ->User: opens Go Grrrls App -> opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapter text and other links available to go to from that chapter ,Open and View a certain chapter unit,TRAN_NA,4,3,2,3,8,14
14,stl#User:opens Go Grrrls App ->User:opens Go Grrrls App ->opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video starts playing ->The video starts playing :The video is paused,Pause Video,TRAN_NA,7,6,3.666666667,6,25.66666667,10
15,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video starts playing ->The video starts playing :The video is paused,Pause Video,TRAN_NA,6,5,4.2,5,25.2,11
16,stl#User:clicks on Watch more link ->User:clicks on Watch more link ->clicks on Watch more link :The video starts playing ->The video starts playing :The video is paused,Pause Video,CTRL,4,3,5.666666667,3,22.66666667,1
17,stl#User:The user clicks on the Pause button listed in the video window->User:The user clicks on the Pause button listed in the video window->The user clicks on the Pause button listed in the video window:The video is paused,Pause Video,CTRL,3,2,5.5,2,16.5,7
18,stl#User:clicks on specific chapter ->User:clicks on specific chapter ->clicks on specific chapter :Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video starts playing ->The video starts playing :The video is paused,Pause Video,CTRL,5,4,5,4,25,8
19,stl#User:clicks on Watch more link ->User:clicks on Watch more link ->clicks on Watch more link :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing ,Play Video for the chapter opened,CTRL,4,3,6.333333333,3,25.33333333,11
20,stl#User:user clicks on the play button->User:user clicks on the play button->user clicks on the play button:The video starts playing ,Play Video for the chapter opened,CTRL,3,2,5.5,2,16.5,14
21,stl#User:clicks on specific chapter ->User:clicks on specific chapter ->clicks on specific chapter :Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing ,Play Video for the chapter opened,CTRL,5,4,5.5,4,27.5,16
22,stl#User:opens Go Grrrls App ->User:opens Go Grrrls App ->opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing ,Play Video for the chapter opened,TRAN_NA,7,6,4,6,28,7
23,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing ,Play Video for the chapter opened,TRAN_NA,6,5,4.6,5,27.6,10
24,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the chapters listed->Display all the chapters listed:Display bill of rights->Display bill of rights:The video starts playing ->The video starts playing :The video is paused,Read Bill of Rights,TRAN_NA,6,5,3.8,5,22.8,2
25,stl#User:opens Go Grrrls App ->User:opens Go Grrrls App ->opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapters listed->Display all the chapters listed:Display bill of rights->Display bill of rights:The video starts playing ->The video starts playing :The video is paused,Read Bill of Rights,TRAN_NA,7,6,3.333333333,6,23.33333333,8
26,stl#User:clicks on specific chapter ->User:clicks on specific chapter ->clicks on specific chapter :Display bill of rights->Display bill of rights:The video starts playing ->The video starts playing :The video is paused,Read Bill of Rights,CTRL,5,4,4.5,4,22.5,11
27,stl#User:opens Go Grrrls App ->User:opens Go Grrrls App ->opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapters listed->Display all the chapters listed:Display welcome message,Read Welcome Message,TRAN_NA,5,4,1.75,4,8.75,7
28,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the chapters listed->Display all the chapters listed:Display welcome message,Read Welcome Message,TRAN_NA,4,3,2,3,8,3
29,stl#User:clicks on read button->User:clicks on read button->clicks on read button:Display welcome message,Read Welcome Message,CTRL,3,2,2,2,6,13
31,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the hints based on question,View hints based on question,TRAN_NA,3,2,1.5,2,4.5,11
32,stl#User: opens Go Grrrls App ->User: opens Go Grrrls App -> opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the hints based on question,View hints based on question,TRAN_NA,4,3,1.333333333,3,5.333333333,16
33,stl#User:Click on the table contents  to view ->User:Click on the table contents  to view ->Click on the table contents  to view :Display all table contens,View table contents,CTRL,3,2,1.5,2,4.5,8
34,stl#User: opens Go Grrrls App ->User: opens Go Grrrls App -> opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all table contens,View table contents,TRAN_NA,4,3,1.333333333,3,5.333333333,9
35,stl#User:Click on view content ->User:Click on view content ->Click on view content :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing in full-screen mode->The video starts playing in full-screen mode:The video is posted on user��s Twitter account,watch video in full screen,TRAN_NA,7,6,10,6,70,3
36,stl#User:The user clicks on the full-screen option listed on the video layout window ->User:The user clicks on the full-screen option listed on the video layout window ->The user clicks on the full-screen option listed on the video layout window :The video starts playing in full-screen mode->The video starts playing in full-screen mode:The video is posted on user��s Twitter account,watch video in full screen,CTRL,4,3,14,3,56,14
37,stl#User:clicks on specific chapter ->User:clicks on specific chapter ->clicks on specific chapter :Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing in full-screen mode->The video starts playing in full-screen mode:The video is posted on user��s Twitter account,watch video in full screen,CTRL,6,5,11.8,5,70.8,13
38,stl#User:opens Go Grrrls App ->User:opens Go Grrrls App ->opens Go Grrrls App :Show the home page of the app ->Show the home page of the app :Display all the chapters listed->Display all the chapters listed:Chapter content is loaded and with watch more link listed ->Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing in full-screen mode->The video starts playing in full-screen mode:The video is posted on user��s Twitter account,watch video in full screen,TRAN_NA,8,7,8.714285714,7,69.71428571,1
39,stl#User:clicks on Watch more link ->User:clicks on Watch more link ->clicks on Watch more link :The video is loaded from the YouTube API and is available to watch along with the text in-line->The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing in full-screen mode->The video starts playing in full-screen mode:The video is posted on user��s Twitter account,watch video in full screen,CTRL,5,4,14,4,70,13
