id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
13,"stl#User:Click on Empty/Drop tables button	->User:Click on Empty/Drop tables button	->Click on Empty/Drop tables button	:Shows database information->Shows database information:Displays list of tables along with empty/drop buttons next to them->Displays list of tables along with empty/drop buttons next to them:Responses deleted from table->Responses deleted from table:Homepage",clear submit answers,TRAN_NA,6,5,5.6,5,33.6,13
14,stl#User:Clicks update button->User:Clicks update button->Clicks update button:Displays error message indicating why the update failed->Displays error message indicating why the update failed:Homepage,edit page on website,TRAN_NA,4,3,3,3,12,10
15,stl#User:selects page to edit->User:selects page to edit->selects page to edit:Displays message saying page has been updated->Displays message saying page has been updated:Displays error message indicating why the update failed->Displays error message indicating why the update failed:Homepage,edit page on website,TRAN_NA,5,4,3.5,4,17.5,13
16,stl#User:Modifies the text that displays on that page->User:Modifies the text that displays on that page->Modifies the text that displays on that page:Displays message saying page has been updated->Displays message saying page has been updated:Displays error message indicating why the update failed->Displays error message indicating why the update failed:Homepage,edit page on website,CTRL;EXTCLL;INT,5,4,3.5,4,17.5,8
17,stl#User:Click on login in page->User:Click on login in page->Click on login in page:imput usename and password ->imput usename and password :validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,login,TRAN_NA,6,5,2.2,5,13.2,12
18,stl#User:User does not select any radio button->User:User does not select any radio button->User does not select any radio button:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,login,TRAN_NA,5,4,2.25,4,11.25,12
19,stl#User:Click Continue button->User:Click Continue button->Click Continue button:imput usename and password ->imput usename and password :validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,login,TRAN_NA,6,5,2.6,5,15.6,14
20,stl#User:Click Continue button->User:Click Continue button->Click Continue button:Returns staff member to combat conflict front page->Returns staff member to combat conflict front page:show confirmation->show confirmation:Homepage->Homepage:Browser alerts user that they have not selected any option,logout,TRAN_NA,6,5,4.4,5,26.4,4
21,stl#User:Click Continue button->User:Click Continue button->Click Continue button:Returns staff member to combat conflict front page->Returns staff member to combat conflict front page:Browser alerts user that they have not selected any option,logout,TRAN_NA,4,3,5,3,20,16
22,stl#User:User does not select any radio button->User:User does not select any radio button->User does not select any radio button:Browser alerts user that they have not selected any option,logout,TRAN_NA,3,2,3,2,9,5
23,stl#User:Homepage->User:Homepage->Homepage:Browser alerts user that they have not selected any option,logout,TRAN_NA,3,2,3.5,2,10.5,7
24,"stl#User:Click logout button	->User:Click logout button	->Click logout button	:Returns staff member to combat conflict front page->Returns staff member to combat conflict front page:show confirmation->show confirmation:Homepage->Homepage:Browser alerts user that they have not selected any option",logout,TRAN_NA,6,5,3.6,5,21.6,10
25,"stl#User:Click logout button	->User:Click logout button	->Click logout button	:Returns staff member to combat conflict front page->Returns staff member to combat conflict front page:Browser alerts user that they have not selected any option",logout,TRAN_NA,4,3,3.666666667,3,14.66666667,7
26,stl#User:Click Continue button->User:Click Continue button->Click Continue button:Browser alerts user that they have not selected any option,provide information,TRAN_NA,3,2,3.5,2,10.5,3
27,stl#User:Click on Civilian or veteran radio button->User:Click on Civilian or veteran radio button->Click on Civilian or veteran radio button:System loads and displays first scenario->System loads and displays first scenario:Browser alerts user that they have not selected any option,provide information,TRAN_NA,4,3,3,3,12,6
28,stl#User:Click Continue button->User:Click Continue button->Click Continue button:System loads and displays first scenario->System loads and displays first scenario:Browser alerts user that they have not selected any option,provide information,TRAN_NA,4,3,3,3,12,14
29,stl#User:clicks on radio buttons of answers->User:clicks on radio buttons of answers->clicks on radio buttons of answers:System loads and displays first scenario->System loads and displays first scenario:Answers from page stored as cookie->Answers from page stored as cookie:loads next scenario->loads next scenario:stores answers in database->stores answers in database:displays thank you message ->displays thank you message :Homepage,take scenario pre-assignment,CTRL;EXTCLL;INT,8,7,4.714285714,7,37.71428571,13
30,"stl#User:User reads scenario description	->User:User reads scenario description	->User reads scenario description	:System loads and displays first scenario->System loads and displays first scenario:Answers from page stored as cookie->Answers from page stored as cookie:loads next scenario->loads next scenario:stores answers in database->stores answers in database:displays thank you message ->displays thank you message :Homepage",take scenario pre-assignment,CTRL;EXTCLL;INT,8,7,4.714285714,7,37.71428571,7
31,stl#User:Click Continue button->User:Click Continue button->Click Continue button:Answers from page stored as cookie->Answers from page stored as cookie:loads next scenario->loads next scenario:stores answers in database->stores answers in database:displays thank you message ->displays thank you message :Homepage,take scenario pre-assignment,TRAN_NA,7,6,3.666666667,6,25.66666667,4
32,stl#User:clicks continue button->User:clicks continue button->clicks continue button:System loads and displays first scenario->System loads and displays first scenario:Answers from page stored as cookie->Answers from page stored as cookie:loads next scenario->loads next scenario:stores answers in database->stores answers in database:displays thank you message ->displays thank you message :Homepage,take scenario pre-assignment,TRAN_NA,8,7,4,7,32,13
1,stl#User:Homepage->User:Homepage,Login,CTRL;EXTCLL;INT,2,8,4,1,8,2
2,stl#User:Login in page->User:Login in page->Login in page:input usename and password->input usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Login in page->Login in page:input usename and password,Login,TRAN_NA,7,13,3,6,21,3
3,stl#User:Login in page->User:Login in page->Login in page:input usename and password->input usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Login,TRAN_NA,6,19,3,5,18,12
4,stl#User:confirm logout button->User:confirm logout button->confirm logout button:validate usename and password->validate usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,6,12,4.2,5,25.2,5
5,stl#User:confirm logout button->User:confirm logout button->confirm logout button:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,5,11,4.25,4,21.25,5
6,stl#User:Logout page->User:Logout page->Logout page:validate usename and password->validate usename and password:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,6,12,4.2,5,25.2,2
7,stl#User:Logout page->User:Logout page->Logout page:validate usename and password->validate usename and password:show confirmation->show confirmation:Homepage,Logout,CTRL;EXTCLL;INT,5,11,4.25,4,21.25,7
8,stl#User:chooses desired to learn language ->User:chooses desired to learn language ->chooses desired to learn language :checks language preferences for each language learner ->checks language preferences for each language learner :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,8,18,7,7,56,4
9,stl#User:chooses desired to learn language ->User:chooses desired to learn language ->chooses desired to learn language :checks language preferences for each language learner ->checks language preferences for each language learner :Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,6,16,6.2,5,37.2,6
10,stl#User:clicks match button->User:clicks match button->clicks match button:checks language preferences for each language learner ->checks language preferences for each language learner :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,TRAN_NA,8,14,5.857142857,7,46.85714286,13
11,stl#User:clicks match button->User:clicks match button->clicks match button:checks language preferences for each language learner ->checks language preferences for each language learner :Show a list of Language Learners ->Show a list of Language Learners :show confirmation->show confirmation:Homepage,Search for Native Speaker,TRAN_NA,6,12,4.6,5,27.6,4
12,stl#User:Click send message button->User:Click send message button->Click send message button:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,8,14,4.571428571,7,36.57142857,11
13,stl#User:Click send message button->User:Click send message button->Click send message button:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,6,5,5.4,5,32.4,13
14,stl#User:Click send message button->User:Click send message button->Click send message button:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,13,5,6,35,8
15,stl#User:Type message content->User:Type message content->Type message content:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,27,5.833333333,6,40.83333333,14
16,stl#User:Type message content->User:Type message content->Type message content:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,5,18,7.5,4,37.5,6
17,stl#User:Type message content->User:Type message content->Type message content:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,6,26,6.6,5,39.6,10
18,stl#User:Go to the profile of other language learner->User:Go to the profile of other language learner->Go to the profile of other language learner:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,8,18,4.428571429,7,35.42857143,4
19,stl#User:Go to the profile of other language learner->User:Go to the profile of other language learner->Go to the profile of other language learner:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,6,9,5.2,5,31.2,1
20,stl#User:Go to the profile of other language learner->User:Go to the profile of other language learner->Go to the profile of other language learner:brings Language Learner to send message page->brings Language Learner to send message page:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,17,4.833333333,6,33.83333333,2
21,stl#User:Click send button->User:Click send button->Click send button:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,7,20,4.833333333,6,33.83333333,2
22,stl#User:Click send button->User:Click send button->Click send button:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:message db,Send Messages to other Language Learner,TRAN_NA,5,11,6,4,30,4
23,stl#User:Click send button->User:Click send button->Click send button:System check that message is not empty->System check that message is not empty:System saves message into database and show send successful message->System saves message into database and show send successful message:show confirmation->show confirmation:Homepage,Send Messages to other Language Learner,TRAN_NA,6,19,5.4,5,32.4,2
24,stl#User:clicks submit button->User:clicks submit button->clicks submit button:checks whether username/email already exist ->checks whether username/email already exist :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Signup,CTRL;EXTCLL;INT,8,14,2.142857143,7,17.14285714,5
25,stl#User:inputs all required fields->User:inputs all required fields->inputs all required fields:checks whether username/email already exist ->checks whether username/email already exist :checks whether Language Learner inputs all required fields->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs->creates account for Language Learner based on their inputs:logs Language Learner into the system->logs Language Learner into the system:show confirmation->show confirmation:Homepage,Signup,CTRL;EXTCLL;INT,8,14,2.285714286,7,18.28571429,13
1,stl#User:Homepage->User:Homepage,UC10: Create blog,CTRL,2,1,2,1,4,1
2,stl#User:Click post blog->User:Click post blog->Click post blog:Redirect to write blog page->Redirect to write blog page:New blog is posted on website ->New blog is posted on website :added into database->added into database:blog db,UC10: Create blog,CTRL,6,5,5.2,5,31.2,7
3,stl#User:Click post blog->User:Click post blog->Click post blog:Redirect to write blog page->Redirect to write blog page:New blog is posted on website ->New blog is posted on website :added into database->added into database:Homepage,UC10: Create blog,CTRL,6,5,4.4,5,26.4,15
4,stl#User:Write new blog and click post->User:Write new blog and click post->Write new blog and click post:New blog is posted on website ->New blog is posted on website :added into database->added into database:blog db,UC10: Create blog,CTRL,5,4,5,4,25,14
5,stl#User:Write new blog and click post->User:Write new blog and click post->Write new blog and click post:New blog is posted on website ->New blog is posted on website :added into database->added into database:Homepage,UC10: Create blog,CTRL,5,4,4,4,20,3
6,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:show confirmation page->show confirmation page:comment db,UC11: write comments,CTRL,5,4,4.5,4,22.5,14
7,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:show confirmation page->show confirmation page:Homepage,UC11: write comments,CTRL,5,4,5.75,4,28.75,3
8,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:comment db,UC11: write comments,CTRL,6,5,4,5,24,11
9,stl#User:Click post page->User:Click post page->Click post page:Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:Homepage,UC11: write comments,CTRL,6,5,5,5,30,2
10,stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:comment db,UC11: write comments,CTRL,5,4,3.25,4,16.25,7
11,stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :show confirmation page->show confirmation page:Homepage,UC11: write comments,CTRL,5,4,4.5,4,22.5,10
12,"stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC12: Search product,CTRL,5,4,3,4,15,16
13,"stl#User:Input new information about the product and click Create.->User:Input new information about the product and click Create.->Input new information about the product and click Create.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC12: Search product,CTRL,5,4,3.5,4,17.5,15
14,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC12: Search product,TRAN_NA,5,4,2.5,4,12.5,1
15,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC12: Search product,TRAN_NA,5,4,3,4,15,10
16,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC12: Search product,TRAN_NA,6,5,2.4,5,14.4,9
17,"stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC12: Search product,TRAN_NA,6,5,2.8,5,16.8,16
18,stl#User:Enter search name and click ��search�� in main page->User:Enter search name and click ��search�� in main page->Enter search name and click ��search�� in main page:Redirect to main page with a list of product matches the result->Redirect to main page with a list of product matches the result:Homepage,UC12: Search product,TRAN_NA,4,3,2.666666667,3,10.66666667,6
19,"stl#User:Vendor click Create button ->User:Vendor click Create button ->Vendor click Create button :Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":product db",UC13: Check Information,CTRL,6,5,3.6,5,21.6,2
20,"stl#User:Vendor click Create button ->User:Vendor click Create button ->Vendor click Create button :Redirect vendor to the product Create page.->Redirect vendor to the product Create page.:Update the new information in product page ->Update the new information in product page :and send a dialog ��Create success""->and send a dialog ��Create success"":Homepage",UC13: Check Information,CTRL,6,5,4.2,5,25.2,3
21,"stl#User:Click ��unshipped orders��	->User:Click ��unshipped orders��	->Click ��unshipped orders��	:Redirect to main page with a list of unshipped orders->Redirect to main page with a list of unshipped orders:Homepage",UC13: Check Information,TRAN_NA,4,3,2,3,8,7
22,stl#User:Assign a unique code vendor��s email address and Click ��add vendor��->User:Assign a unique code vendor��s email address and Click ��add vendor��->Assign a unique code vendor��s email address and Click ��add vendor��:Vendor��s email will get the unique code for registration and the vendor will be added in vendor list->Vendor��s email will get the unique code for registration and the vendor will be added in vendor list:Homepage,UC14: Approve new venders,TRAN_NA,4,3,1.333333333,3,5.333333333,14
23,stl#User:Change the role in detail page from vendor and click update user->User:Change the role in detail page from vendor and click update user->Change the role in detail page from vendor and click update user:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage,UC15: Manage venders,TRAN_NA,4,3,3.333333333,3,13.33333333,16
24,"stl#User:	Click Edit	->User:	Click Edit	->	Click Edit	:Redirect to a page shows vendor details->Redirect to a page shows vendor details:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage",UC15: Manage venders,TRAN_NA,5,4,2.5,4,12.5,3
25,"stl#User:Click Users all users tab->User:Click Users all users tab->Click Users all users tab:Redirect user to a user page listed with all users->Redirect user to a user page listed with all users:	Edit and remove button appears->	Edit and remove button appears:Redirect to a page shows vendor details->Redirect to a page shows vendor details:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage",UC15: Manage venders,TRAN_NA,7,6,3.166666667,6,22.16666667,13
26,"stl#User:Move mouse on the vendor��s name->User:Move mouse on the vendor��s name->Move mouse on the vendor��s name:	Edit and remove button appears->	Edit and remove button appears:Redirect to a page shows vendor details->Redirect to a page shows vendor details:Notify the admin that the user is updated->Notify the admin that the user is updated:Homepage",UC15: Manage venders,TRAN_NA,6,5,3,5,18,11
27,stl#User:Change the information and click save->User:Change the information and click save->Change the information and click save:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:blog db,UC16: Manage account setting,CTRL,5,4,2,4,10,3
28,stl#User:Change the information and click save->User:Change the information and click save->Change the information and click save:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:Homepage,UC16: Manage account setting,CTRL,5,4,3.25,4,16.25,7
29,stl#User:Change the information and click save->User:Change the information and click save->Change the information and click save:Notify user the new setting has been saved.->Notify user the new setting has been saved.:Homepage,UC16: Manage account setting,CTRL,4,3,3.666666667,3,14.66666667,2
30,"stl#User:Click edit button for changing specific setting->User:Click edit button for changing specific setting->Click edit button for changing specific setting:	Redirect user to a page for filling the new information of the specific account information.->	Redirect user to a page for filling the new information of the specific account information.:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:blog db",UC16: Manage account setting,CTRL,6,5,3,5,18,13
31,"stl#User:Click edit button for changing specific setting->User:Click edit button for changing specific setting->Click edit button for changing specific setting:	Redirect user to a page for filling the new information of the specific account information.->	Redirect user to a page for filling the new information of the specific account information.:Notify user the new setting has been saved.->Notify user the new setting has been saved.:added into database->added into database:Homepage",UC16: Manage account setting,CTRL,6,5,4,5,24,10
32,"stl#User:Click edit button for changing specific setting->User:Click edit button for changing specific setting->Click edit button for changing specific setting:	Redirect user to a page for filling the new information of the specific account information.->	Redirect user to a page for filling the new information of the specific account information.:Notify user the new setting has been saved.->Notify user the new setting has been saved.:Homepage",UC16: Manage account setting,CTRL,5,4,4.5,4,22.5,14
33,"stl#User:Fill all information required and click send through proceed to edit	->User:Fill all information required and click send through proceed to edit	->Fill all information required and click send through proceed to edit	:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage",UC17: Newsletter,CTRL,4,3,3,3,12,4
34,stl#User:Click Newsletter tag->User:Click Newsletter tag->Click Newsletter tag:Redirect admin to newsletter main page->Redirect admin to newsletter main page:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:newsletter ,UC17: Newsletter,TRAN_NA,6,5,2.8,5,16.8,6
35,stl#User:Click Newsletter tag->User:Click Newsletter tag->Click Newsletter tag:Redirect admin to newsletter main page->Redirect admin to newsletter main page:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage,UC17: Newsletter,TRAN_NA,7,6,2.833333333,6,19.83333333,6
36,stl#User:Click +new->User:Click +new->Click +new:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:newsletter ,UC17: Newsletter,TRAN_NA,5,4,3.25,4,16.25,15
37,stl#User:Click +new->User:Click +new->Click +new:Redirect admin select a new theme of newsletter->Redirect admin select a new theme of newsletter:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage,UC17: Newsletter,TRAN_NA,6,5,3.2,5,19.2,14
38,stl#User:Select a theme->User:Select a theme->Select a theme:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:newsletter ,UC17: Newsletter,TRAN_NA,4,3,3.666666667,3,14.66666667,14
39,stl#User:Select a theme->User:Select a theme->Select a theme:Redirect to detail page of creating a newsletter->Redirect to detail page of creating a newsletter:Notify the admin the newsletter is sent->Notify the admin the newsletter is sent:Homepage,UC17: Newsletter,TRAN_NA,5,4,3.5,4,17.5,2
40,stl#User:Move mouse on the product and click quick edit->User:Move mouse on the product and click quick edit->Move mouse on the product and click quick edit:Shows product details->Shows product details:newsletter ,UC18: Apprive pending products,TRAN_NA,4,3,3.333333333,3,13.33333333,11
41,stl#User:Move mouse on the product and click quick edit->User:Move mouse on the product and click quick edit->Move mouse on the product and click quick edit:Shows product details->Shows product details:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage,UC18: Apprive pending products,TRAN_NA,5,4,3.25,4,16.25,7
42,"stl#User:Change the status from pending review to publish and click update	->User:Change the status from pending review to publish and click update	->Change the status from pending review to publish and click update	:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage",UC18: Apprive pending products,TRAN_NA,4,3,3,3,12,7
43,stl#User:Click Products products tab->User:Click Products products tab->Click Products products tab:Redirect to all product list->Redirect to all product list:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:newsletter ,UC18: Apprive pending products,TRAN_NA,6,5,2.8,5,16.8,8
44,stl#User:Click Products products tab->User:Click Products products tab->Click Products products tab:Redirect to all product list->Redirect to all product list:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage,UC18: Apprive pending products,TRAN_NA,7,6,2.833333333,6,19.83333333,3
45,stl#User:Click pending->User:Click pending->Click pending:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:newsletter ,UC18: Apprive pending products,TRAN_NA,5,4,3,4,15,6
46,stl#User:Click pending->User:Click pending->Click pending:Redirect to pending product list->Redirect to pending product list:Shows product details->Shows product details:Notify the admin that the product is updated->Notify the admin that the product is updated:Homepage,UC18: Apprive pending products,TRAN_NA,6,5,3,5,18,7
47,stl#User:Check email information for the customer and send the email manually->User:Check email information for the customer and send the email manually->Check email information for the customer and send the email manually:show confirmation page->show confirmation page:Homepage,UC19: Email,CTRL,4,3,2.333333333,3,9.333333333,13
48,stl#User:enter username and password and click enter->User:enter username and password and click enter->enter username and password and click enter:Check whether username and password is true.->Check whether username and password is true.:Redirect user to user��s main page->Redirect user to user��s main page:Homepage,UC1:Login,TRAN_NA,5,4,2.75,4,13.75,12
49,stl#User:Fill in all required data click submit->User:Fill in all required data click submit->Fill in all required data click submit:Add new user record into database->Add new user record into database:Redirect user to main page->Redirect user to main page:Homepage,UC4: Vender Registratoin,TRAN_NA,5,4,1.25,4,6.25,12
50,stl#User:Click ��add to cart�� button of the product->User:Click ��add to cart�� button of the product->Click ��add to cart�� button of the product:Add the product in customer��s pending buying list->Add the product in customer��s pending buying list:Show confirmation page->Show confirmation page:Homepage,UC5: Manage cart,TRAN_NA,5,4,2,4,10,13
