id,element,type,outbound_degree,inbound_degree,diagram,useCase
99,User,actor,1,0,Update Database,Update Database
100,Algortihm to scale,control,2,1,Algorithm,Algorithm
101,Show Rank,boundary,0,2,Algorithm,Algorithm
102,User,actor,1,0,Algorithm,Algorithm
103,Score,entity,1,0,Algorithm,Algorithm
104,Update Rank,control,0,1,Algorithm,Algorithm
105,Battle,entity,0,1,Increase Difficulty accordingly,Increase Difficulty accordingly
106,Battle Scene,boundary,3,1,Increase Difficulty accordingly,Increase Difficulty accordingly
107,Increase Opponenent Weapons,control,0,2,Increase Difficulty accordingly,Increase Difficulty accordingly
108,Increase Closing-in speed,control,1,2,Increase Difficulty accordingly,Increase Difficulty accordingly
109,Increase Number of Army,control,4,1,Increase Difficulty accordingly,Increase Difficulty accordingly
110,User Master,entity,0,1,Increase Difficulty accordingly,Increase Difficulty accordingly
111,Achievements,entity,0,1,Increase Difficulty accordingly,Increase Difficulty accordingly
112,User,actor,1,0,Increase Difficulty accordingly,Increase Difficulty accordingly
113,Retrieve Score,entity,2,1,Get Score,Get Score
114,USer Master,entity,0,1,Get Score,Get Score
115,Battle,entity,0,1,Get Score,Get Score
116,ScoreCards,boundary,1,1,Get Score,Get Score
117,User,actor,1,0,Get Score,Get Score
118,VR mode,boundary,1,1,Render Battle scene,Render Battle scene
119,Ar Mode,boundary,1,1,Render Battle scene,Render Battle scene
120,If not in Hawaii,control,0,2,Render Battle scene,Render Battle scene
121,if in Hawaii,control,1,1,Render Battle scene,Render Battle scene
122,Check Location,control,1,2,Render Battle scene,Render Battle scene
123,Location,entity,1,0,Render Battle scene,Render Battle scene
124,User,actor,2,0,Render Battle scene,Render Battle scene
125,Get army information,control,1,1,Render Army,Render Army
126,Army men ,boundary,2,0,Render Army,Render Army
127,Enemy,entity,0,1,Render Army,Render Army
128,User,actor,0,1,Render Army,Render Army
129,Update Minimap,control,0,1,Render Minimap,Render Minimap
130,Check if the enemy is hit with the balll,control,0,1,Render Minimap,Render Minimap
131,Minimap ,boundary,2,1,Render Minimap,Render Minimap
132,User,actor,1,0,Render Minimap,Render Minimap
133,Single Weapon ,boundary,1,1,Use Weapon,Use Weapon
134,Decrease inventory count,control,1,1,Use Weapon,Use Weapon
135,Flick Weapon,control,2,1,Use Weapon,Use Weapon
136,Check if weapon availble,control,1,1,Use Weapon,Use Weapon
137,Weapons Inventory,entity,0,2,Use Weapon,Use Weapon
138,User,actor,1,0,Use Weapon,Use Weapon
139,Increase Number of spawn,control,0,2,Increase difficulty ,Increase difficulty 
140,Make Difficult to hit,control,1,1,Increase difficulty ,Increase difficulty 
141,Increase Speed,control,1,1,Increase difficulty ,Increase difficulty 
142,Time Elapsed,control,0,1,Increase difficulty ,Increase difficulty 
143,Get Number of tikimen killed in that round,control,0,1,Increase difficulty ,Increase difficulty 
144,Algorithm,control,5,1,Increase difficulty ,Increase difficulty 
145,Get level,control,1,1,Increase difficulty ,Increase difficulty 
146,User Account,entity,0,1,Increase difficulty ,Increase difficulty 
147,Army Men,boundary,2,2,Increase difficulty ,Increase difficulty 
148,User,actor,1,0,Increase difficulty ,Increase difficulty 
149,Destroy Enemy,control,0,1,Update Screen,Update Screen
150,Updated Army,boundary,0,2,Update Screen,Update Screen
151,Check for the number of tikimen killed,control,3,0,Update Screen,Update Screen
152,Updated Minimap,boundary,0,2,Update Screen,Update Screen
153,User,actor,2,0,Update Screen,Update Screen
154,Single weapon,boundary,1,1,Change Weapon,Change Weapon
155,Choose a main weapon,control,0,2,Change Weapon,Change Weapon
156,Display weapons,control,1,2,Change Weapon,Change Weapon
157,Check if weapon availble,control,2,0,Change Weapon,Change Weapon
158,User Account,entity,0,1,Change Weapon,Change Weapon
159,Weapons Bar,boundary,1,1,Change Weapon,Change Weapon
160,User,actor,2,0,Change Weapon,Change Weapon
161,Update Database,control,1,1,Calculate score ,Calculate score 
162,Calculate Score,control,1,2,Calculate score ,Calculate score 
163,Display score at end of battle,boundary,1,1,Calculate score ,Calculate score 
164,Count the number of enemies killed,control,1,0,Calculate score ,Calculate score 
165,User Account,boundary,0,1,Calculate score ,Calculate score 
166,User,actor,1,0,Calculate score ,Calculate score 
167,VR scene library,entity,1,0,Navigate in VR Mode,Navigate in VR Mode
168,Select battle location,control,2,2,Navigate in VR Mode,Navigate in VR Mode
169,VR Map,boundary,1,1,Navigate in VR Mode,Navigate in VR Mode
170,User,actor,1,0,Navigate in VR Mode,Navigate in VR Mode
