id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
42,User:Invalid input message-->Invalid input message:OCR read the medical information-->OCR read the medical information:update the recognized information into database.-->update the recognized information into database.:Doctor,EQ,1,4,3,1,0,boundary->control->boundary->boundary
43,User:Invalid input message-->Invalid input message:OCR read the medical information-->OCR read the medical information:non matched doctor,EQ,1,3,2,1,0,boundary->control->boundary
44,User:unable to recoginize information from photo,EQ,0,1,1,0,0,boundary
45,User:photo list-->photo list:OCR read the medical information-->OCR read the medical information:unable to recoginize information from photo,EQ,0,3,2,1,0,boundary->control->boundary
46,User:photo list-->photo list:OCR read the medical information-->OCR read the medical information:update the recognized information into database.-->update the recognized information into database.:Price,EQ,1,4,2,2,0,boundary->control->boundary->control
47,User:Share price through picture capture button-->Share price through picture capture button:load photo from library-->load photo from library:photo list-->photo list:OCR read the medical information-->OCR read the medical information:unable to recoginize information from photo,EQ,1,5,3,1,1,actor->boundary->boundary->control->boundary
48,User:Share price through picture capture button-->Share price through picture capture button:load photo from library-->load photo from library:photo list-->photo list:OCR read the medical information-->OCR read the medical information:update the recognized information into database.-->update the recognized information into database.:Price,EQ,2,6,3,2,1,actor->boundary->boundary->control->boundary->control
49,User:price detail input page-->price detail input page:verify input price information-->verify input price information:save input price information-->save input price information:profile,EI,1,4,0,3,1,control->control->control->entity
50,User:price detail input page-->price detail input page:verify input price information-->verify input price information:input information invalid error message,EO,0,3,1,2,0,control->control->boundary
51,User:Share price button-->Share price button:diplay price input page-->diplay price input page:price detail input page-->price detail input page:verify input price information-->verify input price information:save input price information-->save input price information:profile,EI,1,6,0,5,1,control->control->control->control->control->entity
52,User:Share price button-->Share price button:diplay price input page-->diplay price input page:price detail input page-->price detail input page:verify input price information-->verify input price information:input information invalid error message,EO,0,5,1,4,0,control->control->control->control->boundary
53,User:input information invalid error message,EQ,0,1,1,0,0,boundary
54,User:feature detail-->feature detail:update feature detail-->update feature detail:feature,EQ,0,3,3,0,0,boundary->boundary->boundary
55,User:Invalid information error message-->Invalid information error message:update feature detail-->update feature detail:feature,EQ,0,3,3,0,0,boundary->boundary->boundary
56,User:Feature List-->Feature List:redirect to feature page-->redirect to feature page:feature detail-->feature detail:update feature detail-->update feature detail:feature,EQ,0,5,4,1,0,boundary->control->boundary->boundary->boundary
57,User:Feature List-->Feature List:redirect to feature page-->redirect to feature page:Invalid information error message-->Invalid information error message:update feature detail-->update feature detail:feature,EQ,0,5,4,1,0,boundary->control->boundary->boundary->boundary
