id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
47,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:user information page-->user information page:check the status of user-->check the status of user:wrong action message,EQ,0,6,3,0,3,boundary->boundary->entity->entity->entity->boundary
48,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:user information page-->user information page:check the status of user-->check the status of user:activate user status-->activate user status:status chage success message,EQ,1,7,3,0,4,boundary->boundary->entity->entity->entity->entity->boundary
49,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:user information page-->user information page:check the status of user-->check the status of user:activate user status-->activate user status:user info,EI,0,7,2,0,5,boundary->boundary->entity->entity->entity->entity->entity
50,User:user information page-->user information page:check the status of user-->check the status of user:wrong action message,EO,0,3,1,0,2,entity->entity->boundary
51,User:user information page-->user information page:check the status of user-->check the status of user:activate user status-->activate user status:status chage success message,EO,1,4,1,0,3,entity->entity->entity->boundary
52,User:user information page-->user information page:check the status of user-->check the status of user:activate user status-->activate user status:user info,EQ,0,4,0,0,4,entity->entity->entity->entity
53,User:case information page,EQ,0,1,1,0,0,boundary
54,User:case list-->case list:Send request to case database-->Send request to case database:case,EQ,0,3,3,0,0,boundary->boundary->boundary
55,User:case list-->case list:Send request to case database-->Send request to case database:return to the case information page-->return to the case information page:redirect the user to the corresponding role's main page-->redirect the user to the corresponding role's main page:corresponding role's main page,EQ,2,5,4,1,0,boundary->boundary->boundary->control->boundary
56,User:case list-->case list:Send request to case database-->Send request to case database:return to the case information page-->return to the case information page:case information page,EQ,1,4,4,0,0,boundary->boundary->boundary->boundary
57,User:user information page-->user information page:validate the information-->validate the information:validation failed message,EQ,0,3,3,0,0,boundary->boundary->boundary
58,User:user information page-->user information page:validate the information-->validate the information:insert user information-->insert user information:user info,EI,0,4,2,1,1,boundary->boundary->control->entity
59,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:user information page-->user information page:validate the information-->validate the information:validation failed message,EQ,1,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
60,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:user information page-->user information page:validate the information-->validate the information:insert user information-->insert user information:user info,EI,1,7,5,1,1,boundary->boundary->boundary->boundary->boundary->control->entity
61,User: case info page for editing--> case info page for editing:validate case input information-->validate case input information:redirect to new case page-->redirect to new case page:case info page,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
62,User: case info page for editing--> case info page for editing:validate case input information-->validate case input information:invalid  ifnormation message,EQ,1,3,3,0,0,boundary->boundary->boundary
63,User: case info page for editing--> case info page for editing:validate case input information-->validate case input information:case information database,EQ,1,3,3,0,0,boundary->boundary->boundary
64,User:case info page,EQ,0,1,1,0,0,boundary
65,User:invalid  ifnormation message,EQ,0,1,1,0,0,boundary
66,User:case information page-->case information page:validate the role of user-->validate the role of user:return case info page for editing-->return case info page for editing: case info page for editing--> case info page for editing:validate case input information-->validate case input information:redirect to new case page-->redirect to new case page:case info page,EQ,2,7,7,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary
67,User:case information page-->case information page:validate the role of user-->validate the role of user:return case info page for editing-->return case info page for editing: case info page for editing--> case info page for editing:validate case input information-->validate case input information:invalid  ifnormation message,EQ,3,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
68,User:case information page-->case information page:validate the role of user-->validate the role of user:return case info page for editing-->return case info page for editing: case info page for editing--> case info page for editing:validate case input information-->validate case input information:case information database,EQ,3,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
69,User:case information page-->case information page:validate the role of user-->validate the role of user:User info,EI,1,3,2,0,1,boundary->boundary->entity
70,User:case list-->case list:send request to case database-->send request to case database:display case information list page-->display case information list page:case information page-->case information page:validate the role of user-->validate the role of user:return case info page for editing-->return case info page for editing: case info page for editing--> case info page for editing:validate case input information-->validate case input information:redirect to new case page-->redirect to new case page:case info page,EO,3,10,8,1,1,entity->control->boundary->boundary->boundary->boundary->boundary->boundary->boundary->boundary
71,User:case list-->case list:send request to case database-->send request to case database:display case information list page-->display case information list page:case information page-->case information page:validate the role of user-->validate the role of user:return case info page for editing-->return case info page for editing: case info page for editing--> case info page for editing:validate case input information-->validate case input information:invalid  ifnormation message,EO,4,9,7,1,1,entity->control->boundary->boundary->boundary->boundary->boundary->boundary->boundary
72,User:case list-->case list:send request to case database-->send request to case database:display case information list page-->display case information list page:case information page-->case information page:validate the role of user-->validate the role of user:return case info page for editing-->return case info page for editing: case info page for editing--> case info page for editing:validate case input information-->validate case input information:case information database,EO,4,9,7,1,1,entity->control->boundary->boundary->boundary->boundary->boundary->boundary->boundary
73,User:case list-->case list:send request to case database-->send request to case database:display case information list page-->display case information list page:case information page-->case information page:validate the role of user-->validate the role of user:User info,EQ,2,6,3,1,2,entity->control->boundary->boundary->boundary->entity
74,User:case list-->case list:send request to case database-->send request to case database:case information database,EO,1,3,1,1,1,entity->control->boundary
75,User:user information page-->user information page:validate the information-->validate the information:edit user information-->edit user information:validation success information,EQ,1,4,3,0,1,boundary->boundary->entity->boundary
76,User:user information page-->user information page:validate the information-->validate the information:edit user information-->edit user information:user info,EI,0,4,2,0,2,boundary->boundary->entity->entity
77,User:validation success information,EQ,1,1,1,0,0,boundary
78,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:user information page-->user information page:validate the information-->validate the information:edit user information-->edit user information:validation success information,EQ,2,7,6,0,1,boundary->boundary->boundary->boundary->boundary->entity->boundary
79,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:user information page-->user information page:validate the information-->validate the information:edit user information-->edit user information:user info,EI,1,7,5,0,2,boundary->boundary->boundary->boundary->boundary->entity->entity
80,User:report button-->report button:validate the role of users-->validate the role of users:validation failed message,EQ,0,3,3,0,0,boundary->boundary->boundary
81,User:report button-->report button:validate the role of users-->validate the role of users:user,EI,1,3,2,0,1,boundary->boundary->entity
82,User:report button-->report button:validate the role of users-->validate the role of users:choose file page-->choose file page:validate file choise-->validate file choise:validation failed message,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
83,User:report button-->report button:validate the role of users-->validate the role of users:choose file page-->choose file page:validate file choise-->validate file choise:generate report page-->generate report page:report page-->report page:print the document-->print the document:printer,EI,4,8,7,1,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary->control
84,User:report button-->report button:validate the role of users-->validate the role of users:choose file page-->choose file page:validate file choise-->validate file choise:document database,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
85,User:report page-->report page:print the document-->print the document:printer,EI,1,3,2,1,0,boundary->boundary->control
86,User:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:update the password to datebase-->update the password to datebase:reset success message,EQ,2,4,2,2,0,control->boundary->control->boundary
87,User:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:update the password to datebase-->update the password to datebase:case manage page,EQ,2,4,2,2,0,control->boundary->control->boundary
88,User:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:update the password to datebase-->update the password to datebase:User information,EQ,2,4,1,2,1,control->boundary->control->entity
89,User:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:validate fail message,EO,2,3,2,1,0,control->boundary->boundary
90,User:unauthorized action information,EQ,0,1,1,0,0,boundary
91,User:case manage page,EQ,1,1,1,0,0,boundary
92,User:"reset password" button-->"reset password" button:validate the role of user-->validate the role of user:unauthorized action information,EQ,0,3,3,0,0,boundary->boundary->boundary
93,User:"reset password" button-->"reset password" button:validate the role of user-->validate the role of user:return password reset page-->return password reset page:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:update the password to datebase-->update the password to datebase:reset success message,EQ,2,7,4,3,0,boundary->boundary->control->control->boundary->control->boundary
94,User:"reset password" button-->"reset password" button:validate the role of user-->validate the role of user:return password reset page-->return password reset page:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:update the password to datebase-->update the password to datebase:case manage page,EQ,2,7,4,3,0,boundary->boundary->control->control->boundary->control->boundary
95,User:"reset password" button-->"reset password" button:validate the role of user-->validate the role of user:return password reset page-->return password reset page:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:update the password to datebase-->update the password to datebase:User information,EQ,2,7,3,3,1,boundary->boundary->control->control->boundary->control->entity
96,User:"reset password" button-->"reset password" button:validate the role of user-->validate the role of user:return password reset page-->return password reset page:password reset page-->password reset page:Validate the information from password reset page-->Validate the information from password reset page:validate fail message,EQ,2,6,4,2,0,boundary->boundary->control->control->boundary->boundary
97,User:"reset password" button-->"reset password" button:validate the role of user-->validate the role of user:User information,EI,0,3,2,0,1,boundary->boundary->entity
98,User:validate fail message,EQ,0,1,1,0,0,boundary
99,User:update the case information page,EQ,0,1,1,0,0,boundary
100,User:document upload page-->document upload page:validate information of description-->validate information of description:invalid description message,EQ,2,3,3,0,0,boundary->boundary->boundary
101,User:document upload page-->document upload page:validate information of description-->validate information of description:insert document into document db-->insert document into document db:update the case information page,EQ,2,4,3,1,0,boundary->boundary->control->boundary
102,User:document upload page-->document upload page:validate information of description-->validate information of description:insert document into document db-->insert document into document db:document db,EQ,2,4,3,1,0,boundary->boundary->control->boundary
103,User:add vew button-->add vew button:validate the role of user-->validate the role of user:user,EI,1,3,2,0,1,boundary->boundary->entity
104,User:add vew button-->add vew button:validate the role of user-->validate the role of user:unauthorized action message,EQ,0,3,3,0,0,boundary->boundary->boundary
105,User:add vew button-->add vew button:validate the role of user-->validate the role of user:document upload page-->document upload page:validate information of description-->validate information of description:invalid description message,EQ,2,5,5,0,0,boundary->boundary->boundary->boundary->boundary
106,User:add vew button-->add vew button:validate the role of user-->validate the role of user:document upload page-->document upload page:validate information of description-->validate information of description:insert document into document db-->insert document into document db:update the case information page,EQ,2,6,5,1,0,boundary->boundary->boundary->boundary->control->boundary
107,User:add vew button-->add vew button:validate the role of user-->validate the role of user:document upload page-->document upload page:validate information of description-->validate information of description:insert document into document db-->insert document into document db:document db,EQ,2,6,5,1,0,boundary->boundary->boundary->boundary->control->boundary
108,User:invalid description message,EQ,0,1,1,0,0,boundary
109,User:unauthorized action message,EQ,0,1,1,0,0,boundary
110,User:specific document record-->specific document record:validate the role of users-->validate the role of users:download the document-->download the document:user info,EI,1,4,2,1,1,boundary->boundary->control->entity
111,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:specific document record-->specific document record:validate the role of users-->validate the role of users:validation failed message,EQ,0,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
112,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:specific document record-->specific document record:validate the role of users-->validate the role of users:user,EI,1,6,5,0,1,boundary->boundary->boundary->boundary->boundary->entity
113,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:specific document record-->specific document record:validate the role of users-->validate the role of users:download the document-->download the document:file download interface,EI,0,7,5,2,0,boundary->boundary->boundary->boundary->boundary->control->control
114,User:"Use Management" button-->"Use Management" button:validate the role of user-->validate the role of user:return to the user information page-->return to the user information page:specific document record-->specific document record:validate the role of users-->validate the role of users:download the document-->download the document:user info,EI,1,7,5,1,1,boundary->boundary->boundary->boundary->boundary->control->entity
