id,element,useCase,type,outboundDegree,inboundDegree
91,Case Manager:case information page,Create a new case,0,undefined,undefined
92,Creae new case button:validate role of user,Create a new case,0,undefined,undefined
93,Validate the information of description:invalid case information error,Create a new case,0,undefined,undefined
94,Validate the information of description:save case information,Create a new case,0,undefined,undefined
95,case information page:Validate the information of description,Create a new case,0,undefined,undefined
96,save case information:case,Create a new case,0,undefined,undefined
97,validate role of user:case information page,Create a new case,0,undefined,undefined
98,validate role of user:role,Create a new case,0,undefined,undefined
99,save case information:update case information page,Create a new case,0,undefined,undefined
100,save case information:success message,Create a new case,0,undefined,undefined
101,update case information page:success message,Create a new case,0,undefined,undefined
102,validate role of user:unauthorized information message,Create a new case,0,undefined,undefined
103,stl#Administrator:invalid case information error,Create a new case,0,undefined,undefined
104,stl#Administrator:case information page,Create a new case,0,undefined,undefined
105,stl#Administrator:unauthorized information message,Create a new case,0,undefined,undefined
106,stl#Administrator:Creae new case button,Create a new case,0,undefined,undefined
107,stl#Administrator:success message,Create a new case,0,undefined,undefined
108,stl#Case Manager:Creae new case button,Create a new case,0,undefined,undefined
109,stl#Case Manager:unauthorized information message,Create a new case,0,undefined,undefined
110,stl#Case Manager:success message,Create a new case,0,undefined,undefined
111,stl#Case Manager:invalid case information error,Create a new case,0,undefined,undefined
112,stl#Case Manager:case information page,Create a new case,0,undefined,undefined
113,Administrator:case created success message,Create a youth user,0,undefined,undefined
114,Administrator:generate a random password,Create a youth user,0,undefined,undefined
115,Administrator:unauthorized error message,Create a youth user,0,undefined,undefined
116,Administrator:username and received password input,Create a youth user,0,undefined,undefined
117,Administrator:Create user button,Create a youth user,0,undefined,undefined
118,create a case for the user:Case,Create a youth user,0,undefined,undefined
119,Create user button:validate role of user,Create a youth user,0,undefined,undefined
120,insert username and received password into DB:User,Create a youth user,0,undefined,undefined
121,create a case for the user:case created success message,Create a youth user,0,undefined,undefined
122,insert username and received password into DB:create a case for the user,Create a youth user,0,undefined,undefined
123,generate a random password:email password,Create a youth user,0,undefined,undefined
124,validate role of user:generate a random password,Create a youth user,0,undefined,undefined
125,username and received password input:insert username and received password into DB,Create a youth user,0,undefined,undefined
126,validate role of user:role,Create a youth user,0,undefined,undefined
127,validate role of user:unauthorized error message,Create a youth user,0,undefined,undefined
128,stl#Administrator:case created success message,Create a youth user,0,undefined,undefined
129,stl#Administrator:generate a random password,Create a youth user,0,undefined,undefined
130,stl#Administrator:unauthorized error message,Create a youth user,0,undefined,undefined
131,stl#Administrator:username and received password input,Create a youth user,0,undefined,undefined
132,stl#Administrator:Create user button,Create a youth user,0,undefined,undefined
133,User:user management page,Create high-level user,0,undefined,undefined
134,User:User Management Button,Create high-level user,0,undefined,undefined
135,User:information invalid message,Create high-level user,0,undefined,undefined
136,User:create user information page,Create high-level user,0,undefined,undefined
137,User:unauthorized error message,Create high-level user,0,undefined,undefined
138,insert user info:User,Create high-level user,0,undefined,undefined
139,User Management Button:validate role of user,Create high-level user,0,undefined,undefined
140,create user information page:validate input information,Create high-level user,0,undefined,undefined
141,create user information page:create user information page,Create high-level user,0,undefined,undefined
142,user management page:create user information page,Create high-level user,0,undefined,undefined
143,validate input information:information invalid message,Create high-level user,0,undefined,undefined
144,validate input information:insert user info,Create high-level user,0,undefined,undefined
145,validate role of user:role,Create high-level user,0,undefined,undefined
146,validate role of user:unauthorized error message,Create high-level user,0,undefined,undefined
147,validate role of user:user management page,Create high-level user,0,undefined,undefined
148,stl#User:user management page,Create high-level user,0,undefined,undefined
149,stl#User:User Management Button,Create high-level user,0,undefined,undefined
150,stl#User:information invalid message,Create high-level user,0,undefined,undefined
151,stl#User:create user information page,Create high-level user,0,undefined,undefined
152,stl#User:unauthorized error message,Create high-level user,0,undefined,undefined
153,Administrator:case information page,Edit case,0,undefined,undefined
154,Administrator:list of cases,Edit case,0,undefined,undefined
155,Administrator:document upload page,Edit case,0,undefined,undefined
156,Administrator:case information edit page,Edit case,0,undefined,undefined
157,Administrator:unauthorized error message,Edit case,0,undefined,undefined
158,Administrator:informatin invalid error message,Edit case,0,undefined,undefined
159,Administrator:unauthorized error message,Edit case,0,undefined,undefined
160,Administrator:case information edit page,Edit case,0,undefined,undefined
161,Administrator:list of cases,Edit case,0,undefined,undefined
162,Administrator:case information page,Edit case,0,undefined,undefined
163,Case Manager:case information edit page,Edit case,0,undefined,undefined
164,Case Manager:case information page,Edit case,0,undefined,undefined
165,Case Manager:document upload page,Edit case,0,undefined,undefined
166,Case Manager:unauthorized error message,Edit case,0,undefined,undefined
167,Case Manager:informatin invalid error message,Edit case,0,undefined,undefined
168,Case Manager:list of cases,Edit case,0,undefined,undefined
169,query detail of a case:case,Edit case,0,undefined,undefined
170,save case update information:case information,Edit case,0,undefined,undefined
171,case information edit page:validate input information,Edit case,0,undefined,undefined
172,display information edit page:case information edit page,Edit case,0,undefined,undefined
173,case information page:validate role,Edit case,0,undefined,undefined
174,query detail of a case:case information page,Edit case,0,undefined,undefined
175,validate role:display information edit page,Edit case,0,undefined,undefined
176,document upload page:validate role,Edit case,0,undefined,undefined
177,validate input information:informatin invalid error message,Edit case,0,undefined,undefined
178,list of cases:query detail of a case,Edit case,0,undefined,undefined
179,validate role:role,Edit case,0,undefined,undefined
180,validate input information:save case update information,Edit case,0,undefined,undefined
181,validate role:unauthorized error message,Edit case,0,undefined,undefined
182,stl#Administrator:case information page,Edit case,0,undefined,undefined
183,stl#Administrator:list of cases,Edit case,0,undefined,undefined
184,stl#Administrator:document upload page,Edit case,0,undefined,undefined
185,stl#Administrator:case information edit page,Edit case,0,undefined,undefined
186,stl#Administrator:unauthorized error message,Edit case,0,undefined,undefined
187,stl#Administrator:informatin invalid error message,Edit case,0,undefined,undefined
188,stl#Administrator:unauthorized error message,Edit case,0,undefined,undefined
189,stl#Administrator:case information edit page,Edit case,0,undefined,undefined
190,stl#Administrator:list of cases,Edit case,0,undefined,undefined
191,stl#Administrator:case information page,Edit case,0,undefined,undefined
192,stl#Case Manager:case information edit page,Edit case,0,undefined,undefined
193,stl#Case Manager:case information page,Edit case,0,undefined,undefined
194,stl#Case Manager:document upload page,Edit case,0,undefined,undefined
195,stl#Case Manager:unauthorized error message,Edit case,0,undefined,undefined
196,stl#Case Manager:informatin invalid error message,Edit case,0,undefined,undefined
197,stl#Case Manager:list of cases,Edit case,0,undefined,undefined
198,Administrator:user management page,Edit user,0,undefined,undefined
199,Administrator:unauthorized error message,Edit user,0,undefined,undefined
200,Administrator:user information page,Edit user,0,undefined,undefined
201,Administrator:invalid input information error,Edit user,0,undefined,undefined
202,Administrator:User Management Button,Edit user,0,undefined,undefined
203,Administrator:user edit page,Edit user,0,undefined,undefined
204,save input user information:Case,Edit user,0,undefined,undefined
205,query user information:User,Edit user,0,undefined,undefined
206,save input user information:User,Edit user,0,undefined,undefined
207,User Management Button:validate role of user,Edit user,0,undefined,undefined
208,display user edit page:user edit page,Edit user,0,undefined,undefined
209,user information page:display user edit page,Edit user,0,undefined,undefined
210,display user information:user information page,Edit user,0,undefined,undefined
211,save input user information:display user information,Edit user,0,undefined,undefined
212,validate input user information:invalid input information error,Edit user,0,undefined,undefined
213,query user information:user information page,Edit user,0,undefined,undefined
214,user management page:query user information,Edit user,0,undefined,undefined
215,validate role of user:role,Edit user,0,undefined,undefined
216,validate input user information:save input user information,Edit user,0,undefined,undefined
217,validate role of user:unauthorized error message,Edit user,0,undefined,undefined
218,user edit page:validate input user information,Edit user,0,undefined,undefined
219,validate role of user:user management page,Edit user,0,undefined,undefined
220,stl#Administrator:user management page,Edit user,0,undefined,undefined
221,stl#Administrator:unauthorized error message,Edit user,0,undefined,undefined
222,stl#Administrator:user information page,Edit user,0,undefined,undefined
223,stl#Administrator:invalid input information error,Edit user,0,undefined,undefined
224,stl#Administrator:User Management Button,Edit user,0,undefined,undefined
225,stl#Administrator:user edit page,Edit user,0,undefined,undefined
226,Administrator:User management button,Inactivate user,0,undefined,undefined
227,Administrator:unauthorized error message,Inactivate user,0,undefined,undefined
228,Administrator:user is already inactivated error,Inactivate user,0,undefined,undefined
229,Administrator:activation success message,Inactivate user,0,undefined,undefined
230,Administrator:user management page,Inactivate user,0,undefined,undefined
231,inactivtate the user:User,Inactivate user,0,undefined,undefined
232,User management button:validate role of user,Inactivate user,0,undefined,undefined
233,inactivtate the user:activation success message,Inactivate user,0,undefined,undefined
234,check the status of user:inactivtate the user,Inactivate user,0,undefined,undefined
235,check the status of user:user is already inactivated error,Inactivate user,0,undefined,undefined
236,user management page:check the status of user,Inactivate user,0,undefined,undefined
237,validate role of user:role,Inactivate user,0,undefined,undefined
238,validate role of user:unauthorized error message,Inactivate user,0,undefined,undefined
239,validate role of user:user management page,Inactivate user,0,undefined,undefined
240,stl#Administrator:User management button,Inactivate user,0,undefined,undefined
241,stl#Administrator:unauthorized error message,Inactivate user,0,undefined,undefined
242,stl#Administrator:user is already inactivated error,Inactivate user,0,undefined,undefined
243,stl#Administrator:activation success message,Inactivate user,0,undefined,undefined
244,stl#Administrator:user management page,Inactivate user,0,undefined,undefined
245,Administrator:Add new button,Log an activity,0,undefined,undefined
246,Administrator:blank description error,Log an activity,0,undefined,undefined
247,Administrator:activity description page,Log an activity,0,undefined,undefined
248,Administrator:activity description page,Log an activity,0,undefined,undefined
249,Administrator:Add new button,Log an activity,0,undefined,undefined
250,Administrator:blank description error,Log an activity,0,undefined,undefined
251,Case Manager:activity description page,Log an activity,0,undefined,undefined
252,Case Manager:Add new button,Log an activity,0,undefined,undefined
253,Case Manager:blank description error,Log an activity,0,undefined,undefined
254,General staff:activity description page,Log an activity,0,undefined,undefined
255,General staff:Add new button,Log an activity,0,undefined,undefined
256,General staff:blank description error,Log an activity,0,undefined,undefined
257,General staff:Add new button,Log an activity,0,undefined,undefined
258,General staff:activity description page,Log an activity,0,undefined,undefined
259,General staff:blank description error,Log an activity,0,undefined,undefined
260,Add new button:display activity description page,Log an activity,0,undefined,undefined
261,activity description page:validate activity description,Log an activity,0,undefined,undefined
262,display activity description page:activity description page,Log an activity,0,undefined,undefined
263,validate activity description:blank description error,Log an activity,0,undefined,undefined
264,insert activity into case:case information,Log an activity,0,undefined,undefined
265,validate activity description:insert activity into case,Log an activity,0,undefined,undefined
266,validate activity description:role,Log an activity,0,undefined,undefined
267,stl#Administrator:Add new button,Log an activity,0,undefined,undefined
268,stl#Administrator:blank description error,Log an activity,0,undefined,undefined
269,stl#Administrator:activity description page,Log an activity,0,undefined,undefined
270,stl#Administrator:activity description page,Log an activity,0,undefined,undefined
271,stl#Administrator:Add new button,Log an activity,0,undefined,undefined
272,stl#Administrator:blank description error,Log an activity,0,undefined,undefined
273,stl#Case Manager:activity description page,Log an activity,0,undefined,undefined
274,stl#Case Manager:Add new button,Log an activity,0,undefined,undefined
275,stl#Case Manager:blank description error,Log an activity,0,undefined,undefined
276,stl#General staff:activity description page,Log an activity,0,undefined,undefined
277,stl#General staff:Add new button,Log an activity,0,undefined,undefined
278,stl#General staff:blank description error,Log an activity,0,undefined,undefined
279,stl#General staff:Add new button,Log an activity,0,undefined,undefined
280,stl#General staff:activity description page,Log an activity,0,undefined,undefined
281,stl#General staff:blank description error,Log an activity,0,undefined,undefined
282,Administrator:validation failed message,Login,0,undefined,undefined
283,Administrator:Login Page,Login,0,undefined,undefined
284,Administrator:verification code input field,Login,0,undefined,undefined
285,Administrator:home page,Login,0,undefined,undefined
286,Administrator:success message,Login,0,undefined,undefined
287,User:verification code input field,Login,0,undefined,undefined
288,User:success message,Login,0,undefined,undefined
289,User:Login Page,Login,0,undefined,undefined
290,User:home page,Login,0,undefined,undefined
291,User:validation failed message,Login,0,undefined,undefined
292,Login Page:validate input information,Login,0,undefined,undefined
293,save case information:case,Login,0,undefined,undefined
294,redirect to home page:home page,Login,0,undefined,undefined
295,validate password:home page,Login,0,undefined,undefined
296,validation failed message:redirect to home page,Login,0,undefined,undefined
297,save case information:success message,Login,0,undefined,undefined
298,validate password:save case information,Login,0,undefined,undefined
299,validate input information:send verification code,Login,0,undefined,undefined
300,validate input information:user information,Login,0,undefined,undefined
301,validate password:user information,Login,0,undefined,undefined
302,validate password:validation failed message,Login,0,undefined,undefined
303,verification code input field:validate password,Login,0,undefined,undefined
304,stl#Administrator:validation failed message,Login,0,undefined,undefined
305,stl#Administrator:Login Page,Login,0,undefined,undefined
306,stl#Administrator:verification code input field,Login,0,undefined,undefined
307,stl#Administrator:home page,Login,0,undefined,undefined
308,stl#Administrator:success message,Login,0,undefined,undefined
309,stl#User:verification code input field,Login,0,undefined,undefined
310,stl#User:success message,Login,0,undefined,undefined
311,stl#User:Login Page,Login,0,undefined,undefined
312,stl#User:home page,Login,0,undefined,undefined
313,stl#User:validation failed message,Login,0,undefined,undefined
314,Administrator:unauthorized access error,Mass Email,0,undefined,undefined
315,Administrator:Email sent success message,Mass Email,0,undefined,undefined
316,Administrator:send email page,Mass Email,0,undefined,undefined
317,Administrator:User group list,Mass Email,0,undefined,undefined
318,Administrator:unauthorized error message,Mass Email,0,undefined,undefined
319,Case manager:unauthorized access error,Mass Email,0,undefined,undefined
320,Case manager:unauthorized error message,Mass Email,0,undefined,undefined
321,Case manager:send email page,Mass Email,0,undefined,undefined
322,Case manager:Email sent success message,Mass Email,0,undefined,undefined
323,Case manager:User group list,Mass Email,0,undefined,undefined
324,General staff:send email page,Mass Email,0,undefined,undefined
325,General staff:User group list,Mass Email,0,undefined,undefined
326,General staff:Email sent success message,Mass Email,0,undefined,undefined
327,General staff:unauthorized error message,Mass Email,0,undefined,undefined
328,General staff:unauthorized access error,Mass Email,0,undefined,undefined
329,Add activities to case:Case,Mass Email,0,undefined,undefined
330,Add activities to case:Email sent success message,Mass Email,0,undefined,undefined
331,Add activities to case:unauthorized access error,Mass Email,0,undefined,undefined
332,send email:Add activities to case,Mass Email,0,undefined,undefined
333,User group list:validate role of user,Mass Email,0,undefined,undefined
334,load email template:email template,Mass Email,0,undefined,undefined
335,find email address of the selected youth:user,Mass Email,0,undefined,undefined
336,find email address of the selected youth:load email template,Mass Email,0,undefined,undefined
337,validate role of user:find email address of the selected youth,Mass Email,0,undefined,undefined
338,load email template:send email page,Mass Email,0,undefined,undefined
339,send email page:send email,Mass Email,0,undefined,undefined
340,validate role of user:unauthorized error message,Mass Email,0,undefined,undefined
341,stl#Administrator:unauthorized access error,Mass Email,0,undefined,undefined
342,stl#Administrator:Email sent success message,Mass Email,0,undefined,undefined
343,stl#Administrator:send email page,Mass Email,0,undefined,undefined
344,stl#Administrator:User group list,Mass Email,0,undefined,undefined
345,stl#Administrator:unauthorized error message,Mass Email,0,undefined,undefined
346,stl#Case manager:unauthorized access error,Mass Email,0,undefined,undefined
347,stl#Case manager:unauthorized error message,Mass Email,0,undefined,undefined
348,stl#Case manager:send email page,Mass Email,0,undefined,undefined
349,stl#Case manager:Email sent success message,Mass Email,0,undefined,undefined
350,stl#Case manager:User group list,Mass Email,0,undefined,undefined
351,stl#General staff:send email page,Mass Email,0,undefined,undefined
352,stl#General staff:User group list,Mass Email,0,undefined,undefined
353,stl#General staff:Email sent success message,Mass Email,0,undefined,undefined
354,stl#General staff:unauthorized error message,Mass Email,0,undefined,undefined
355,stl#General staff:unauthorized access error,Mass Email,0,undefined,undefined
356,Administrator:Report button,Report generation,0,undefined,undefined
357,Administrator:unauthorized error message,Report generation,0,undefined,undefined
358,Administrator:report detail page,Report generation,0,undefined,undefined
359,Administrator:input information invalid message,Report generation,0,undefined,undefined
360,Administrator:report generation page,Report generation,0,undefined,undefined
361,Case Manager:unauthorized error message,Report generation,0,undefined,undefined
362,Case Manager:input information invalid message,Report generation,0,undefined,undefined
363,Case Manager:report generation page,Report generation,0,undefined,undefined
364,Case Manager:report detail page,Report generation,0,undefined,undefined
365,Case Manager:Report button,Report generation,0,undefined,undefined
366,General staff:report generation page,Report generation,0,undefined,undefined
367,General staff:Report button,Report generation,0,undefined,undefined
368,General staff:unauthorized error message,Report generation,0,undefined,undefined
369,Report button:validate role of user,Report generation,0,undefined,undefined
370,save report to db:case,Report generation,0,undefined,undefined
371,display report generation page:report generation page,Report generation,0,undefined,undefined
372,validate role of user:display report generation page,Report generation,0,undefined,undefined
373,save report to db:document,Report generation,0,undefined,undefined
374,validate input information for the report:input information invalid message,Report generation,0,undefined,undefined
375,report detail page:print,Report generation,0,undefined,undefined
376,save report to db:report detail page,Report generation,0,undefined,undefined
377,report generation page:validate input information for the report,Report generation,0,undefined,undefined
378,validate role of user:role,Report generation,0,undefined,undefined
379,save report to db:user,Report generation,0,undefined,undefined
380,validate input information for the report:save report to db,Report generation,0,undefined,undefined
381,validate role of user:unauthorized error message,Report generation,0,undefined,undefined
382,stl#Administrator:Report button,Report generation,0,undefined,undefined
383,stl#Administrator:unauthorized error message,Report generation,0,undefined,undefined
384,stl#Administrator:report detail page,Report generation,0,undefined,undefined
385,stl#Administrator:input information invalid message,Report generation,0,undefined,undefined
386,stl#Administrator:report generation page,Report generation,0,undefined,undefined
387,stl#Case Manager:unauthorized error message,Report generation,0,undefined,undefined
388,stl#Case Manager:input information invalid message,Report generation,0,undefined,undefined
389,stl#Case Manager:report generation page,Report generation,0,undefined,undefined
390,stl#Case Manager:report detail page,Report generation,0,undefined,undefined
391,stl#Case Manager:Report button,Report generation,0,undefined,undefined
392,stl#General staff:report generation page,Report generation,0,undefined,undefined
393,stl#General staff:Report button,Report generation,0,undefined,undefined
394,stl#General staff:unauthorized error message,Report generation,0,undefined,undefined
395,Administrator:invalid answer for security question,Reset Password,0,undefined,undefined
396,Administrator:case management page,Reset Password,0,undefined,undefined
397,Administrator:reset page,Reset Password,0,undefined,undefined
398,Administrator:Reset password button,Reset Password,0,undefined,undefined
399,Administrator:unauthorized error message,Reset Password,0,undefined,undefined
400,Case Manager:reset page,Reset Password,0,undefined,undefined
401,Case Manager:Reset password button,Reset Password,0,undefined,undefined
402,Case Manager:invalid answer for security question,Reset Password,0,undefined,undefined
403,Case Manager:case management page,Reset Password,0,undefined,undefined
404,Case Manager:unauthorized error message,Reset Password,0,undefined,undefined
405,Reset password button:validate role of user,Reset Password,0,undefined,undefined
406,reset new password:User,Reset Password,0,undefined,undefined
407,reset new password:case management page,Reset Password,0,undefined,undefined
408,validate answer of security question:invalid answer for security question,Reset Password,0,undefined,undefined
409,validate answer of security question:reset new password,Reset Password,0,undefined,undefined
410,reset page:validate answer of security question,Reset Password,0,undefined,undefined
411,validate role of user:reset page,Reset Password,0,undefined,undefined
412,validate role of user:role,Reset Password,0,undefined,undefined
413,validate role of user:unauthorized error message,Reset Password,0,undefined,undefined
414,stl#Administrator:invalid answer for security question,Reset Password,0,undefined,undefined
415,stl#Administrator:case management page,Reset Password,0,undefined,undefined
416,stl#Administrator:reset page,Reset Password,0,undefined,undefined
417,stl#Administrator:Reset password button,Reset Password,0,undefined,undefined
418,stl#Administrator:unauthorized error message,Reset Password,0,undefined,undefined
419,stl#Case Manager:reset page,Reset Password,0,undefined,undefined
420,stl#Case Manager:Reset password button,Reset Password,0,undefined,undefined
421,stl#Case Manager:invalid answer for security question,Reset Password,0,undefined,undefined
422,stl#Case Manager:case management page,Reset Password,0,undefined,undefined
423,stl#Case Manager:unauthorized error message,Reset Password,0,undefined,undefined
424,Administrator:invalid security questions,Reset Security Questions,0,undefined,undefined
425,Administrator:case management page,Reset Security Questions,0,undefined,undefined
426,Administrator:unauthorized error message,Reset Security Questions,0,undefined,undefined
427,Administrator:security questions reset page,Reset Security Questions,0,undefined,undefined
428,Administrator:Reset security questions,Reset Security Questions,0,undefined,undefined
429,Case manager:Reset security questions,Reset Security Questions,0,undefined,undefined
430,Case manager:case management page,Reset Security Questions,0,undefined,undefined
431,Case manager:unauthorized error message,Reset Security Questions,0,undefined,undefined
432,Case manager:invalid security questions,Reset Security Questions,0,undefined,undefined
433,Case manager:security questions reset page,Reset Security Questions,0,undefined,undefined
434,Reset security questions:validate role of user,Reset Security Questions,0,undefined,undefined
435,save updated security questions:Security questions,Reset Security Questions,0,undefined,undefined
436,save updated security questions:case management page,Reset Security Questions,0,undefined,undefined
437,validate typed in security questions:invalid security questions,Reset Security Questions,0,undefined,undefined
438,validate role of user:role,Reset Security Questions,0,undefined,undefined
439,validate typed in security questions:save updated security questions,Reset Security Questions,0,undefined,undefined
440,security questions reset page:validate typed in security questions,Reset Security Questions,0,undefined,undefined
441,validate role of user:security questions reset page,Reset Security Questions,0,undefined,undefined
442,validate role of user:unauthorized error message,Reset Security Questions,0,undefined,undefined
443,stl#Administrator:invalid security questions,Reset Security Questions,0,undefined,undefined
444,stl#Administrator:case management page,Reset Security Questions,0,undefined,undefined
445,stl#Administrator:unauthorized error message,Reset Security Questions,0,undefined,undefined
446,stl#Administrator:security questions reset page,Reset Security Questions,0,undefined,undefined
447,stl#Administrator:Reset security questions,Reset Security Questions,0,undefined,undefined
448,stl#Case manager:Reset security questions,Reset Security Questions,0,undefined,undefined
449,stl#Case manager:case management page,Reset Security Questions,0,undefined,undefined
450,stl#Case manager:unauthorized error message,Reset Security Questions,0,undefined,undefined
451,stl#Case manager:invalid security questions,Reset Security Questions,0,undefined,undefined
452,stl#Case manager:security questions reset page,Reset Security Questions,0,undefined,undefined
453,Administrator:Add new button,Upload document,0,undefined,undefined
454,Administrator:case information page,Upload document,0,undefined,undefined
455,Administrator:unauthorized information message,Upload document,0,undefined,undefined
456,Administrator:document upload page,Upload document,0,undefined,undefined
457,Administrator:invalid description message,Upload document,0,undefined,undefined
458,Case Manager:Add new button,Upload document,0,undefined,undefined
459,Case Manager:invalid description message,Upload document,0,undefined,undefined
460,Case Manager:document upload page,Upload document,0,undefined,undefined
461,Case Manager:case information page,Upload document,0,undefined,undefined
462,Case Manager:unauthorized information message,Upload document,0,undefined,undefined
463,Add new button:validate role of user,Upload document,0,undefined,undefined
464,Validate the information of description:invalid description message,Upload document,0,undefined,undefined
465,Validate the information of description:save uploaded document,Upload document,0,undefined,undefined
466,document upload page:Validate the information of description,Upload document,0,undefined,undefined
467,update case information page:case information page,Upload document,0,undefined,undefined
468,save uploaded document:document,Upload document,0,undefined,undefined
469,validate role of user:document upload page,Upload document,0,undefined,undefined
470,validate role of user:role,Upload document,0,undefined,undefined
471,save uploaded document:update case information page,Upload document,0,undefined,undefined
472,validate role of user:unauthorized information message,Upload document,0,undefined,undefined
473,stl#Administrator:Add new button,Upload document,0,undefined,undefined
474,stl#Administrator:case information page,Upload document,0,undefined,undefined
475,stl#Administrator:unauthorized information message,Upload document,0,undefined,undefined
476,stl#Administrator:document upload page,Upload document,0,undefined,undefined
477,stl#Administrator:invalid description message,Upload document,0,undefined,undefined
