NUM,PROJ,UseCase_Num,Tran_Num,Activity_Num,Component_Num,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,Web_Media_Modernization_2012_2018-11-22@1545546245122,11,27,74,13,64,19,28,22,74,0,0,10,88,0,55,24,25,13,13,0,0,0,0,0,3,0,74,12,0,1.9230769230769231,1.8461538461538463,0,0.23076923076923078,0,5.6923076923076925,1.8461538461538463,3.599999999999999,0,0,0,0,0,11,0,0,8,11,9.181818181818182,28,257.09090909090907,24,13,93,5,0,0,98,27,196,27,27,63.86,27,27,27,27,108,Unknown,NA,NA,NA,NA,0,1,1,11,0,0,0,0,55,55,27.399599999999996,58.916399999999996,39.635600000000004,27.399599999999996,58.916399999999996,39.635600000000004,13,24,77,12,12,74,11,3.599999999999999,1.9230769230769231,0,1.8461538461538463,0,3,13,0.2769230769230769,0,0,0,0,0,0,0,13,74,74,11,0,0,0,0,13,0,3,0,25,0,24,74,1.9230769230769231,0,1.8461538461538463,11.384615384615385,11.384615384615385,13,1.8461538461538463,13,13,74,74,0,25,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Web_Media_Modernization_2012_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,F13a_Cityof_LosAngeles_Personnel_Department_Mobile_Applications_2018-11-22@1545546245122,7,59,111,22,95,24,59,14,111,2,0,42,78,4,87,23,80,22,20,0.09090909090909091,0.1,2,2,29,0,0,96,42,0,3.6363636363636362,1.0454545454545454,1.3181818181818181,0,0,4.363636363636363,1.0454545454545454,6.599999999999998,0,1,0,7,1,16,2,8,42,16,21.5,72.1875,1552.03125,23,22,152,33,0,0,235,59,420,59,59,137.88,59,59,59,59,236,Unknown,NA,NA,NA,NA,0,1,1,0,4,3,0,0,85,85,59.87319999999999,190.9153,124.65020000000001,59.87319999999999,190.9153,124.65020000000001,22,23,98,42,42,96,7,6.599999999999998,3.6363636363636362,2,1.0454545454545454,0,0,20,0.2999999999999999,1.8181818181818181,0.1,0,0,0,0,6,22,96,96,7,0,0,0,0,22,2,0,0,80,29,23,96,3.6363636363636362,1.3181818181818181,1.0454545454545454,8.727272727272727,8.727272727272727,22,1.0454545454545454,22,22,96,96,1.3181818181818181,80,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_Cityof_LosAngeles_Personnel_Department_Mobile_Applications_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID_2018-11-22@1545546245122,16,42,114,42,99,29,43,32,114,0,0,57,54,0,85,48,57,42,41,0.023809523809523808,0.024390243902439025,1,1,0,0,4,114,41,0,1.3571428571428572,1.1428571428571428,0,0,0.09523809523809523,2.7142857142857144,1.1428571428571428,12.300000000000008,0,0,0,2,0,3,0,2,26,3,52,88.33333333333333,4593.333333333333,48,42,295,67,0,0,156,42,518,42,42,105,42,42,42,42,168,Unknown,NA,NA,NA,NA,0,1,1,16,0,0,0,0,80,80,42.62159999999999,61.749099999999984,50.38309999999998,42.62159999999999,61.749099999999984,50.38309999999998,42,48,119,41,41,114,16,12.300000000000008,1.3571428571428572,1,1.1428571428571428,0,0,41,0.29285714285714304,0.6904761904761905,0.024390243902439025,0,0,0,0,0,42,114,114,16,0,0,0,0,42,1,0,4,57,0,48,114,1.3571428571428572,0,1.1428571428571428,5.428571428571429,5.428571428571429,42,1.1428571428571428,42,42,114,114,0,57,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,XL_2_2018-11-22@1545546245122,8,32,79,11,79,18,32,16,79,0,0,27,44,12,61,15,28,11,11,0,0,0,0,0,0,1,76,19,0,2.5454545454545454,1.3636363636363635,0,0,0.09090909090909091,6.909090909090909,1.3636363636363635,3.2999999999999994,0,0,0,0,0,0,0,0,30,0,0,0,0,15,11,71,15,0,0,127,32,213,32,32,74.53999999999999,32,32,32,32,128,Unknown,NA,NA,NA,NA,0,1,1,1,6,1,0,0,80,80,32.4736,109.785,63.1256,32.4736,109.785,63.1256,11,15,77,19,19,76,8,3.2999999999999994,2.5454545454545454,0,1.3636363636363635,0,0,11,0.29999999999999993,0,0,0,0,0,0,4,11,76,76,8,0,0,0,0,11,0,0,1,28,0,15,76,2.5454545454545454,0,1.3636363636363635,13.818181818181818,13.818181818181818,11,1.3636363636363635,11,11,76,76,0,28,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\XL_2_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,F13a_City_of_LosAngeles_Public_Safety_Applicant_Resource_Center_2018-11-22@1545546245122,11,0,2,11,1,1,1,22,2,0,0,0,0,0,1,1,13,11,7,0.36363636363636365,0.5714285714285714,4,4,9,0,0,2,13,0,1.1818181818181819,0.09090909090909091,0.8181818181818182,0,0,0.18181818181818182,0.09090909090909091,2.6999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,107,0,0,0,0,0,107,0,0,2.8600000000000003,0,0,0,0,0,Unknown,NA,NA,NA,NA,0,1,1,11,0,0,0,0,55,55,0,0,0,0,0,0,11,1,6,13,13,2,11,2.6999999999999997,1.1818181818181819,4,0.09090909090909091,0,0,7,0.24545454545454543,4,0.5714285714285714,0,0,0,0,0,11,2,2,11,0,0,0,0,11,4,0,0,13,9,1,2,1.1818181818181819,0.8181818181818182,0.09090909090909091,0.36363636363636365,0.36363636363636365,11,0.09090909090909091,11,11,2,2,0.8181818181818182,13,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_City_of_LosAngeles_Public_Safety_Applicant_Resource_Center_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,F13a_LA_Commons_upgradeof_website_2018-11-22@1545546245122,11,85,176,13,142,46,85,22,176,0,0,79,100,1,130,0,40,13,13,0,0,0,0,0,0,0,129,13,0,3.076923076923077,0,0,0,0,9.923076923076923,0,3.899999999999999,0,0,0,14,0,27,0,14,55,27,14.925925925925926,79.55555555555556,1187.440329218107,0,13,70,42,0,0,323,85,435,85,85,193.77999999999997,85,85,85,85,340,Unknown,NA,NA,NA,NA,0,1,1,0,2,9,0,0,155,155,86.25799999999998,334.23689999999993,201.815,86.25799999999998,334.23689999999993,201.815,13,0,129,13,13,129,11,3.899999999999999,3.076923076923077,0,0,0,0,13,0.29999999999999993,0,0,0,0,0,0,8,13,129,129,11,0,0,0,0,13,0,0,0,40,0,0,129,3.076923076923077,0,0,19.846153846153847,19.846153846153847,13,0,13,13,129,129,0,40,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_LA_Commons_upgradeof_website_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-11-22@1545546245121,20,132,238,32,249,70,133,40,238,0,0,15,252,26,168,103,76,32,32,0,0,0,0,19,3,5,220,42,0,2.375,3.21875,0.59375,0.09375,0.15625,6.875,3.21875,9.3,0,14,0,0,14,39,0,14,58,39,10.974358974358974,62.12820512820513,681.8172255095333,103,32,215,36,0,0,455,132,706,132,132,303.99999999999994,132,132,132,132,528,Unknown,NA,NA,NA,NA,0,1,1,10,3,7,0,0,185,185,133.95360000000002,359.8414000000001,249.86510000000004,133.95360000000002,359.8414000000001,249.86510000000004,32,103,228,42,42,220,20,9.3,2.375,0,3.21875,0,3,32,0.290625,0,0,0,0,0,0,4,32,220,220,20,0,0,0,0,32,0,3,5,76,19,103,220,2.375,0.59375,3.21875,13.75,13.75,32,3.21875,32,32,220,220,0.59375,76,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,F13a_LiveRiot_Video_Editing_System_and_socialNetworking_enhancement_2018-11-22@1545546245122,25,188,296,18,263,72,189,50,296,0,0,114,208,6,224,0,55,18,18,0,0,0,0,0,0,0,228,18,0,3.0555555555555554,0,0,0,0,12.666666666666666,0,5.399999999999999,0,1,0,13,1,44,0,14,125,44,20.613636363636363,113.68181818181819,2343.3956611570247,0,18,130,35,0,0,728,188,893,188,188,425.8,188,188,188,188,752,Unknown,NA,NA,NA,NA,0,1,1,10,0,15,0,0,275,275,190.7824,806.033,491.2514,190.7824,806.033,491.2514,18,0,228,18,18,228,25,5.399999999999999,3.0555555555555554,0,0,0,0,18,0.29999999999999993,0,0,0,0,0,0,0,18,228,228,25,0,0,0,0,18,0,0,0,55,0,0,228,3.0555555555555554,0,0,25.333333333333332,25.333333333333332,18,0,18,18,228,228,0,55,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_LiveRiot_Video_Editing_System_and_socialNetworking_enhancement_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,F13a_MedFRS_Device_Diagnostic_Software_2018-11-22@1545546245123,18,281,397,19,355,97,281,36,397,0,0,143,254,30,300,32,108,19,15,0.3157894736842105,0.13333333333333333,5,4,5,0,0,310,35,0,5.684210526315789,1.6842105263157894,0.2631578947368421,0,0,16.31578947368421,1.6842105263157894,5.699999999999998,0,10,0,19,10,65,0,29,200,65,25.56923076923077,123.26153846153846,3151.7027218934913,32,19,109,40,0,0,1183,281,1332,281,281,634.38,281,281,281,281,1124,Unknown,NA,NA,NA,NA,0,1,1,1,0,17,0,0,260,260,285.15880000000004,1312.3767,801.9318000000001,285.15880000000004,1312.3767,801.9318000000001,19,32,314,35,35,310,18,5.699999999999998,5.684210526315789,4,1.6842105263157894,0,0,15,0.29999999999999993,2.736842105263158,0.13333333333333333,0,0,0,0,19,19,310,310,18,0,0,0,0,19,4,0,0,108,5,32,310,5.684210526315789,0.2631578947368421,1.6842105263157894,32.63157894736842,32.63157894736842,19,1.6842105263157894,19,19,310,310,0.2631578947368421,108,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_MedFRS_Device_Diagnostic_Software_2018-11-22@1545546245123_analysis\filteredTransactionEvaluation.csv
1,F13a_Mission_Science_Information_and Data_Management_System_2018-11-22@1545550013345,10,39,84,12,63,24,39,20,84,0,0,33,28,13,60,25,15,12,12,0,0,0,0,10,0,0,66,12,0,1.25,2.0833333333333335,0.8333333333333334,0,0,5.5,2.0833333333333335,3.599999999999999,0,0,0,13,0,16,0,13,19,16,8.125,27.8125,225.9765625,25,12,85,14,0,0,142,39,241,39,39,90.47999999999999,39,39,39,39,156,Unknown,NA,NA,NA,NA,0,1,1,2,7,1,0,0,95,95,39.5772,76.5044,59.2257,39.5772,76.5044,59.2257,12,25,66,12,12,66,10,3.599999999999999,1.25,0,2.0833333333333335,0,0,12,0.29999999999999993,0,0,0,0,0,0,5,12,66,66,10,0,0,0,0,12,0,0,0,15,10,25,66,1.25,0.8333333333333334,2.0833333333333335,11,11,12,2.0833333333333335,12,12,66,66,0.8333333333333334,15,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_Mission_Science_Information_and Data_Management_System_2018-11-22@1545550013345_analysis\filteredTransactionEvaluation.csv
1,S13b_United_Direct_Marketing_2018-11-22@1545550013353,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,9,5,1,0.8,4,4,4,9,0,0,0,9,0,1.8,0.2,1.8,0,0,0,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,47,0,0,0,0,0,47,0,0,1.3,0,0,0,0,0,Unknown,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,9,9,0,0,1.5,1.8,4,0.2,0,0,1,0.3,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,9,9,1,0,1.8,1.8,0.2,0,0,5,0.2,5,5,0,0,1.8,9,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S13b_United_Direct_Marketing_2018-11-22@1545550013353_analysis\filteredTransactionEvaluation.csv
1,F13a_Yanomamo Interactive CDROM_2018-11-22@1545550013352,9,32,80,13,54,24,32,18,80,0,0,48,16,0,56,10,28,13,13,0,0,0,0,0,0,0,58,17,0,2.1538461538461537,0.7692307692307693,0,0,0,4.461538461538462,0.7692307692307693,3.899999999999999,0,0,0,5,0,9,0,5,13,9,8.666666666666666,28.77777777777778,249.4074074074074,10,13,78,24,0,0,114,32,216,32,32,75.05999999999999,32,32,32,32,128,Unknown,NA,NA,NA,NA,0,1,1,5,3,1,0,0,70,70,32.4736,53.605,46.8171,32.4736,53.605,46.8171,13,10,58,17,17,58,9,3.899999999999999,2.1538461538461537,0,0.7692307692307693,0,0,13,0.29999999999999993,0,0,0,0,0,0,2,13,58,58,9,0,0,0,0,13,0,0,0,28,0,10,58,2.1538461538461537,0,0.7692307692307693,8.923076923076923,8.923076923076923,13,0.7692307692307693,13,13,58,58,0,28,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F13a_Yanomamo Interactive CDROM_2018-11-22@1545550013352_analysis\filteredTransactionEvaluation.csv
