id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
29,Verify Username,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
30,Display pop-up "invalid email or email is already in use" on Sign Up Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
31,verify email,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
32,Display pop-up "invalid password" on Sign Up Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
33,Verify Password,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
34,User Collection,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
35,verify confirm password,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
36,Profile Photo Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
37,Display Selected Photo on Profile Photo Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
38,Photos Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
39,Display available photos on Photos Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
40,Display photo on  Profile photo screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
41,Save Profile Photo,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
42,Profile,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
43,Create Event Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
44,Validate hashtag containts alphanume, dash, underscore,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
45,Handle Validate Error,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
46,Event Collection,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
47,Validate hashtag uniqueness,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
48,Event Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
49,Delete Photo Model,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
50,Handle Photo Deletion,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
51,Dismiss Delete Photo Model,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
52,Handle Deletion Error,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
53,Display Deelete Photo Model,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
54,Toggle Delete Mode,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
55,Toggle Off Delete Mode,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
56,Photo Collection,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
57,result,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
58,Confirm page,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
59,my photos screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
60,view photo,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
61,can't access server,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
62,my upload,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
63,Confirmed delete,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
64,Delete,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
65,Delete finished,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
66,Prepare photos,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
67,get my upload,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
68,Select a photo,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
69,failed to delete,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
70,Photo Selected Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
71,Download photo to Device,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
72,Handle download success,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
73,Handle download error,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
74,Server,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
75,Log in screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
76,Display pop-p "Authentication Failed" on Log In Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
77,upload choice,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
78,Set Password Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
79,confirm,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
80,my photo screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
81,Photo View,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
82,Search Result Page,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
83,Range Buttons(Default myhome),0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
84,Photo Search Result List View,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
85,Search Event,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
86,Search Event Homepage,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
87,current location,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
88,Show Empty Result Page,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
89,camera roll,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
90,Location Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
91,my events,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
92,Navigation bar,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
93,Display navigation bar,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
94,display  log in screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
95,Tap a icon on navigation bar,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
96,display photo screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
97,Photo screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
98,is  user logged in?,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
99,display event screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
100,display profile screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
101,profile screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
102,display search screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
103,search screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
104,Create new event with hashtag,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
105,Handle Creation Error,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
106,List Mutator,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
107,Photo Search Result List,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
108,Perform Default Search,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
109,Perform Select Range Search,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
110,Photo Database,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
111,User Directed to View Photo Use Case,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
112,Pop up daabase Error Message,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
113,Search API,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
114,Valid Input Text,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
115,Pop up Server Error Message,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
116,prepare resullt,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
117,Search(back-end),0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
118,photos in the event,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
119,upload finished,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
120,failed to upload,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
121,confirm upload,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
122,enter search item and search,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
123,search & upload,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
124,select an event,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
125,Handle Password Error,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
126,Validates non-block password,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
127,upload,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
128,camera,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
129,take the photo successfully,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
130,can't access camera,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
131,failed to get current location,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
132,get location successfully,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
133,upload to current location,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
134,display my events,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
135,my event,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
136,upload to my event,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
137,Determine if user is event owner,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
138,Hide Edit Button,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
139,Display Remaining Event Time,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
140,Retrieve Photos for Event,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
141,Navigate to Photo Selected Screen,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
142,Handle photo retrieval error,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
143,Can't access local photos,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
144,local photos,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
145,choose a photo,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
146,get photos successfully,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
147,process request,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
